Ticker,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-01 15:30:00+01:00,569.7100219726562,581.1900024414062,569.7100219726562,578.8499755859375,2733633,325.3351135253906,325.8599853515625,322.739990234375,324.6000061035156,7060269,333.28509521484375,333.94970703125,332.4100036621094,333.07000732421875,1878908,81.98999786376953,82.12550354003906,80.70999908447266,80.94000244140625,3339069,254.55999755859375,255.3350067138672,253.97000122070312,254.97999572753906,3618967
2026-09-01 16:30:00+01:00,578.760009765625,583.4382934570312,578.0,580.4000244140625,2475999,324.6199951171875,327.29998779296875,324.0199890136719,326.6600036621094,5503251,333.05999755859375,333.3699951171875,331.8900146484375,332.2200012207031,1174473,80.91999816894531,81.12999725341797,80.80000305175781,80.94499969482422,1546743,255.0,255.52999877929688,254.0,254.39999389648438,2559050
2026-09-01 17:30:00+01:00,580.5,582.719970703125,578.6212158203125,580.3049926757812,1048037,326.67999267578125,326.885009765625,324.4849853515625,324.6499938964844,4497727,332.20001220703125,332.6300048828125,331.6700134277344,332.0150146484375,684817,80.94999694824219,81.08999633789062,80.81500244140625,80.8949966430664,1209354,254.38999938964844,254.80999755859375,253.9499969482422,254.35499572753906,2121764
2026-09-01 18:30:00+01:00,580.469970703125,584.9000244140625,580.1436157226562,581.4550170898438,1237883,324.69000244140625,325.75,324.32000732421875,325.2099914550781,2879767,332.0299987792969,332.4150085449219,331.1400146484375,331.1600036621094,871361,80.89510345458984,81.29000091552734,80.79000091552734,80.8550033569336,1475258,254.38999938964844,255.41000366210938,254.1699981689453,254.90499877929688,1913772
2026-09-01 19:30:00+01:00,581.4550170898438,581.7999877929688,576.22998046875,580.77001953125,1326680,325.20001220703125,325.92999267578125,324.3905029296875,325.57000732421875,3499348,331.1600036621094,331.6304016113281,330.45001220703125,331.2900085449219,1194371,80.8550033569336,81.06999969482422,80.75,80.94499969482422,1887465,254.90499877929688,255.02499389648438,253.9499969482422,254.14999389648438,2361982
2026-09-01 20:30:00+01:00,580.77001953125,580.9600219726562,577.4000244140625,578.530029296875,1171113,325.6099853515625,325.88800048828125,324.1000061035156,325.1400146484375,5754962,331.2699890136719,332.1400146484375,330.82000732421875,331.80999755859375,1720973,80.94950103759766,80.95500183105469,80.69000244140625,80.80000305175781,2737402,254.1999969482422,254.9199981689453,253.8800048828125,254.9199981689453,3365909
2026-09-02 14:30:00+01:00,579.5499877929688,600.3800048828125,577.0,595.0800170898438,5653479,326.9700012207031,328.3999938964844,323.5299987792969,324.57000732421875,8140570,330.6449890136719,336.510009765625,329.5201110839844,334.9800109863281,3677564,80.54000091552734,83.12000274658203,80.30000305175781,82.3949966430664,5161787,254.2550048828125,256.239990234375,253.39999389648438,256.1000061035156,5727998
2026-09-02 15:30:00+01:00,594.969970703125,598.9500122070312,593.280029296875,597.0,2013505,324.5849914550781,326.54998779296875,324.0,326.54998779296875,3210077,334.8999938964844,334.9700012207031,332.1700134277344,333.8550109863281,1613587,82.37999725341797,82.76000213623047,82.16000366210938,82.5999984741211,2366961,256.05499267578125,256.07501220703125,254.75999450683594,255.27999877929688,3234727
2026-09-02 16:30:00+01:00,596.9099731445312,597.0,591.25,592.2100830078125,1102131,326.5299987792969,327.05499267578125,323.8949890136719,324.6698913574219,5659496,333.8450012207031,335.44000244140625,332.739990234375,334.04998779296875,1060836,82.5999984741211,82.69000244140625,81.98999786376953,82.0562973022461,1379518,255.30999755859375,255.42999267578125,254.44000244140625,254.8699951171875,2172631
2026-09-02 17:30:00+01:00,592.3209838867188,595.8400268554688,591.8499755859375,592.6600952148438,912433,324.6600036621094,326.5,324.6199951171875,325.07501220703125,2691833,334.1400146484375,335.18499755859375,334.0199890136719,334.6099853515625,682969,82.06999969482422,82.31999969482422,81.80000305175781,82.28500366210938,1778496,254.85000610351562,255.60000610351562,254.2100067138672,254.77999877929688,1924426
2026-09-02 18:30:00+01:00,592.760009765625,594.7249755859375,591.4000244140625,592.969970703125,788667,325.07501220703125,326.489990234375,324.6803894042969,326.2955017089844,2545852,334.5950012207031,334.7099914550781,333.6700134277344,334.3100891113281,905893,82.28500366210938,82.4800033569336,82.11499786376953,82.44000244140625,1653096,254.77499389648438,255.35000610351562,254.39999389648438,254.78500366210938,1482685
2026-09-02 19:30:00+01:00,592.9650268554688,596.6400146484375,590.840087890625,594.3223876953125,1514059,326.3099060058594,326.42999267578125,324.60009765625,325.6400146484375,2781766,334.32598876953125,334.6700134277344,333.5899963378906,334.3299865722656,757962,82.44000244140625,82.6449966430664,82.20500183105469,82.625,2099922,254.77999877929688,255.5050048828125,254.42979431152344,255.11000061035156,2214028
2026-09-02 20:30:00+01:00,594.280029296875,594.4000244140625,591.5850219726562,592.9000244140625,1234315,325.6405029296875,325.95001220703125,324.6700134277344,324.989990234375,3065203,334.29998779296875,334.30999755859375,333.489990234375,333.8299865722656,1038896,82.625,82.79000091552734,82.55999755859375,82.72000122070312,3505170,255.14999389648438,255.28770446777344,254.52000427246094,254.97000122070312,2719907
2026-09-03 14:30:00+01:00,604.489990234375,619.4199829101562,604.4000244140625,612.25,5878384,324.94769287109375,330.30999755859375,324.1099853515625,329.7149963378906,7570945,336.739990234375,340.8500061035156,336.3800048828125,339.0434875488281,3186881,83.18000030517578,83.5999984741211,82.25,82.37000274658203,3999999,256.32000732421875,259.4299011230469,256.0,257.7799987792969,7214229
2026-09-03 15:30:00+01:00,612.2550048828125,619.4400024414062,607.2000122070312,617.5150146484375,3018529,329.7149963378906,330.80999755859375,327.6099853515625,329.8299865722656,5915118,339.0400085449219,339.75,337.260009765625,339.29998779296875,1614039,82.37999725341797,82.5999984741211,81.80999755859375,82.4800033569336,2422095,257.6745910644531,258.8699951171875,256.07000732421875,258.739990234375,3324310
2026-09-03 16:30:00+01:00,617.5150146484375,619.3800048828125,614.260009765625,614.9949951171875,1461905,329.8500061035156,330.57000732421875,329.239990234375,330.06988525390625,2989051,339.3299865722656,339.4800109863281,337.44000244140625,337.8800048828125,963504,82.4800033569336,82.62000274658203,82.052001953125,82.08999633789062,1430511,258.760009765625,259.32501220703125,258.20001220703125,258.5350036621094,2399433
2026-09-03 17:30:00+01:00,614.989990234375,615.3599853515625,611.8900146484375,613.010009765625,1059429,330.0400085449219,330.239990234375,327.45001220703125,327.7300109863281,2487437,337.8299865722656,338.9700012207031,337.4200134277344,338.8900146484375,815869,82.09500122070312,82.74500274658203,81.62999725341797,82.74369812011719,2754516,258.510009765625,258.9010009765625,257.75,258.6517028808594,1612582
2026-09-03 18:30:00+01:00,613.010009765625,615.47998046875,613.010009765625,614.4857788085938,1077733,327.7200012207031,328.0400085449219,326.67999267578125,327.1199951171875,2893449,338.8999938964844,340.1600036621094,338.8599853515625,340.1499938964844,868053,82.74500274658203,83.18000030517578,82.46499633789062,82.49500274658203,2885533,258.67999267578125,259.4700012207031,258.04998779296875,259.4700012207031,1818364
2026-09-03 19:30:00+01:00,614.5499877929688,616.0,612.3201293945312,612.780029296875,1756842,327.1449890136719,327.8399963378906,326.510009765625,327.7950134277344,3166307,340.1600036621094,340.19000244140625,338.95001220703125,339.8299865722656,945353,82.49500274658203,82.79000091552734,82.25499725341797,82.73999786376953,1898816,259.4599914550781,259.5,258.41009521484375,258.6549987792969,1991322
2026-09-03 20:30:00+01:00,612.7000122070312,613.8099975585938,609.5999755859375,610.6799926757812,1406401,327.7900085449219,328.8399963378906,327.4100036621094,328.2099914550781,3531235,339.80999755859375,340.20001220703125,338.69000244140625,339.1099853515625,1433148,82.73500061035156,82.83000183105469,82.45999908447266,82.69000244140625,3478757,258.6549987792969,259.1600036621094,258.44000244140625,258.8999938964844,2672522
2026-09-04 14:30:00+01:00,612.4949951171875,616.3300170898438,605.27001953125,609.2999877929688,3712138,328.30499267578125,328.92999267578125,320.44000244140625,320.7099914550781,9203066,339.2049865722656,340.17999267578125,334.6099853515625,334.668701171875,3028585,82.16999816894531,82.69000244140625,80.70999908447266,80.71499633789062,5574722,259.2149963378906,261.1199951171875,256.80999755859375,257.30999755859375,6649791
2026-09-04 15:30:00+01:00,609.280029296875,613.4000244140625,608.1599731445312,612.010009765625,1810974,320.7099914550781,321.1600036621094,317.8599853515625,319.4700012207031,6226795,334.67999267578125,335.9200134277344,333.75,334.3900146484375,1508711,80.72000122070312,80.88999938964844,79.4000015258789,79.4749984741211,7839776,257.3299865722656,257.5,255.2899932861328,255.9949951171875,3872571
2026-09-04 16:30:00+01:00,612.02001953125,614.3399047851562,609.72998046875,612.885009765625,1168367,319.4700012207031,321.3291931152344,319.1099853515625,320.5,4008228,334.4100036621094,335.523193359375,334.1300048828125,335.2900085449219,898069,79.4800033569336,79.59030151367188,78.91010284423828,79.33999633789062,5897075,255.9949951171875,257.1199035644531,255.6699981689453,257.0400085449219,2328037
2026-09-04 17:30:00+01:00,612.9000244140625,613.34130859375,608.719970703125,609.5,746925,320.51739501953125,321.8999938964844,320.41009521484375,321.68499755859375,2654137,335.260009765625,335.625,335.07000732421875,335.4200134277344,928975,79.33000183105469,79.37000274658203,78.8499984741211,78.9800033569336,2815011,257.0400085449219,257.3900146484375,256.82000732421875,256.8800048828125,1761332
2026-09-04 18:30:00+01:00,609.5,612.6300048828125,608.1024169921875,610.864990234375,1023568,321.67999267578125,321.67999267578125,320.739990234375,320.8800048828125,1957604,335.3599853515625,335.3999938964844,334.45001220703125,335.1000061035156,841721,78.98999786376953,79.17500305175781,78.841796875,79.00499725341797,2244332,256.8399963378906,257.4999084472656,256.68499755859375,257.32501220703125,1919458
2026-09-04 19:30:00+01:00,610.8599853515625,617.25,610.0401000976562,617.0183715820312,1642364,320.8800048828125,322.1000061035156,320.8599853515625,321.7850036621094,2682837,335.1099853515625,336.3500061035156,335.010009765625,336.3500061035156,969933,79.00499725341797,79.19999694824219,78.66999816894531,78.68499755859375,3283188,257.3399963378906,258.5,257.30999755859375,258.44500732421875,2849453
2026-09-04 20:30:00+01:00,617.0700073242188,617.4600219726562,615.4000244140625,616.75,1392686,321.7699890136719,321.8091125488281,319.6510009765625,319.989990234375,4295687,336.3349914550781,336.3900146484375,335.1300048828125,335.2699890136719,1838179,78.67500305175781,78.69499969482422,78.2300033569336,78.23999786376953,6693580,258.4049987792969,259.2799987792969,258.25,258.510009765625,3531659
