Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-26 14:30:00+00:00,86.91000366210938,86.94000244140625,85.3499984741211,85.9198989868164,8231114,239.97999572753906,240.89999389648438,237.5399932861328,238.96499633789062,5445505,251.47999572753906,254.88999938964844,249.8000030517578,254.0399932861328,9810606,665.2249755859375,670.9099731445312,661.2855224609375,670.77001953125,3254347,328.20001220703125,333.44000244140625,327.5249938964844,333.1000061035156,3113292
2026-01-26 15:30:00+00:00,85.91500091552734,86.16000366210938,85.62999725341797,85.93499755859375,3522113,238.94000244140625,240.0,238.9199981689453,239.84249877929688,2694004,254.0399932861328,255.5,253.9199981689453,255.0998992919922,4941159,670.760009765625,674.97998046875,668.1099853515625,672.1699829101562,1675462,333.1300048828125,335.0198974609375,332.54998779296875,334.760009765625,1604144
2026-01-26 16:30:00+00:00,85.93499755859375,86.04000091552734,85.83999633789062,85.9446029663086,1961786,239.85499572753906,240.1300048828125,239.35009765625,239.6300048828125,1924507,255.0850067138672,255.4199981689453,254.25999450683594,254.5,3015226,672.2650146484375,674.8300170898438,671.280029296875,674.1500244140625,1050040,334.760009765625,336.34991455078125,334.69000244140625,336.05499267578125,1354644
2026-01-26 17:30:00+00:00,85.9446029663086,86.13980102539062,85.69999694824219,85.94499969482422,2273584,239.60000610351562,239.6300048828125,238.86000061035156,239.0800018310547,1588783,254.47000122070312,254.75,254.0800018310547,254.64999389648438,1861533,674.0999755859375,674.719970703125,672.5499877929688,672.8150024414062,906977,336.05499267578125,336.07000732421875,334.79998779296875,335.2149963378906,987538
2026-01-26 18:30:00+00:00,85.94499969482422,86.00499725341797,85.73999786376953,85.7750015258789,2280973,239.0800018310547,239.55799865722656,238.86000061035156,239.44000244140625,1514415,254.63999938964844,255.97000122070312,254.32000732421875,255.94000244140625,3013817,672.7849731445312,675.280029296875,671.8800048828125,674.8729858398438,914413,335.260009765625,335.690185546875,334.7699890136719,335.1700134277344,854351
2026-01-26 19:30:00+00:00,85.77010345458984,86.05000305175781,85.76010131835938,86.02999877929688,2060789,239.44000244140625,239.89999389648438,238.9199981689453,239.24000549316406,1755608,255.92999267578125,256.55999755859375,255.47000122070312,255.72500610351562,3495145,674.8743286132812,675.280029296875,672.0139770507812,673.989990234375,1007334,335.1300048828125,335.1600036621094,333.9700012207031,334.385009765625,1041818
2026-01-26 20:30:00+00:00,86.02999877929688,86.05999755859375,85.6500015258789,85.70500183105469,3188113,239.1999969482422,239.5800018310547,238.18499755859375,238.4199981689453,2595906,255.72999572753906,255.99000549316406,254.89999389648438,255.4199981689453,14219113,674.0,674.239990234375,671.9000244140625,672.3200073242188,1055397,334.3299865722656,334.6099853515625,333.3399963378906,333.6000061035156,1253191
2026-01-27 14:30:00+00:00,85.2750015258789,85.5,83.88999938964844,84.41449737548828,7966233,239.6750030517578,242.2899932861328,238.0800018310547,242.0399932861328,6404779,259.1400146484375,261.95001220703125,258.6600036621094,259.8450012207031,10912773,674.6500244140625,676.8150024414062,664.6599731445312,671.094970703125,2612110,335.5849914550781,338.20001220703125,333.75,336.7650146484375,3142244
