Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Adj Close,Volume
2025-12-11 20:30:00+00:00,278.0899963378906,278.2099914550781,277.4700012207031,278.05999755859375,1985352,650.52001953125,652.8699951171875,650.1500244140625,652.780029296875,649752,313.3399963378906,314.1099853515625,312.85009765625,313.7099914550781,1611593,93.8499984741211,94.13999938964844,93.68000030517578,94.11499786376953,2855312,,,,,,
2025-12-12 14:30:00+00:00,277.7950134277344,279.2200012207031,276.82000732421875,277.8699951171875,3907328,650.2100219726562,652.010009765625,643.8499755859375,644.010009765625,1868580,314.80999755859375,316.1300048828125,309.4330139160156,309.5899963378906,3133641,95.50499725341797,96.91999816894531,95.05000305175781,95.54000091552734,11663856,,,,,,
2025-12-12 15:30:00+00:00,277.8800048828125,278.8599853515625,277.44000244140625,277.739990234375,3485545,643.9299926757812,647.2000122070312,639.010009765625,641.469970703125,1448891,309.6099853515625,310.94000244140625,307.0880126953125,308.0,2344376,95.54199981689453,96.06999969482422,94.88009643554688,95.15499877929688,3629040,,,,,,
2025-12-12 16:30:00+00:00,277.7699890136719,278.44000244140625,277.2807922363281,277.8550109863281,2096132,641.3699951171875,643.8223266601562,638.6099853515625,643.219970703125,1057779,308.0,310.7799987792969,306.9599914550781,309.57000732421875,1633867,95.15499877929688,95.41999816894531,94.84500122070312,95.15499877929688,2672382,,,,,,
2025-12-12 17:30:00+00:00,277.8349914550781,279.19000244140625,277.8349914550781,279.04998779296875,2564725,643.3699951171875,648.5,642.2650146484375,647.5001220703125,872664,309.57000732421875,311.69000244140625,309.0199890136719,311.6499938964844,1082515,95.15560150146484,95.55999755859375,95.0199966430664,95.44000244140625,1950927,,,,,,
2025-12-12 18:30:00+00:00,279.0400085449219,279.04998779296875,277.7300109863281,277.95001220703125,2354465,647.6799926757812,648.5,645.094970703125,645.3099975585938,604159,311.6499938964844,311.8900146484375,310.3900146484375,310.9627990722656,809271,95.44499969482422,95.79000091552734,95.38999938964844,95.55500030517578,10145800,,,,,,
2025-12-12 19:30:00+00:00,277.95001220703125,278.70001220703125,277.80999755859375,278.05499267578125,2391168,645.3200073242188,646.2000122070312,644.4801025390625,645.3499755859375,670874,310.9700012207031,311.4200134277344,310.57000732421875,310.79998779296875,722659,95.55999755859375,95.83999633789062,95.47000122070312,95.66510009765625,0,,,,,,
2025-12-12 20:30:00+00:00,278.04998779296875,278.5,276.94500732421875,278.3699951171875,2787871,645.4600219726562,645.8200073242188,642.5999755859375,644.239990234375,982613,310.82000732421875,310.92999267578125,309.5,310.510009765625,1398728,95.66999816894531,95.69999694824219,94.6500015258789,95.20500183105469,4024839,,,,,,
2025-12-15 14:30:00+00:00,280.0,280.04998779296875,273.6199951171875,274.1449890136719,8113962,644.25,649.6500244140625,638.7000732421875,641.0549926757812,2264723,310.625,311.3599853515625,307.2349853515625,307.7300109863281,3980818,96.0,96.06500244140625,93.86000061035156,94.00499725341797,5610795,,,,,,
2025-12-15 15:30:00+00:00,274.1700134277344,275.6404113769531,273.7200012207031,275.510009765625,7400525,640.9299926757812,650.760009765625,640.7999877929688,650.5451049804688,1317447,307.7300109863281,309.3900146484375,307.3500061035156,308.8299865722656,1244270,94.00499725341797,94.55999755859375,93.83499908447266,94.43000030517578,2675928,,,,,,
2025-12-15 16:30:00+00:00,275.5400085449219,275.69500732421875,274.1499938964844,274.9200134277344,2136284,650.6199951171875,651.3900146484375,648.6699829101562,650.3099975585938,846923,308.8399963378906,308.8800048828125,305.739990234375,306.1426086425781,1951626,94.43000030517578,94.44100189208984,93.7300033569336,94.0,6992605,,,,,,
2025-12-15 17:30:00+00:00,274.92498779296875,275.1000061035156,273.7300109863281,274.0400085449219,1992688,650.3699951171875,652.3200073242188,649.239990234375,650.219970703125,647454,306.239990234375,307.8999938964844,306.1000061035156,307.45001220703125,1006522,94.00499725341797,94.2300033569336,93.56999969482422,93.6449966430664,7259780,,,,,,
2025-12-15 18:30:00+00:00,274.0199890136719,274.25,273.0799865722656,273.3699951171875,2430153,650.0999755859375,652.1599731445312,649.25,651.219970703125,545846,307.4447937011719,309.3699951171875,307.43499755859375,308.5400085449219,1034648,93.6449966430664,94.16500091552734,93.52999877929688,93.95989990234375,10746824,,,,,,
2025-12-15 19:30:00+00:00,273.3800048828125,273.8424987792969,272.8399963378906,273.80499267578125,2804616,651.2750244140625,651.6199951171875,649.9099731445312,650.9949951171875,3187074,308.57000732421875,309.4410095214844,308.150390625,309.364990234375,1052803,93.95500183105469,94.01000213623047,93.5999984741211,93.69499969482422,2256363,,,,,,
2025-12-15 20:30:00+00:00,273.80999755859375,273.8999938964844,273.5199890136719,273.6899108886719,632194,651.0499877929688,651.4099731445312,649.9299926757812,650.3699951171875,199539,309.3599853515625,309.510009765625,308.57000732421875,308.57000732421875,222663,93.69499969482422,93.70999908447266,93.55000305175781,93.58499908447266,10743596,,,,,,
