Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-21 15:30:00+01:00,326.7200012207031,328.45001220703125,326.2099914550781,328.385009765625,4005270,646.5900268554688,649.659912109375,645.5,647.9000244140625,715688,348.739990234375,349.6700134277344,347.25,347.45001220703125,1488828,67.68000030517578,68.0199966430664,67.44000244140625,67.47000122070312,5754999,247.47000122070312,248.58999633789062,246.9600067138672,247.9949951171875,3214709
2026-07-21 16:30:00+01:00,328.3800048828125,329.6000061035156,327.7550048828125,328.6199951171875,3516853,647.8699951171875,648.8800048828125,645.969970703125,647.5499877929688,559441,347.40509033203125,349.32000732421875,347.29998779296875,348.9100036621094,1286827,67.4749984741211,67.53990173339844,66.80999755859375,66.84989929199219,6062859,247.99000549316406,248.3585968017578,247.19000244140625,247.39999389648438,2104051
2026-07-21 17:30:00+01:00,328.6210021972656,328.8299865722656,327.0,327.07000732421875,3845150,647.3400268554688,650.780029296875,645.4299926757812,646.6849975585938,849988,348.8900146484375,349.2900085449219,348.05499267578125,348.32501220703125,1235183,66.8499984741211,66.96990203857422,66.7249984741211,66.94499969482422,7625551,247.39999389648438,248.74000549316406,247.22000122070312,248.61500549316406,2117768
2026-07-21 18:30:00+01:00,327.07000732421875,327.8699951171875,326.7200012207031,327.239990234375,3598490,646.6849975585938,648.8200073242188,644.7050170898438,647.5999755859375,679154,348.30999755859375,348.6499938964844,348.07000732421875,348.20001220703125,1041596,66.94499969482422,67.88999938964844,66.87999725341797,67.7300033569336,5667463,248.61500549316406,248.82000732421875,248.19000244140625,248.25,1694089
2026-07-21 19:30:00+01:00,327.25,328.489990234375,327.17999267578125,327.93499755859375,2991406,647.7000122070312,650.0,646.219970703125,649.2899780273438,800877,348.20001220703125,348.95001220703125,347.7200012207031,348.79998779296875,1129081,67.73999786376953,68.08000183105469,67.5999984741211,68.07499694824219,5495594,248.22000122070312,248.23500061035156,247.3699951171875,247.66000366210938,2871917
2026-07-21 20:30:00+01:00,327.92999267578125,328.1000061035156,327.1400146484375,327.5899963378906,3687722,649.4949951171875,649.8499145507812,643.4099731445312,643.4400024414062,1091818,348.8299865722656,349.0150146484375,346.010009765625,346.19000244140625,1830982,68.07499694824219,68.74099731445312,67.94999694824219,68.62999725341797,8233694,247.6699981689453,247.80499267578125,247.22999572753906,247.50999450683594,3495252
2026-07-22 14:30:00+01:00,327.875,328.99951171875,324.3299865722656,324.4750061035156,6559605,647.7000122070312,648.9979858398438,628.0900268554688,629.8986206054688,2468870,347.2699890136719,349.45001220703125,345.6700134277344,347.385009765625,3013260,69.37000274658203,70.47000122070312,69.05999755859375,70.25499725341797,10845298,248.1300048828125,248.4499969482422,243.61000061035156,243.76499938964844,6590277
2026-07-22 15:30:00+01:00,324.4949951171875,325.80999755859375,324.07000732421875,325.79998779296875,3700418,629.780029296875,631.5999755859375,627.7999877929688,629.6400146484375,1290179,347.385009765625,348.2099914550781,346.3599853515625,346.67498779296875,2051649,70.24500274658203,70.56999969482422,70.0,70.19499969482422,4683548,243.75999450683594,244.3300018310547,243.27000427246094,243.74000549316406,3231188
2026-07-22 16:30:00+01:00,325.7650146484375,325.8900146484375,324.3699951171875,324.885009765625,4081820,629.6400146484375,630.9600219726562,628.1300048828125,629.2550048828125,958453,346.67498779296875,347.6700134277344,346.20001220703125,347.2900085449219,1367216,70.19010162353516,70.4000015258789,69.9000015258789,70.08000183105469,3944758,243.73500061035156,244.55499267578125,243.41000366210938,244.02999877929688,2473669
2026-07-22 17:30:00+01:00,324.885009765625,324.95001220703125,323.3399963378906,323.6650085449219,2995117,629.2550048828125,630.7000122070312,628.1099853515625,628.2000122070312,656884,347.2850036621094,347.6274108886719,346.6300048828125,347.0899963378906,1212470,70.08000183105469,70.18000030517578,69.4800033569336,69.52469635009766,3335271,244.02999877929688,244.2698974609375,242.94000244140625,243.0301055908203,1932744
2026-07-22 18:30:00+01:00,323.6650085449219,324.0199890136719,323.55499267578125,323.92999267578125,1648241,628.2000122070312,628.2899780273438,625.0401000976562,626.5999755859375,837850,347.0899963378906,347.54998779296875,345.6000061035156,345.9100036621094,1225300,69.5250015258789,69.53500366210938,69.09500122070312,69.0999984741211,3652920,243.03500366210938,243.25,242.4499969482422,243.0399932861328,2256794
2026-07-22 19:30:00+01:00,323.9299011230469,324.70001220703125,323.8299865722656,324.44000244140625,2532403,626.5999755859375,627.9500122070312,625.5,627.1950073242188,886793,345.95001220703125,346.55999755859375,344.7200012207031,344.8500061035156,1836626,69.09500122070312,69.125,68.3499984741211,68.48500061035156,5477647,243.0500030517578,244.89999389648438,242.63999938964844,244.58999633789062,4137260
2026-07-22 20:30:00+01:00,324.44000244140625,326.9100036621094,323.9800109863281,325.8699951171875,5469385,627.0800170898438,628.8699951171875,624.0,627.0700073242188,1491328,344.8599853515625,345.20001220703125,341.6400146484375,341.9100036621094,3046198,68.4800033569336,68.70999908447266,68.44000244140625,68.52999877929688,5648582,244.58999633789062,245.1750030517578,244.25,244.77000427246094,3579655
2026-07-23 14:30:00+01:00,321.7300109863281,323.29998779296875,319.3500061035156,321.489990234375,7808169,608.4099731445312,614.635009765625,604.3499755859375,607.8300170898438,3161774,321.6700134277344,324.3900146484375,316.5899963378906,318.0400085449219,16516656,68.56999969482422,69.13999938964844,67.66999816894531,68.54000091552734,8845284,236.32000732421875,238.3498992919922,233.57000732421875,234.60000610351562,11766998
2026-07-23 15:30:00+01:00,321.4649963378906,322.9100036621094,320.7149963378906,321.2799987792969,3963966,607.6099853515625,607.9949951171875,598.1900024414062,599.280029296875,2266780,318.0400085449219,319.6199951171875,314.8900146484375,316.5899963378906,6453035,68.54000091552734,69.0,68.51499938964844,68.68000030517578,5218812,234.55999755859375,234.88499450683594,232.10000610351562,232.27999877929688,7313527
2026-07-23 16:30:00+01:00,321.2900085449219,321.54998779296875,320.07000732421875,320.3598937988281,4791936,599.0999755859375,604.7899780273438,597.219970703125,604.4000244140625,1576862,316.6099853515625,321.6000061035156,316.5404052734375,320.9700012207031,4601336,68.68000030517578,68.91999816894531,68.30000305175781,68.51499938964844,4104097,232.3000030517578,235.0,223.67950439453125,234.8000030517578,5750929
2026-07-23 17:30:00+01:00,320.30999755859375,321.04998779296875,320.0,320.8699951171875,2240708,604.5,607.219970703125,601.3400268554688,605.9199829101562,1367887,320.92999267578125,321.4599914550781,318.8299865722656,320.4800109863281,3883615,68.51499938964844,69.12000274658203,68.48999786376953,69.09940338134766,3524725,234.8300018310547,235.14999389648438,233.84010314941406,234.49000549316406,3069226
2026-07-23 18:30:00+01:00,320.8700866699219,321.39898681640625,320.0,320.2699890136719,2551049,605.840087890625,607.8800048828125,604.1649780273438,606.1400146484375,900356,320.4800109863281,320.5299987792969,319.3599853515625,319.939697265625,2538094,69.09500122070312,69.3550033569336,68.86000061035156,69.05999755859375,3843258,234.5,234.50999450683594,233.66000366210938,233.9250030517578,2508087
2026-07-23 19:30:00+01:00,320.2749938964844,321.20001220703125,319.760009765625,320.4198913574219,3757792,606.1400146484375,608.135009765625,604.8175048828125,607.3001098632812,1499210,319.9100036621094,319.9299011230469,318.2099914550781,318.54998779296875,2943051,69.06999969482422,69.20999908447266,68.75,68.76219940185547,5546192,233.9250030517578,234.07049560546875,233.1300048828125,233.14999389648438,2951789
2026-07-23 20:30:00+01:00,320.3800048828125,321.9800109863281,320.0400085449219,321.6099853515625,4281719,607.4299926757812,607.6900024414062,603.0399780273438,605.969970703125,1858985,318.5299987792969,319.3599853515625,317.7799987792969,318.2699890136719,3751312,68.76000213623047,69.01000213623047,68.45999908447266,68.86000061035156,4645618,233.14999389648438,234.08999633789062,232.91000366210938,233.55999755859375,5636183
2026-07-24 14:30:00+01:00,322.0400085449219,329.4389953613281,321.6199951171875,328.79998779296875,8571059,605.3400268554688,607.52001953125,600.75,604.9000244140625,2224365,317.95001220703125,323.9800109863281,317.5,319.8699951171875,5941981,69.25499725341797,69.45999908447266,67.97039794921875,69.12000274658203,7340702,234.3699951171875,234.9499969482422,231.58999633789062,231.58999633789062,7973154
2026-07-24 15:30:00+01:00,328.7950134277344,331.92999267578125,328.7099914550781,331.7650146484375,6271725,605.0,609.3800048828125,603.7899780273438,608.760009765625,1080615,319.80999755859375,321.510009765625,317.5,321.4100036621094,2852974,69.12000274658203,70.16000366210938,69.12000274658203,70.11499786376953,4840724,231.61000061035156,233.92999267578125,231.35000610351562,233.77999877929688,5075022
2026-07-24 16:30:00+01:00,331.7749938964844,334.3699951171875,331.6700134277344,333.7200012207031,6621698,608.7550048828125,609.97998046875,603.02001953125,603.155029296875,1207925,321.44000244140625,321.7699890136719,319.0199890136719,319.1099853515625,1838689,70.11499786376953,70.14510345458984,69.69999694824219,70.1449966430664,3068118,233.82000732421875,234.1898956298828,232.86000061035156,234.03500366210938,2942707
2026-07-24 17:30:00+01:00,333.69500732421875,334.2200012207031,332.1505126953125,332.3999938964844,3846747,603.0599975585938,604.9099731445312,600.0700073242188,602.989990234375,1033769,319.114990234375,320.2799987792969,318.19500732421875,320.0199890136719,1668744,70.1500015258789,70.2300033569336,70.0,70.22000122070312,2384045,234.02999877929688,234.30999755859375,232.88999938964844,233.55499267578125,2680443
2026-07-24 18:30:00+01:00,332.3949890136719,333.19000244140625,332.1400146484375,332.2650146484375,2780581,603.0,603.780029296875,599.1300048828125,601.47998046875,898570,320.010009765625,320.6600036621094,318.8999938964844,319.6700134277344,1498056,70.21499633789062,70.37000274658203,70.0199966430664,70.33049774169922,2842871,233.57000732421875,233.8699951171875,232.16000366210938,232.16000366210938,3212511
2026-07-24 19:30:00+01:00,332.2650146484375,333.2300109863281,332.05999755859375,332.489990234375,6248052,601.52001953125,601.8189697265625,599.0599975585938,600.0549926757812,1091685,319.67999267578125,319.8550109863281,318.5722961425781,319.0069885253906,1913048,70.33999633789062,70.68000030517578,70.2300033569336,70.25,4697939,232.16009521484375,232.3300018310547,231.36000061035156,231.49459838867188,3900801
2026-07-24 20:30:00+01:00,332.4800109863281,333.45001220703125,331.8500061035156,333.07000732421875,4719723,600.0549926757812,601.1799926757812,594.5999755859375,595.2000122070312,1792240,319.0,320.0799865722656,318.739990234375,319.0899963378906,2492104,70.25,70.375,70.05999755859375,70.09500122070312,5300395,231.4499969482422,232.5,231.4499969482422,232.07000732421875,4092356
