Ticker,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN
2026-08-18 15:30:00+01:00,547.885009765625,553.5582275390625,545.469970703125,552.219970703125,3736094,341.8999938964844,342.0799865722656,340.44000244140625,340.73760986328125,1410816,78.13500213623047,79.09719848632812,78.05000305175781,78.75,5050815,309.6400146484375,311.489990234375,309.6000061035156,310.42999267578125,17838632,261.1400146484375,262.17999267578125,260.2799987792969,260.42999267578125,4300309
2026-08-18 16:30:00+01:00,552.219970703125,555.7999877929688,551.3699951171875,551.8300170898438,2122193,340.6499938964844,341.75,340.05999755859375,341.4549865722656,997459,78.75499725341797,78.93000030517578,78.51000213623047,78.83000183105469,2919254,310.42999267578125,310.6400146484375,309.0119934082031,310.614990234375,3765824,260.45989990234375,261.4800109863281,259.69000244140625,261.04998779296875,2574986
2026-08-18 17:30:00+01:00,551.6799926757812,552.280029296875,548.2501220703125,548.9199829101562,2174188,341.4549865722656,341.55499267578125,340.4599914550781,340.75,827704,78.83499908447266,78.93000030517578,78.56999969482422,78.61499786376953,2787921,310.6199951171875,310.94000244140625,310.20001220703125,310.3999938964844,3345582,261.0299987792969,262.1400146484375,260.8699951171875,260.8900146484375,2697383
2026-08-18 18:30:00+01:00,548.9577026367188,549.3599853515625,546.4299926757812,547.239990234375,2201289,340.739990234375,342.389892578125,340.56500244140625,342.3500061035156,1303195,78.61499786376953,78.75,78.38999938964844,78.70999908447266,2286231,310.3999938964844,310.64990234375,309.75,310.627685546875,3979233,260.8699951171875,260.8699951171875,260.04998779296875,260.5580139160156,2417634
2026-08-18 19:30:00+01:00,547.22998046875,547.4000244140625,543.9099731445312,545.22998046875,2475290,342.364990234375,342.3900146484375,340.2200012207031,341.7799987792969,1267438,78.70500183105469,78.73500061035156,78.3499984741211,78.44000244140625,2984379,310.6099853515625,311.239990234375,309.3699951171875,309.7099914550781,3801923,260.55499267578125,260.6499938964844,259.8599853515625,260.0199890136719,2298425
2026-08-18 20:30:00+01:00,545.280029296875,546.260009765625,543.2100219726562,543.7279052734375,2843823,341.80999755859375,342.3599853515625,341.2099914550781,341.3699951171875,2478155,78.47000122070312,78.49500274658203,77.75,77.79000091552734,4853864,309.69500732421875,311.0690002441406,309.6014099121094,310.20001220703125,5897762,260.0299987792969,260.3299865722656,259.1099853515625,259.4800109863281,4341416
2026-08-19 14:30:00+01:00,541.3400268554688,548.010009765625,537.280029296875,547.419921875,5060525,339.79998779296875,341.8399963378906,338.04998779296875,340.1099853515625,2971314,78.22000122070312,80.59310150146484,78.0999984741211,80.22000122070312,8329455,310.1300048828125,317.80999755859375,309.6000061035156,316.010009765625,12465334,260.8450012207031,262.6799011230469,258.5799865722656,261.17498779296875,7142748
2026-08-19 15:30:00+01:00,547.4171752929688,550.5900268554688,546.75,550.3599853515625,2197874,340.07000732421875,343.19000244140625,339.8500061035156,342.07000732421875,1920573,80.26000213623047,81.16000366210938,80.19000244140625,80.62000274658203,5287404,316.375,319.2799072265625,315.7550048828125,318.17999267578125,5409655,261.19000244140625,264.9700012207031,261.17999267578125,263.9800109863281,6276483
2026-08-19 16:30:00+01:00,550.3599853515625,554.0599975585938,550.1400146484375,552.3101196289062,1785051,342.05999755859375,343.55999755859375,341.6600036621094,342.5799865722656,1222401,80.625,80.69499969482422,80.36499786376953,80.5531997680664,2196766,318.18499755859375,318.2300109863281,315.96600341796875,316.55999755859375,3124257,263.989990234375,265.1499938964844,263.7799987792969,264.5450134277344,2598636
2026-08-19 17:30:00+01:00,552.2600708007812,553.6799926757812,551.030029296875,553.280029296875,1069578,342.5400085449219,342.8699951171875,340.70001220703125,341.010009765625,848039,80.55000305175781,80.58999633789062,80.12999725341797,80.53500366210938,1903352,316.54998779296875,316.54998779296875,314.489990234375,315.05999755859375,3532239,264.5400085449219,264.95001220703125,263.8100891113281,264.7200012207031,2396904
2026-08-19 18:30:00+01:00,553.2349853515625,553.4400024414062,549.6699829101562,550.2050170898438,1004678,341.0299987792969,341.3500061035156,340.4104919433594,340.7300109863281,767832,80.55000305175781,80.72000122070312,80.41010284423828,80.63500213623047,1959879,315.05999755859375,315.8190002441406,314.7749938964844,314.8399963378906,2825989,264.7200012207031,264.9800109863281,263.8800048828125,264.4200134277344,2189679
2026-08-19 19:30:00+01:00,550.2899780273438,551.8499755859375,548.16748046875,548.6950073242188,1212651,340.7699890136719,341.6700134277344,340.17999267578125,340.94000244140625,977455,80.63999938964844,80.68499755859375,80.33000183105469,80.42769622802734,2682745,314.8599853515625,316.7300109863281,314.2900085449219,316.67840576171875,5086965,264.4399108886719,265.5199890136719,263.860107421875,265.5,2518820
2026-08-19 20:30:00+01:00,548.5999755859375,548.7899780273438,545.3300170898438,545.97998046875,2778864,340.9100036621094,341.9800109863281,340.9100036621094,341.7699890136719,1521350,80.41999816894531,80.58999633789062,80.11000061035156,80.2300033569336,3809893,316.6600036621094,316.8800048828125,315.20001220703125,316.8800048828125,5339532,265.489990234375,266.3999938964844,265.0,265.8900146484375,5225420
2026-08-20 14:30:00+01:00,546.9500122070312,549.9879760742188,543.0599975585938,544.4400024414062,2824039,339.69000244140625,340.79998779296875,338.1000061035156,338.6199951171875,2573016,80.17440032958984,81.08000183105469,80.0199966430664,80.27999877929688,5704591,317.4549865722656,320.2799987792969,316.2200012207031,316.4700012207031,7715714,262.9049987792969,263.8399963378906,260.3999938964844,261.57501220703125,6646303
2026-08-20 15:30:00+01:00,544.344970703125,547.1500244140625,541.8300170898438,543.8300170898438,1689854,338.5799865722656,339.8299865722656,336.4200134277344,336.95001220703125,1951535,80.27010345458984,80.30999755859375,79.58499908447266,80.13999938964844,3514894,316.42999267578125,317.7799987792969,316.0,317.2200012207031,2996499,261.55010986328125,262.465087890625,259.9200134277344,260.82501220703125,3171651
2026-08-20 16:30:00+01:00,543.8709716796875,544.0,541.6199951171875,543.0900268554688,1129945,336.95001220703125,338.3900146484375,336.1700134277344,338.32000732421875,1449331,80.13999938964844,80.33000183105469,80.02999877929688,80.33000183105469,1669680,317.2298889160156,317.25,315.9599914550781,316.4649963378906,2014832,260.80999755859375,262.2799987792969,260.6700134277344,262.2300109863281,2154061
2026-08-20 17:30:00+01:00,543.1950073242188,545.7999267578125,541.3400268554688,542.1300048828125,1187073,338.29998779296875,339.54901123046875,338.2200012207031,338.5299987792969,814321,80.30999755859375,80.69999694824219,80.30000305175781,80.54139709472656,3175188,316.4649963378906,317.6300048828125,316.2900085449219,316.6700134277344,2026222,262.2200012207031,263.4541931152344,261.3500061035156,261.42010498046875,2061268
2026-08-20 18:30:00+01:00,542.5537719726562,543.3200073242188,539.3099975585938,540.9149780273438,1315768,338.57501220703125,338.7049865722656,336.9200134277344,337.1600036621094,778665,80.55999755859375,80.7249984741211,80.37999725341797,80.71700286865234,1937391,316.6600036621094,316.8599853515625,314.82000732421875,314.8399963378906,2545448,261.43499755859375,261.7200012207031,259.9200134277344,260.94500732421875,2071595
2026-08-20 19:30:00+01:00,540.8900146484375,542.7899780273438,540.2200927734375,542.6868286132812,1044696,337.17010498046875,338.6000061035156,337.1600036621094,338.375,1114227,80.71499633789062,80.75,80.37000274658203,80.42500305175781,2244036,314.8100891113281,315.70001220703125,313.29998779296875,313.3699951171875,3156936,260.9491882324219,261.3800048828125,260.7701110839844,261.3099060058594,2005525
2026-08-20 20:30:00+01:00,542.7000122070312,548.010009765625,542.5999755859375,545.885009765625,1895963,338.3800048828125,338.9700012207031,337.4599914550781,338.2300109863281,1983255,80.43000030517578,80.69000244140625,80.0250015258789,80.16999816894531,3600542,313.3900146484375,313.6499938964844,310.6499938964844,311.3399963378906,5485508,261.3299865722656,261.54998779296875,259.5199890136719,260.19000244140625,4237461
2026-08-21 14:30:00+01:00,546.885009765625,552.6900024414062,543.22998046875,549.2999877929688,3972405,340.2799987792969,340.3804016113281,337.82000732421875,339.82000732421875,3926242,80.2699966430664,80.33999633789062,79.16999816894531,79.64949798583984,6655268,312.04998779296875,312.3800048828125,307.010009765625,307.7950134277344,13705396,260.75,261.0799865722656,257.0350036621094,259.69000244140625,12030738
2026-08-21 15:30:00+01:00,549.2999877929688,553.873291015625,548.8099975585938,549.6749877929688,1369069,339.80999755859375,342.239990234375,339.7099914550781,341.5299987792969,1493869,79.63999938964844,80.48999786376953,79.62210083007812,80.15589904785156,2527165,307.82000732421875,310.6400146484375,307.6000061035156,310.6000061035156,6775783,259.6549987792969,260.54998779296875,258.6567077636719,258.8500061035156,3918651
2026-08-21 16:30:00+01:00,549.635009765625,551.0399780273438,547.9299926757812,550.6749877929688,1236843,341.54998779296875,342.5899963378906,340.8399963378906,341.3399963378906,876095,80.15499877929688,80.45999908447266,80.0906982421875,80.25,2173943,310.614990234375,311.92999267578125,310.3999938964844,311.20318603515625,4259150,258.8500061035156,260.8348083496094,258.25,258.8999938964844,3613425
2026-08-21 17:30:00+01:00,550.7850952148438,553.4600219726562,550.3889770507812,552.2050170898438,918053,341.3299865722656,343.2799987792969,341.31500244140625,342.2200012207031,1285348,80.25,80.44000244140625,80.13999938964844,80.15049743652344,1553352,311.20001220703125,311.6400146484375,310.2699890136719,311.05999755859375,2476819,258.9100036621094,259.55999755859375,258.5,259.2200012207031,2599080
2026-08-21 18:30:00+01:00,552.0999755859375,552.219970703125,548.969970703125,549.1199951171875,1003050,342.20001220703125,342.44000244140625,341.5299987792969,341.6099853515625,639261,80.1500015258789,80.16000366210938,79.62999725341797,79.7750015258789,1487988,311.0199890136719,311.1600036621094,308.4005126953125,308.4700012207031,3310276,259.19000244140625,259.2799987792969,258.0199890136719,258.2300109863281,2370027
2026-08-21 19:30:00+01:00,549.0200805664062,551.6500244140625,548.9500122070312,550.6300048828125,2040677,341.6300048828125,342.75,341.45001220703125,342.5350036621094,917521,79.77010345458984,79.77999877929688,79.51499938964844,79.54000091552734,1742815,308.4750061035156,309.8500061035156,308.1600036621094,309.739990234375,3035461,258.2200012207031,259.5199890136719,258.0889892578125,259.4700012207031,2012730
2026-08-21 20:30:00+01:00,550.5650024414062,551.1599731445312,549.4354858398438,549.9099731445312,1151893,342.57000732421875,343.25,341.0,341.8299865722656,1892399,79.54000091552734,79.71990203857422,79.43000030517578,79.62000274658203,2552099,309.75,310.1789855957031,309.1600036621094,309.4200134277344,3550095,259.489990234375,259.94500732421875,258.2699890136719,258.6499938964844,3661738
