Ticker,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-15 15:30:00+01:00,590.4400024414062,597.5999755859375,590.1276245117188,596.75,1818274,246.13499450683594,246.57000732421875,245.625,246.08999633789062,3881860,295.7099914550781,296.8999938964844,295.3999938964844,296.5299987792969,4048336,367.0,370.29998779296875,366.6000061035156,370.0799865722656,1825292,80.68499755859375,81.5199966430664,80.63999938964844,81.36000061035156,3902554
2026-06-15 16:30:00+01:00,596.8400268554688,601.27001953125,596.1699829101562,598.89501953125,1857820,246.11500549316406,247.00999450683594,245.6199951171875,246.7100067138672,3617042,296.5400085449219,297.7799987792969,296.2200012207031,297.239990234375,3767794,370.06500244140625,370.6499938964844,368.8699951171875,369.04998779296875,1492537,81.3550033569336,81.62999725341797,81.09010314941406,81.41000366210938,3170839
2026-06-15 17:30:00+01:00,598.9299926757812,598.989990234375,594.7100219726562,594.7100219726562,1465117,246.72000122070312,246.97000122070312,245.8000030517578,246.77499389648438,2484189,297.2300109863281,297.364990234375,296.25,296.6600036621094,2821133,369.1000061035156,370.0350036621094,368.760009765625,369.69989013671875,947861,81.40249633789062,81.63999938964844,81.1802978515625,81.29000091552734,2540745
2026-06-15 18:30:00+01:00,594.8800048828125,596.719970703125,594.1799926757812,595.5349731445312,961432,246.77999877929688,247.0,245.91000366210938,246.15499877929688,2179349,296.6600036621094,297.0,294.9599914550781,295.07000732421875,3434466,369.6400146484375,370.11981201171875,368.7699890136719,369.4200134277344,955385,81.27999877929688,81.58000183105469,81.12200164794922,81.55000305175781,2601298
2026-06-15 19:30:00+01:00,595.5349731445312,595.5349731445312,591.1199951171875,591.25,1335653,246.1699981689453,246.89999389648438,245.64999389648438,245.84500122070312,2953764,295.07501220703125,296.6099853515625,295.010009765625,296.5,3208031,369.4800109863281,369.7300109863281,367.3800048828125,367.67999267578125,1455054,81.55000305175781,81.56500244140625,81.24009704589844,81.43000030517578,2751249
2026-06-15 20:30:00+01:00,591.260009765625,593.9199829101562,590.7000122070312,593.489990234375,1810210,245.8300018310547,246.49989318847656,245.4600067138672,246.10000610351562,4030015,296.4949951171875,296.6700134277344,295.6099853515625,296.4200134277344,18202384,367.69000244140625,367.7200012207031,365.6050109863281,367.1199951171875,1702501,81.43499755859375,81.70500183105469,81.40049743652344,81.66999816894531,3347848
2026-06-16 14:30:00+01:00,593.489990234375,605.780029296875,593.3900146484375,593.5401000976562,3171042,248.0,248.42999267578125,245.4510955810547,246.80999755859375,7720323,295.2449951171875,298.0,293.9700012207031,297.5350036621094,6748020,367.375,370.05499267578125,365.32000732421875,368.42999267578125,2360795,81.875,81.93000030517578,78.68180084228516,78.88500213623047,12807302
2026-06-16 15:30:00+01:00,593.5399780273438,598.6599731445312,592.0,596.885009765625,1522329,246.8300018310547,249.50999450683594,246.22999572753906,248.7281951904297,4535217,297.5350036621094,298.45001220703125,296.95001220703125,298.20001220703125,4597668,368.4200134277344,373.6000061035156,368.2900085449219,373.05999755859375,2242359,78.88500213623047,79.19000244140625,78.43000030517578,79.11499786376953,9135610
2026-06-16 16:30:00+01:00,596.8300170898438,597.119873046875,594.3900146484375,596.3300170898438,852860,248.74000549316406,248.8699951171875,247.08999633789062,247.13999938964844,3181239,298.2200012207031,299.2749938964844,297.5,298.94000244140625,3946079,373.19000244140625,373.4150085449219,369.6199951171875,370.2099914550781,1915503,79.12000274658203,79.58000183105469,78.55000305175781,78.78500366210938,6448329
2026-06-16 17:30:00+01:00,596.280029296875,597.7100219726562,595.7000122070312,596.1699829101562,609938,247.1199951171875,247.35000610351562,245.69000244140625,245.8300018310547,2889814,298.94000244140625,300.4800109863281,298.8041076660156,300.2749938964844,3798624,370.19000244140625,370.30999755859375,367.6600036621094,368.4150085449219,1167754,78.77999877929688,79.08999633789062,78.2300033569336,78.2699966430664,5485941
2026-06-16 18:30:00+01:00,596.3049926757812,598.72998046875,595.080078125,598.219970703125,578839,245.83999633789062,246.47999572753906,245.50999450683594,246.2100067138672,2691611,300.260009765625,300.4599914550781,298.5679931640625,298.7250061035156,2578695,368.3949890136719,370.4880065917969,368.3399963378906,370.20001220703125,1062324,78.27010345458984,78.37999725341797,77.70999908447266,78.26629638671875,6882182
2026-06-16 19:30:00+01:00,598.1400146484375,600.3599853515625,598.1400146484375,598.8001098632812,1041420,246.22000122070312,246.72999572753906,245.8350067138672,246.10000610351562,3282229,298.7200927734375,299.63031005859375,298.2200012207031,298.3399963378906,3427537,370.20001220703125,371.7900085449219,370.010009765625,370.30499267578125,2354682,78.26499938964844,78.67549896240234,78.12999725341797,78.50499725341797,6687900
2026-06-16 20:30:00+01:00,598.8499755859375,601.239990234375,596.9299926757812,600.2999877929688,1527595,246.1199951171875,246.3300018310547,245.66929626464844,246.07000732421875,3766387,298.3299865722656,299.489990234375,298.2300109863281,299.25,4462522,370.29998779296875,371.81988525390625,369.6600036621094,371.20001220703125,1674299,78.5,78.91999816894531,78.5,78.73999786376953,7239521
2026-06-17 14:30:00+01:00,592.0020141601562,593.8099975585938,583.8900146484375,585.0499877929688,4053039,245.00999450683594,245.91000366210938,241.5500030517578,242.0399932861328,7268057,300.8450012207031,302.07000732421875,299.22198486328125,300.45001220703125,6436096,367.010009765625,370.1000061035156,363.0,365.0299987792969,2643583,78.0999984741211,78.44000244140625,77.56999969482422,77.7699966430664,10469601
2026-06-17 15:30:00+01:00,585.0499877929688,585.6500244140625,579.5999755859375,580.5499877929688,2062520,242.0,242.139892578125,240.1999969482422,240.33799743652344,5638872,300.45001220703125,300.53948974609375,297.0899963378906,297.42999267578125,4056794,365.010009765625,365.1700134277344,360.7799987792969,362.18499755859375,1836853,77.7750015258789,78.44499969482422,77.7699966430664,78.01000213623047,4769254
2026-06-17 16:30:00+01:00,580.5499877929688,581.4500122070312,579.739990234375,580.2999877929688,1376636,240.31500244140625,240.89999389648438,239.63999938964844,240.63999938964844,3732259,297.42999267578125,299.1600036621094,296.6400146484375,298.614990234375,3750244,362.18499755859375,363.9800109863281,361.8599853515625,363.6400146484375,889288,78.01499938964844,78.125,77.71499633789062,77.88500213623047,3755312
2026-06-17 17:30:00+01:00,580.2999877929688,580.6300048828125,576.7999877929688,579.4450073242188,1500943,240.66949462890625,240.7198944091797,239.17999267578125,239.99000549316406,3929783,298.6297912597656,298.7449951171875,296.57000732421875,296.80999755859375,2613201,363.6499938964844,363.7799987792969,361.80999755859375,363.1300048828125,969364,77.88009643554688,77.88500213623047,77.54000091552734,77.73999786376953,3691210
2026-06-17 18:30:00+01:00,579.4600219726562,580.7999877929688,574.6199951171875,575.8450927734375,1814617,239.97999572753906,240.66900634765625,238.39999389648438,239.30499267578125,4149319,296.79998779296875,297.6000061035156,295.3299865722656,295.8349914550781,3339881,363.1099853515625,364.7699890136719,362.2300109863281,363.69500732421875,1786545,77.73500061035156,77.75,77.31999969482422,77.6050033569336,5792349
2026-06-17 19:30:00+01:00,575.9099731445312,576.0,569.5700073242188,569.8300170898438,2508143,239.2899932861328,239.89999389648438,237.42999267578125,237.44500732421875,5671829,295.82000732421875,296.4200134277344,294.3800048828125,295.18499755859375,4315796,363.7799987792969,364.79998779296875,360.44000244140625,360.6099853515625,1699032,77.59500122070312,77.6500015258789,76.81999969482422,76.93499755859375,7378508
2026-06-17 20:30:00+01:00,569.8300170898438,570.8400268554688,566.1900024414062,567.4849853515625,3085294,237.4600067138672,237.75,236.63499450683594,237.44000244140625,5035494,295.1600036621094,296.2200012207031,294.5899963378906,295.8800048828125,4437435,360.6400146484375,363.04998779296875,360.239990234375,362.0799865722656,2073368,76.93000030517578,77.07499694824219,76.76000213623047,76.94999694824219,6426920
2026-06-18 14:30:00+01:00,572.9550170898438,576.5999755859375,563.0999755859375,569.9000854492188,6354288,240.22000122070312,240.8800048828125,236.02000427246094,239.39500427246094,16979785,298.44000244140625,300.45989990234375,295.6199951171875,299.6099853515625,26189695,363.8900146484375,365.95001220703125,356.6081848144531,359.909912109375,6849663,77.05000305175781,77.62999725341797,76.12000274658203,77.11000061035156,13012389
2026-06-18 15:30:00+01:00,569.9600219726562,573.419189453125,568.9000244140625,572.989990234375,2226370,239.39500427246094,242.99000549316406,238.9600067138672,242.34500122070312,9574618,299.614990234375,300.57000732421875,296.9599914550781,297.1099853515625,8140647,359.8599853515625,362.64990234375,359.6600036621094,362.17999267578125,1566989,77.12000274658203,77.41000366210938,76.91999816894531,76.94999694824219,3856511
2026-06-18 16:30:00+01:00,573.0700073242188,578.6900024414062,572.6099853515625,576.030029296875,1726820,242.35000610351562,244.32000732421875,241.53500366210938,243.4499053955078,5361260,297.1000061035156,297.7300109863281,295.95001220703125,297.489990234375,4986655,362.2200012207031,365.5899963378906,361.95001220703125,364.69000244140625,1978046,76.94499969482422,77.51000213623047,76.8949966430664,77.23880004882812,4545282
2026-06-18 17:30:00+01:00,576.0999755859375,578.6400146484375,575.6699829101562,577.9000244140625,967526,243.4499053955078,245.35000610351562,243.16000366210938,245.28500366210938,5036268,297.4849853515625,298.3598937988281,296.8399963378906,297.82000732421875,3319629,364.70001220703125,366.30999755859375,364.07000732421875,366.2799987792969,1032053,77.23999786376953,77.62000274658203,77.0999984741211,77.58000183105469,3783239
2026-06-18 18:30:00+01:00,577.9400024414062,578.8800048828125,573.3200073242188,573.530029296875,1199186,245.28829956054688,245.72999572753906,242.8300018310547,242.94000244140625,4019614,297.82501220703125,297.9849853515625,297.010009765625,297.1099853515625,2384713,366.29998779296875,366.94000244140625,365.8500061035156,366.1099853515625,1026618,77.58499908447266,77.73619842529297,77.19000244140625,77.25,3679527
2026-06-18 19:30:00+01:00,573.4299926757812,576.5795288085938,573.0200805664062,574.6849975585938,1379385,242.9600067138672,243.3199005126953,242.44000244140625,243.07000732421875,3746723,297.1400146484375,298.07000732421875,297.04010009765625,297.3800048828125,2773331,366.1199951171875,367.05999755859375,364.6499938964844,365.9800109863281,1173960,77.24500274658203,77.375,76.92500305175781,77.01499938964844,4255286
2026-06-18 20:30:00+01:00,574.7169799804688,580.2150268554688,573.3499755859375,577.219970703125,12763390,243.0800018310547,244.7100067138672,242.6717987060547,244.3524932861328,5976442,297.3599853515625,299.2394104003906,297.05999755859375,297.8900146484375,5250521,365.989990234375,368.6400146484375,365.6700134277344,367.17999267578125,4096978,77.0199966430664,78.23500061035156,76.9800033569336,77.33000183105469,11797911
