Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-26 14:30:00+00:00,231.42999267578125,232.818603515625,231.17999267578125,232.14990234375,2808135,666.25,668.8399047851562,664.8099975585938,665.1400146484375,834578,316.5,316.5599060058594,313.7300109863281,314.62078857421875,1485859,274.385009765625,275.3699951171875,274.05999755859375,274.8247985839844,2899986,93.4749984741211,94.43000030517578,93.2699966430664,94.30500030517578,3827524
2025-12-26 15:30:00+00:00,232.14999389648438,232.6699981689453,231.99000549316406,232.53500366210938,1133230,665.1199951171875,665.9099731445312,663.75,664.5150146484375,719925,314.614990234375,315.18499755859375,314.1000061035156,315.0799865722656,652137,274.81500244140625,274.9800109863281,274.3699951171875,274.8800048828125,1434883,94.30999755859375,94.68499755859375,94.12999725341797,94.2300033569336,2497383
2025-12-26 16:30:00+00:00,232.5449981689453,232.99000549316406,232.22000122070312,232.95840454101562,923707,664.5499877929688,664.7098999023438,662.6500244140625,663.61962890625,475765,315.0899963378906,315.30999755859375,314.7799987792969,314.9599914550781,391917,274.8800048828125,274.93499755859375,274.4100036621094,274.6400146484375,1079100,94.2249984741211,94.40989685058594,94.0199966430664,94.02999877929688,1393814
2025-12-26 17:30:00+00:00,232.93499755859375,232.9499969482422,232.3800048828125,232.46580505371094,1021968,663.655029296875,663.7698974609375,661.7000122070312,662.1400146484375,494468,314.965087890625,315.19000244140625,314.590087890625,315.0899963378906,320264,274.6300048828125,274.6499938964844,274.2250061035156,274.5199890136719,903247,94.02999877929688,94.41999816894531,94.0199966430664,94.16999816894531,1379850
2025-12-26 18:30:00+00:00,232.46499633789062,232.8280029296875,232.38999938964844,232.74000549316406,796947,662.1300048828125,663.1500244140625,661.3800048828125,662.6514892578125,450997,315.04998779296875,315.42999267578125,314.8700866699219,314.92999267578125,386744,274.5249938964844,274.9849853515625,274.3800048828125,274.7601013183594,1447341,94.16500091552734,94.38999938964844,94.04000091552734,94.25499725341797,1437112
2025-12-26 19:30:00+00:00,232.74000549316406,232.91769409179688,232.70159912109375,232.7949981689453,855546,662.655029296875,663.8499755859375,662.1400146484375,662.1444702148438,442019,314.8800048828125,315.2900085449219,314.7349853515625,315.0199890136719,378808,274.7650146484375,274.8299865722656,273.8700866699219,273.9800109863281,1463547,94.26000213623047,94.58000183105469,94.20999908447266,94.26000213623047,1365211
2025-12-26 20:30:00+00:00,232.8000030517578,232.88499450683594,232.42999267578125,232.5,1506664,662.1699829101562,663.989990234375,662.1199951171875,663.2100219726562,603502,314.9840087890625,315.17999267578125,314.7113037109375,314.9599914550781,608242,273.9800109863281,273.989990234375,272.8699951171875,273.25,2563251,94.2699966430664,94.55000305175781,94.1500015258789,94.45999908447266,1780153
2025-12-29 14:30:00+00:00,231.94000244140625,232.60000610351562,230.77000427246094,232.25,3378921,658.010009765625,660.25,655.5,658.4450073242188,1610881,312.81500244140625,314.1700134277344,311.8999938964844,313.8500061035156,2845493,272.69000244140625,274.3599853515625,272.3900146484375,273.9543151855469,3705071,93.98500061035156,94.97000122070312,93.76000213623047,94.01499938964844,3972825
