Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-13 14:30:00+00:00,198.99000549316406,199.52999877929688,197.27499389648438,198.75100708007812,10601421,76.13999938964844,76.69999694824219,75.52999877929688,76.42900085449219,7686042,308.1199951171875,308.8900146484375,303.8999938964844,307.5,4399603,262.010009765625,262.2300109863281,258.79998779296875,260.5950012207031,9803254,644.72998046875,649.409912109375,634.5700073242188,648.77001953125,2499277
2026-02-13 15:30:00+00:00,198.75,199.92999267578125,197.2899932861328,199.8800048828125,8676438,76.41999816894531,76.75,75.7699966430664,76.4000015258789,3556210,307.5350036621094,308.0350036621094,304.8901062011719,306.0,1835926,260.5799865722656,261.489990234375,258.3699951171875,259.2875061035156,3397399,648.7100219726562,650.4755249023438,642.0599975585938,648.3400268554688,881156
2026-02-13 16:30:00+00:00,199.83999633789062,201.16000366210938,199.58999633789062,200.82510375976562,4767971,76.4000015258789,76.97000122070312,76.31999969482422,76.86000061035156,2473685,305.989990234375,307.54998779296875,305.5799865722656,307.2300109863281,1236144,259.2984924316406,260.2099914550781,258.6000061035156,259.5899963378906,2315506,648.6599731445312,651.3400268554688,647.4500122070312,650.7150268554688,588671
2026-02-13 17:30:00+00:00,200.85040283203125,201.1425018310547,199.5800018310547,200.08999633789062,3612484,76.86499786376953,77.18000030517578,76.73999786376953,76.80580139160156,2353842,307.260009765625,308.2099914550781,306.3500061035156,307.9599914550781,1018826,259.5899963378906,260.2699890136719,258.7699890136719,258.9100036621094,2742312,650.719970703125,651.4298706054688,647.75,649.412109375,448236
2026-02-13 18:30:00+00:00,200.10000610351562,200.2899932861328,199.44000244140625,199.58999633789062,2807696,76.80500030517578,77.04000091552734,76.63999938964844,76.91500091552734,1867218,308.010009765625,308.20001220703125,307.1600036621094,307.9100036621094,880560,258.94000244140625,259.30999755859375,258.2799987792969,258.4599914550781,2401615,649.2000122070312,650.4400024414062,645.7999877929688,646.135009765625,433084
2026-02-13 19:30:00+00:00,199.61000061035156,199.97000122070312,198.1300048828125,198.32000732421875,4133886,76.91999816894531,77.08999633789062,76.37999725341797,76.41500091552734,1986271,307.8699951171875,308.1300048828125,304.9100036621094,304.9800109863281,1008526,258.4800109863281,258.7300109863281,255.8173065185547,255.91000366210938,3979292,646.1400146484375,647.2000122070312,640.4500122070312,641.2550048828125,782538
2026-02-13 20:30:00+00:00,198.3000030517578,199.07000732421875,197.8800048828125,198.77000427246094,4384504,76.41500091552734,76.9000015258789,76.31999969482422,76.86000061035156,3340822,304.9700012207031,306.5199890136719,304.9200134277344,306.0199890136719,6289520,255.91000366210938,256.6600036621094,255.4499969482422,255.82000732421875,6720926,641.2550048828125,641.989990234375,638.8200073242188,639.760009765625,1028458
2026-02-17 14:30:00+00:00,198.125,200.3800048828125,196.0,198.9550018310547,14830016,76.70999908447266,77.87000274658203,75.30000305175781,75.84500122070312,8804015,300.6499938964844,304.82000732421875,297.6700134277344,298.2799987792969,5108063,258.04998779296875,261.3900146484375,255.55299377441406,259.6400146484375,8096132,639.5900268554688,642.2100219726562,630.010009765625,631.010009765625,2276110
