Ticker,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-09 14:30:00+00:00,663.2550048828125,670.8200073242188,658.780029296875,661.1400146484375,2011584,209.0,209.01499938964844,203.35000610351562,207.14999389648438,19373178,82.20500183105469,82.20500183105469,79.87000274658203,80.48999786376953,8560527,277.9049987792969,278.0400085449219,273.04998779296875,273.08270263671875,6334544,321.239990234375,323.9100036621094,317.70001220703125,322.3800048828125,5492217
2026-02-09 15:30:00+00:00,661.135009765625,672.0900268554688,660.97998046875,671.6900024414062,1219548,207.1300048828125,210.1699981689453,207.02499389648438,209.6300048828125,9000722,80.489501953125,81.0999984741211,80.33499908447266,81.06500244140625,9451586,273.0899963378906,273.75,272.7699890136719,273.398193359375,2792572,322.3999938964844,326.3599853515625,322.1011047363281,325.8299865722656,2613753
2026-02-09 16:30:00+00:00,671.5751953125,683.3098754882812,670.8499755859375,680.4400024414062,2115568,209.6199951171875,212.80999755859375,209.3800048828125,210.31500244140625,9396953,81.06500244140625,81.22000122070312,80.86000061035156,81.00499725341797,0,273.3699951171875,273.79998779296875,271.70001220703125,272.0115051269531,3245579,325.80999755859375,327.739990234375,325.1199951171875,326.1050109863281,2365335
2026-02-09 17:30:00+00:00,680.510986328125,681.3298950195312,678.0,678.9000244140625,725061,210.31500244140625,211.5,209.47999572753906,210.44000244140625,5791855,81.00499725341797,81.19000244140625,80.75,80.88500213623047,2438916,272.0400085449219,272.3399963378906,271.7699890136719,271.9800109863281,1937150,326.1099853515625,326.8799133300781,324.6600036621094,324.95001220703125,1327302
2026-02-09 18:30:00+00:00,678.8300170898438,681.97998046875,678.7100219726562,681.8099975585938,946705,210.4499969482422,210.75999450683594,209.04989624023438,209.19000244140625,4334925,80.88500213623047,81.44999694824219,80.87999725341797,81.3656005859375,2114770,271.9800109863281,273.7099914550781,271.8399963378906,273.6199951171875,2566471,324.94000244140625,325.3500061035156,324.5,325.29998779296875,1506951
2026-02-09 19:30:00+00:00,681.8099975585938,682.9600219726562,679.2401123046875,679.3900146484375,927751,209.19749450683594,209.60879516601562,208.46499633789062,209.03500366210938,5903395,81.36499786376953,81.51000213623047,81.16000366210938,81.32499694824219,3522088,273.6300048828125,274.25,272.9150085449219,274.0400085449219,2368415,325.3500061035156,325.4800109863281,323.4801025390625,323.5199890136719,1088816
2026-02-09 20:30:00+00:00,679.3800048828125,680.4000244140625,676.3099975585938,677.239990234375,1057498,209.03500366210938,209.52999877929688,208.60499572753906,208.66000366210938,4811050,81.31999969482422,81.62000274658203,81.13999938964844,81.4000015258789,2652251,274.0299987792969,275.1199951171875,273.510009765625,274.5400085449219,3837569,323.489990234375,324.6499938964844,323.3500061035156,324.2300109863281,1587840
2026-02-10 14:30:00+00:00,677.3800048828125,680.6500244140625,671.0700073242188,672.3900146484375,1532612,208.7449951171875,212.24000549316406,206.41099548339844,211.80499267578125,13722439,82.66999816894531,84.66000366210938,82.30000305175781,84.23500061035156,13095697,274.885009765625,275.3599853515625,273.2099914550781,274.4200134277344,4751268,320.9599914550781,321.6199951171875,314.6600036621094,319.2300109863281,6422015
