Ticker,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-04 15:30:00+00:00,635.27001953125,638.7999877929688,628.3900756835938,631.97998046875,2766300,268.42999267578125,271.0,267.7099914550781,270.6099853515625,3278354,1098.2099609375,1103.5,1091.699951171875,1092.5550537109375,300006,253.3699951171875,253.56500244140625,251.8800048828125,252.44009399414062,4292114,280.2204895019531,281.8335876464844,279.13739013671875,279.3760986328125,1285824
2025-11-04 16:30:00+00:00,631.9920043945312,633.4500122070312,630.3300170898438,631.5449829101562,1369778,270.6400146484375,271.4859924316406,268.9800109863281,270.010009765625,3846826,1092.3599853515625,1096.719970703125,1091.1099853515625,1095.0699462890625,226854,252.42999267578125,252.53509521484375,250.3300018310547,250.9550018310547,2839567,279.2300109863281,279.54998779296875,277.5924987792969,278.25,1038904
2025-11-04 17:30:00+00:00,631.5250244140625,631.7449951171875,627.5999755859375,629.4317016601562,1455797,270.0050048828125,270.92999267578125,269.8900146484375,270.6383972167969,2072453,1095.010009765625,1095.7740478515625,1090.762451171875,1092.719970703125,172470,250.92999267578125,251.25,249.5,249.8699951171875,2541109,278.239990234375,278.4100036621094,277.2699890136719,277.45001220703125,932536
2025-11-04 18:30:00+00:00,629.4099731445312,632.7899780273438,629.3572998046875,630.2100219726562,1311694,270.6099853515625,270.82000732421875,269.8699951171875,270.5104064941406,2562532,1092.5400390625,1095.31005859375,1088.469970703125,1090.7249755859375,257143,249.85000610351562,250.3300018310547,249.3800048828125,249.75,2476098,277.4682922363281,279.1700134277344,277.3599853515625,278.67999267578125,964787
2025-11-04 19:30:00+00:00,630.2999877929688,630.8671875,627.22998046875,629.52001953125,1701854,270.5299987792969,270.6099853515625,269.28271484375,270.09051513671875,2594188,1090.9100341796875,1091.699951171875,1086.6800537109375,1088.31005859375,290816,249.75999450683594,249.80029296875,248.86000061035156,249.42999267578125,2720927,278.6650085449219,278.7099914550781,277.3399963378906,277.8599853515625,968618
2025-11-04 20:30:00+00:00,629.469970703125,630.3900146484375,626.2800903320312,627.52001953125,2071666,270.1000061035156,270.4049987792969,269.5,270.2099914550781,3522361,1088.31005859375,1093.1600341796875,1087.3800048828125,1093.1500244140625,272686,249.42999267578125,250.0800018310547,248.66000366210938,249.42999267578125,3662367,277.8500061035156,278.32879638671875,276.8689880371094,278.05999755859375,1520028
2025-11-05 14:30:00+00:00,632.260009765625,637.9500122070312,626.5374755859375,637.405029296875,5471038,268.5899963378906,269.58990478515625,266.92999267578125,269.0101013183594,7995553,1084.93994140625,1088.3599853515625,1073.3701171875,1086.5450439453125,638609,248.80499267578125,249.24000549316406,246.16000366210938,248.60000610351562,6485371,279.3800048828125,285.41180419921875,277.8800048828125,283.7087097167969,3637033
2025-11-05 15:30:00+00:00,637.405029296875,639.2244873046875,634.17041015625,637.530029296875,1720907,268.989990234375,270.3800048828125,268.760009765625,270.2900085449219,2169435,1086.3900146484375,1090.199951171875,1084.104248046875,1089.074951171875,223480,248.58999633789062,249.17999267578125,247.71099853515625,249.10000610351562,2756468,283.69500732421875,284.82501220703125,282.6600036621094,283.9800109863281,1199056
2025-11-05 16:30:00+00:00,637.5444946289062,640.9500122070312,636.4500122070312,637.3350219726562,1304419,270.2799987792969,270.4700012207031,269.5,269.9700012207031,1631841,1089.1199951171875,1100.8199462890625,1085.0999755859375,1097.364990234375,402528,249.08999633789062,249.85000610351562,248.67999267578125,249.80999755859375,2535880,284.0,285.30499267578125,283.32501220703125,283.5299987792969,1146936
2025-11-05 17:30:00+00:00,637.260009765625,642.030029296875,637.1599731445312,641.4099731445312,970573,269.9700012207031,270.7900085449219,269.92999267578125,270.1199951171875,1426592,1097.364990234375,1099.6099853515625,1089.6500244140625,1092.6600341796875,215834,249.8000030517578,251.0,249.4949951171875,249.97000122070312,2539301,283.5799865722656,283.9547119140625,283.1099853515625,283.864013671875,816093
2025-11-05 18:30:00+00:00,641.4202270507812,642.22998046875,637.8300170898438,638.02001953125,965574,270.1099853515625,271.70001220703125,269.7699890136719,270.42999267578125,2651761,1092.5,1096.1800537109375,1092.0999755859375,1093.2015380859375,151367,249.9600067138672,250.68499755859375,249.10000610351562,249.12060546875,1955108,283.885009765625,286.67999267578125,283.3294982910156,284.4200134277344,1827084
2025-11-05 19:30:00+00:00,638.0,640.5399780273438,637.8400268554688,639.0850219726562,767836,270.4100036621094,271.5,269.5299987792969,269.6000061035156,2282746,1093.155029296875,1095.4698486328125,1091.3189697265625,1093.9595947265625,165530,249.11000061035156,249.52499389648438,248.41000366210938,248.44000244140625,2222542,284.3900146484375,284.81939697265625,283.4599914550781,284.4100036621094,1022565
2025-11-05 20:30:00+00:00,639.1500244140625,639.780029296875,636.0,636.0,1111441,269.6099853515625,270.3999938964844,268.9949951171875,270.1099853515625,3567904,1093.8299560546875,1099.5,1093.5,1098.4599609375,286006,248.44000244140625,250.85000610351562,248.39089965820312,250.24000549316406,3985436,284.42999267578125,285.3900146484375,284.385009765625,284.7799987792969,1536190
2025-11-06 14:30:00+00:00,635.75,635.8499755859375,622.239990234375,625.0599975585938,4539909,267.8900146484375,272.82000732421875,267.8900146484375,272.82000732421875,6762187,1095.1400146484375,1099.0050048828125,1085.75,1093.06396484375,499328,249.22000122070312,250.3800048828125,246.5800018310547,247.1595001220703,7131629,285.7349853515625,288.80999755859375,284.2699890136719,285.2099914550781,4960015
2025-11-06 15:30:00+00:00,625.2100219726562,625.2100219726562,619.1799926757812,622.1599731445312,2536887,272.8280029296875,273.3999938964844,271.55010986328125,272.1814880371094,5580072,1093.39501953125,1103.2099609375,1092.4300537109375,1100.8299560546875,370479,247.1999969482422,247.2899932861328,242.89999389648438,243.66000366210938,4884480,285.2300109863281,285.3399963378906,281.6199951171875,284.1907043457031,1908302
2025-11-06 16:30:00+00:00,622.2564086914062,624.6298828125,618.7999877929688,624.3900146484375,1585014,272.17999267578125,272.2200012207031,270.3900146484375,271.42498779296875,3198033,1100.8399658203125,1103.699951171875,1097.1500244140625,1102.1800537109375,266958,243.64999389648438,244.0749969482422,242.1699981689453,243.94000244140625,3243623,284.2596130371094,285.5342102050781,283.42999267578125,285.4949951171875,1589151
2025-11-06 17:30:00+00:00,624.3400268554688,626.0,622.1099853515625,623.4400024414062,1306807,271.4200134277344,272.56500244140625,270.9200134277344,271.3500061035156,2621839,1102.0799560546875,1103.0699462890625,1091.7349853515625,1094.0999755859375,186616,243.9600067138672,244.74000549316406,243.3800048828125,244.11000061035156,2169963,285.45001220703125,286.92999267578125,284.94000244140625,285.94000244140625,1137746
2025-11-06 18:30:00+00:00,623.4099731445312,625.7899780273438,621.7537231445312,624.7550048828125,1121435,271.3699951171875,272.1600036621094,271.0203857421875,271.9901123046875,1783486,1094.1700439453125,1094.530029296875,1085.1300048828125,1090.2950439453125,290539,244.10000610351562,245.50999450683594,243.8300018310547,245.40989685058594,2267194,285.92999267578125,287.79998779296875,285.6099853515625,287.5696105957031,1058616
2025-11-06 19:30:00+00:00,624.7750854492188,625.7899780273438,621.3001098632812,621.4000244140625,980154,272.0050048828125,272.20001220703125,270.7349853515625,271.2099914550781,2198935,1090.5155029296875,1094.4512939453125,1087.9100341796875,1093.0799560546875,178280,245.40499877929688,245.5399932861328,244.08999633789062,244.1199951171875,2189143,287.53009033203125,287.7200012207031,285.489990234375,285.8349914550781,992507
2025-11-06 20:30:00+00:00,621.3499755859375,621.8599853515625,618.0,619.0999755859375,1587235,271.20001220703125,271.52020263671875,269.5950012207031,269.6600036621094,14262779,1093.280029296875,1098.5899658203125,1092.0001220703125,1097.3900146484375,420333,244.1199951171875,244.52499389648438,242.64999389648438,243.0800018310547,4062106,285.8500061035156,286.3299865722656,284.80999755859375,285.3500061035156,8286741
2025-11-07 14:30:00+00:00,616.4849853515625,617.4000244140625,603.6901245117188,606.5928955078125,7313599,269.7950134277344,272.2900085449219,267.2699890136719,271.5799865722656,7855390,1094.175048828125,1108.219970703125,1087.800048828125,1101.5699462890625,555821,242.89999389648438,243.1699981689453,239.14999389648438,240.9499969482422,8509805,284.17999267578125,284.5,276.3900146484375,278.7900085449219,4694504
2025-11-07 15:30:00+00:00,606.739990234375,607.5,601.2000122070312,604.5499877929688,3038387,271.55999755859375,271.9700012207031,269.4800109863281,269.5299987792969,3991205,1101.5899658203125,1103.8900146484375,1090.380126953125,1092.3900146484375,309383,240.97000122070312,241.2100067138672,239.1999969482422,240.00999450683594,3329016,278.760986328125,279.11248779296875,276.3699951171875,277.1709899902344,2407170
2025-11-07 16:30:00+00:00,604.4400024414062,609.0999755859375,602.5599975585938,608.219970703125,2213507,269.5199890136719,269.8900146484375,268.32000732421875,269.1099853515625,3276263,1092.2149658203125,1097.06005859375,1087.6700439453125,1090.6939697265625,253578,240.0,240.13999938964844,238.49000549316406,239.75999450683594,2366012,277.17498779296875,278.2699890136719,275.739990234375,277.8699951171875,1326205
2025-11-07 17:30:00+00:00,608.1099853515625,613.2000122070312,606.5399780273438,612.8026733398438,1706288,269.114990234375,269.1400146484375,268.0588073730469,268.45001220703125,2041690,1090.8798828125,1095.7598876953125,1087.5,1095.530029296875,236611,239.74000549316406,240.8300018310547,239.3000030517578,240.5500030517578,1973604,277.8500061035156,278.3629150390625,277.07000732421875,278.1033935546875,961157
2025-11-07 18:30:00+00:00,612.844970703125,615.389892578125,611.22998046875,614.9080200195312,1435624,268.45001220703125,268.6600036621094,267.0950012207031,267.25,2217548,1095.550048828125,1097.083740234375,1092.75,1096.1099853515625,144383,240.53500366210938,241.66000366210938,240.2100067138672,241.48989868164062,3858846,278.1000061035156,278.3900146484375,277.0400085449219,277.82000732421875,887889
2025-11-07 19:30:00+00:00,614.97998046875,620.5,614.7000732421875,618.3499755859375,1869908,267.260009765625,268.5,266.7799987792969,267.7598876953125,3921327,1096.0999755859375,1103.2900390625,1095.81005859375,1101.3900146484375,259746,241.49000549316406,243.82000732421875,241.49000549316406,243.3699951171875,3687165,277.8599853515625,280.0899963378906,277.8599853515625,278.9909973144531,1213164
2025-11-07 20:30:00+00:00,618.344970703125,622.1300048828125,617.6300048828125,621.5999755859375,1475525,267.760009765625,268.5799865722656,267.69000244140625,268.4200134277344,3276821,1101.4000244140625,1104.4100341796875,1098.050048828125,1103.3800048828125,278871,243.41000366210938,244.89999389648438,243.3800048828125,244.41000366210938,3082318,278.989990234375,279.82000732421875,278.79998779296875,279.6300048828125,1389312
