Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX
2026-04-21 15:30:00+01:00,252.68499755859375,253.1300048828125,251.02999877929688,252.24989318847656,5442507,674.635009765625,675.4600219726562,670.0,672.344970703125,985532,336.5350036621094,336.5799865722656,334.29010009765625,335.1499938964844,1232927,269.56500244140625,269.8500061035156,267.75,267.92999267578125,5401167,93.55999755859375,93.81999969482422,93.1500015258789,93.22000122070312,8029333
2026-04-21 16:30:00+01:00,252.22999572753906,253.27000427246094,251.77000427246094,251.9949951171875,4541841,672.2849731445312,673.1245727539062,670.1099853515625,670.57861328125,608977,335.1499938964844,335.30999755859375,333.0849914550781,333.19000244140625,1115430,267.9200134277344,268.0199890136719,265.80999755859375,265.8599853515625,5635814,93.21499633789062,93.41000366210938,93.08999633789062,93.20500183105469,5074431
2026-04-21 17:30:00+01:00,251.96670532226562,252.52999877929688,251.0,251.5800018310547,4100944,670.5900268554688,672.22998046875,668.5001220703125,669.1900024414062,741559,333.2200012207031,333.69500732421875,330.79998779296875,331.0851135253906,1286598,265.8599853515625,266.8800048828125,265.3999938964844,266.1600036621094,6382916,93.20659637451172,93.29000091552734,92.68000030517578,92.88500213623047,7260874
2026-04-21 18:30:00+01:00,251.5850067138672,252.99000549316406,251.02099609375,251.11000061035156,2719056,669.2999877929688,674.125,669.2000122070312,670.8699951171875,747767,331.17999267578125,332.5299987792969,330.5,330.75,1495923,266.17999267578125,267.0,266.05999755859375,266.375,3327326,92.88500213623047,93.23999786376953,92.87999725341797,93.05500030517578,3498531
2026-04-21 19:30:00+01:00,251.1199951171875,251.7899932861328,250.35000610351562,251.4199981689453,3922213,670.9099731445312,674.1900024414062,670.47998046875,674.0,745497,330.760009765625,332.4100036621094,330.5199890136719,332.3599853515625,829954,266.3800048828125,268.19000244140625,266.3800048828125,267.9599914550781,5107191,93.05500030517578,93.28500366210938,92.66999816894531,92.80999755859375,5962988
2026-04-21 20:30:00+01:00,251.4199981689453,251.6999969482422,249.10000610351562,249.9499969482422,3880657,674.0,674.5999755859375,667.3300170898438,668.9000244140625,1209625,332.3999938964844,332.5400085449219,329.6300048828125,330.4599914550781,1541951,267.9649963378906,267.9700012207031,265.8699951171875,266.2200012207031,6237992,92.80500030517578,92.81999969482422,92.37000274658203,92.58999633789062,6625414
2026-04-22 14:30:00+01:00,252.44500732421875,253.6699981689453,250.3300018310547,253.19500732421875,7277602,674.3400268554688,676.0,669.75,675.739990234375,2023222,334.885009765625,336.4778137207031,332.9599914550781,335.9599914550781,2818166,267.82000732421875,271.94000244140625,266.8699951171875,271.94000244140625,11027751,93.05999755859375,93.8499984741211,92.77999877929688,93.7300033569336,8156466
2026-04-22 15:30:00+01:00,253.18499755859375,253.36500549316406,252.27000427246094,253.0,4098004,675.8300170898438,676.2999877929688,672.8699951171875,675.0698852539062,864507,335.9599914550781,336.6700134277344,335.05999755859375,335.44000244140625,1237930,271.94000244140625,272.7650146484375,270.9800109863281,272.40008544921875,5075100,93.7300033569336,93.79000091552734,93.02999877929688,93.20999908447266,3786137
2026-04-22 16:30:00+01:00,252.97999572753906,253.19000244140625,251.99000549316406,252.9998016357422,3028785,675.0499877929688,676.0,673.7999877929688,674.0050048828125,634205,335.44000244140625,336.3999938964844,334.8599853515625,334.9200134277344,964092,272.3900146484375,273.5050048828125,272.260009765625,272.69000244140625,4099370,93.20500183105469,93.23999786376953,92.84500122070312,92.91000366210938,3293803
2026-04-22 17:30:00+01:00,252.9949951171875,254.05499267578125,252.5850067138672,253.27000427246094,3367362,673.9400024414062,676.2100219726562,673.47998046875,675.2000122070312,594454,334.9049987792969,335.6449890136719,334.49591064453125,335.07000732421875,917178,272.7049865722656,273.4200134277344,272.3599853515625,273.2099914550781,2955513,92.90499877929688,93.29000091552734,92.86000061035156,93.20500183105469,3048946
2026-04-22 18:30:00+01:00,253.25999450683594,254.61929321289062,253.16000366210938,253.875,3327088,675.2000122070312,677.8699951171875,674.9199829101562,675.7650146484375,875272,335.0950012207031,336.7025146484375,335.0199890136719,336.30999755859375,760467,273.218994140625,273.739990234375,272.6300048828125,272.68499755859375,3034300,93.20999908447266,93.30999755859375,92.9800033569336,93.1050033569336,2253781
2026-04-22 19:30:00+01:00,253.8800048828125,254.7899932861328,253.85000610351562,254.52000427246094,3742194,675.8200073242188,677.1699829101562,674.8699951171875,675.864990234375,727257,336.32000732421875,337.3999938964844,336.135009765625,337.3900146484375,1012041,272.7099914550781,272.82000732421875,272.1004943847656,272.7099914550781,2582682,93.1050033569336,93.38999938964844,93.05999755859375,93.30999755859375,3178629
2026-04-22 20:30:00+01:00,254.52999877929688,255.94000244140625,254.47500610351562,255.33999633789062,4950449,675.864990234375,678.3800048828125,674.4000244140625,674.6699829101562,1334271,337.3699951171875,338.0299987792969,337.0625,337.75,2214631,272.7149963378906,273.260009765625,272.54998779296875,273.19000244140625,4278621,93.31500244140625,93.48500061035156,93.13999938964844,93.20999908447266,3935624
2026-04-23 14:30:00+01:00,255.3000030517578,256.2799987792969,253.8300018310547,255.69000244140625,7583137,663.530029296875,665.8300170898438,658.25,663.8699951171875,2735741,339.70001220703125,339.9700012207031,337.0129089355469,337.82000732421875,3197743,275.0450134277344,275.7699890136719,273.135498046875,273.9049987792969,6409699,94.05999755859375,94.63999938964844,93.29000091552734,93.63500213623047,9761828
2026-04-23 15:30:00+01:00,255.7050018310547,258.7900085449219,255.7050018310547,257.3500061035156,6676721,664.0800170898438,669.5599975585938,662.8499755859375,668.2249755859375,1113897,337.94171142578125,340.1499938964844,337.7699890136719,339.19500732421875,1297220,273.9700012207031,274.3099060058594,273.2699890136719,273.67999267578125,2403732,93.63500213623047,93.7300033569336,93.12000274658203,93.33000183105469,3414326
2026-04-23 16:30:00+01:00,257.3500061035156,258.010009765625,256.5,256.9599914550781,3361112,668.2249755859375,669.010009765625,664.780029296875,665.1699829101562,742866,339.0799865722656,339.3299865722656,337.79998779296875,339.0249938964844,1032284,273.6300048828125,274.4100036621094,273.0304870605469,273.6000061035156,2252095,93.33499908447266,93.36000061035156,92.55000305175781,92.76719665527344,3287401
2026-04-23 17:30:00+01:00,256.9549865722656,257.2200012207031,254.5800018310547,254.74000549316406,3329357,665.1199951171875,666.02001953125,657.989990234375,658.3049926757812,911103,339.0,339.135009765625,336.45001220703125,336.510009765625,1399351,273.614990234375,273.9927062988281,272.090087890625,272.239990234375,4159022,92.7697982788086,92.78800201416016,92.072998046875,92.26499938964844,3545127
2026-04-23 18:30:00+01:00,254.72999572753906,255.4199981689453,253.07000732421875,255.3300018310547,4056744,658.239990234375,669.0,653.0499877929688,658.4099731445312,2040721,336.4700012207031,339.3800048828125,335.05999755859375,339.375,1933902,272.25,273.79998779296875,271.6499938964844,273.6600036621094,3978695,92.26499938964844,93.05970001220703,92.08000183105469,93.02999877929688,3503525
2026-04-23 19:30:00+01:00,255.32000732421875,255.86000061035156,254.83999633789062,255.64999389648438,2427455,658.6500244140625,659.8800048828125,657.0399780273438,659.6699829101562,983126,339.3399963378906,339.6499938964844,337.69000244140625,338.1899108886719,884819,273.6600036621094,274.5450134277344,273.5299987792969,274.1700134277344,2790476,93.03500366210938,93.30000305175781,93.0,93.20500183105469,2922440
2026-04-23 20:30:00+01:00,255.6699981689453,255.9611053466797,254.49000549316406,255.1199951171875,3546517,659.6599731445312,660.6500244140625,657.8300170898438,659.3300170898438,1159696,338.1700134277344,338.6600036621094,337.17999267578125,337.760009765625,1090841,274.1499938964844,274.2598876953125,273.05999755859375,273.44000244140625,2753801,93.20500183105469,93.23999786376953,92.70500183105469,92.83000183105469,5899607
2026-04-24 14:30:00+01:00,259.8800048828125,261.5444030761719,257.68499755859375,260.7449951171875,15481391,660.3200073242188,669.2100219726562,653.840087890625,665.0800170898438,2841703,337.3299865722656,338.0,334.04998779296875,336.6499938964844,3148110,272.760009765625,273.05999755859375,270.1000061035156,272.07000732421875,6679041,92.57499694824219,93.2750015258789,91.91000366210938,92.40859985351562,7807918
2026-04-24 15:30:00+01:00,260.739990234375,261.82000732421875,259.385009765625,261.4100036621094,5498676,665.1599731445312,672.75,664.0,672.4500122070312,1301547,336.68499755859375,339.19000244140625,335.2799987792969,338.7340087890625,1898452,272.1000061035156,272.5899963378906,270.5700988769531,270.67999267578125,2757059,92.40499877929688,92.48999786376953,91.80000305175781,92.04499816894531,4685729
2026-04-24 16:30:00+01:00,261.3800048828125,263.1300048828125,261.2601013183594,262.3500061035156,7737499,672.4550170898438,676.9299926757812,671.7999877929688,675.27001953125,1782027,338.7200012207031,343.69000244140625,338.2799987792969,341.69000244140625,3371915,270.69000244140625,271.67999267578125,269.79998779296875,270.989990234375,3542918,92.04000091552734,92.41000366210938,91.9000015258789,92.07499694824219,3679151
2026-04-24 17:30:00+01:00,262.3699951171875,263.04998779296875,261.70001220703125,262.6499938964844,5368185,675.2899780273438,680.6699829101562,675.1099853515625,677.2100219726562,1559587,341.7250061035156,342.4198913574219,341.0799865722656,341.1050109863281,961717,271.0,271.1520080566406,269.6499938964844,270.06500244140625,3376037,92.07499694824219,92.51200103759766,91.98999786376953,92.41500091552734,2434364
2026-04-24 18:30:00+01:00,262.6400146484375,264.0299987792969,262.5350036621094,263.1650085449219,3466388,677.1400146484375,678.3994750976562,674.1300048828125,674.9249877929688,1032145,341.0799865722656,342.31500244140625,340.69000244140625,341.5899963378906,912821,270.04998779296875,270.29998779296875,269.7200012207031,269.9599914550781,3006016,92.41010284423828,92.59500122070312,92.33000183105469,92.33499908447266,2194404
2026-04-24 19:30:00+01:00,263.17498779296875,264.375,263.0504150390625,263.9599914550781,4024691,674.9794921875,678.4799194335938,674.2000122070312,677.380126953125,1097353,341.6199951171875,342.45001220703125,341.6099853515625,342.2099914550781,1122536,269.9700012207031,270.3800048828125,269.8599853515625,270.0899963378906,3623118,92.33499908447266,92.66999816894531,92.2300033569336,92.56999969482422,2844671
2026-04-24 20:30:00+01:00,263.95001220703125,264.3599853515625,263.739990234375,263.8800048828125,5264325,677.4349975585938,677.4400024414062,674.8800048828125,674.8900146484375,1320224,342.2200012207031,343.0799865722656,342.1199951171875,342.239990234375,2802916,270.0899963378906,271.4800109863281,270.0,271.05999755859375,4744314,92.56999969482422,92.59500122070312,92.29000091552734,92.37000274658203,4292854
