Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-09 15:30:00+01:00,81.91999816894531,82.33999633789062,81.63999938964844,82.06999969482422,3640789,365.5,366.6099853515625,358.1000061035156,358.4750061035156,2241540,247.2949981689453,247.49000549316406,237.0,242.6999969482422,4610820,594.3900146484375,596.739990234375,588.114990234375,588.35009765625,1592038,292.5191955566406,293.8800048828125,291.5,291.5799865722656,9159006
2026-06-09 16:30:00+01:00,82.08000183105469,82.2699966430664,81.7699966430664,81.95999908447266,4739189,358.510009765625,359.2099914550781,355.82000732421875,358.34161376953125,2556562,242.6999969482422,243.94000244140625,242.1728057861328,243.32000732421875,4863728,588.47998046875,590.3599853515625,583.3300170898438,586.155029296875,1775108,291.55999755859375,291.9800109863281,289.4800109863281,289.5,8529475
2026-06-09 17:30:00+01:00,81.95999908447266,82.27999877929688,81.3949966430664,81.43499755859375,4932210,358.30999755859375,360.6400146484375,354.7200012207031,360.4549865722656,2307390,243.3000030517578,244.00999450683594,240.39999389648438,243.50999450683594,5901758,586.155029296875,587.6699829101562,581.010009765625,586.7274780273438,1392226,289.5,291.1300048828125,287.7799987792969,290.4599914550781,8503325
2026-06-09 18:30:00+01:00,81.44000244140625,81.73500061035156,81.40499877929688,81.56500244140625,2174118,360.4100036621094,363.1400146484375,359.9800109863281,363.1300048828125,2179601,243.4600067138672,245.5050048828125,243.25,245.27000427246094,3519863,586.5499877929688,590.6998901367188,586.5499877929688,589.5900268554688,1395856,290.44000244140625,290.95001220703125,289.3399963378906,290.95001220703125,4788451
2026-06-09 19:30:00+01:00,81.56500244140625,81.87999725341797,81.43000030517578,81.69000244140625,2983854,363.0899963378906,364.6499938964844,361.6499938964844,361.9599914550781,1938685,245.25,245.79989624023438,243.99000549316406,244.28500366210938,3571190,589.5900268554688,591.530029296875,587.8699951171875,588.3300170898438,1008807,290.94000244140625,291.9200134277344,290.2900085449219,291.1300048828125,5060332
2026-06-09 20:30:00+01:00,81.69499969482422,81.69999694824219,81.33999633789062,81.41500091552734,4369217,361.9599914550781,363.19000244140625,360.57000732421875,362.0,2137434,244.27999877929688,244.6300048828125,243.13999938964844,244.0399932861328,4358901,588.260009765625,588.4849853515625,584.5,584.5599975585938,1622056,291.1199951171875,291.67999267578125,288.79998779296875,290.3599853515625,7035820
2026-06-10 14:30:00+01:00,81.72000122070312,82.57550048828125,80.97720336914062,81.61000061035156,8071228,360.8399963378906,366.30999755859375,359.8800048828125,365.20001220703125,3948575,243.60499572753906,244.0500030517578,240.22999572753906,240.89999389648438,7985937,580.72998046875,591.2999877929688,579.27001953125,583.5050048828125,2774091,290.7650146484375,291.19000244140625,287.3800048828125,289.7349853515625,10605790
2026-06-10 15:30:00+01:00,81.62000274658203,82.74749755859375,81.41999816894531,82.44999694824219,4899608,365.2300109863281,365.29998779296875,358.42999267578125,360.07000732421875,2223090,240.91000366210938,241.389892578125,238.83009338378906,239.4499969482422,5268353,583.5050048828125,583.7999877929688,575.02001953125,577.75,2032478,289.7099914550781,290.6499938964844,288.44500732421875,289.989990234375,6107494
2026-06-10 16:30:00+01:00,82.43000030517578,82.66999816894531,82.3550033569336,82.54499816894531,3220583,360.0849914550781,360.3299865722656,356.1300048828125,356.32501220703125,1866307,239.4550018310547,240.35000610351562,238.82000732421875,239.17999267578125,3678912,577.8200073242188,580.159912109375,576.25,577.10498046875,1042729,289.95001220703125,291.739990234375,289.739990234375,291.7300109863281,4540251
2026-06-10 17:30:00+01:00,82.54499816894531,82.59400177001953,82.31999969482422,82.55500030517578,1874802,356.32501220703125,357.0199890136719,354.3475036621094,354.67999267578125,1343109,239.17999267578125,239.6999969482422,238.39999389648438,238.55999755859375,2882923,577.02001953125,578.22998046875,575.2050170898438,576.0850219726562,734736,291.739990234375,293.2294921875,291.35650634765625,293.15008544921875,5485757
2026-06-10 18:30:00+01:00,82.55500030517578,82.58999633789062,82.1050033569336,82.11499786376953,2043547,354.66009521484375,355.3699035644531,353.7200012207031,354.375,1977116,238.52000427246094,239.39999389648438,237.8699951171875,239.11000061035156,3435229,576.0358276367188,577.010009765625,573.8800048828125,575.5050048828125,1078436,293.1600036621094,294.7449951171875,292.5104064941406,294.30999755859375,6365580
2026-06-10 19:30:00+01:00,82.11289978027344,82.125,81.81999969482422,81.87090301513672,5550603,354.3500061035156,355.2799072265625,353.6600036621094,354.4100036621094,2953952,239.12060546875,239.1300048828125,237.5500030517578,237.6300048828125,3294798,575.4400024414062,575.5250244140625,570.5999755859375,570.969970703125,2454936,294.29998779296875,294.29998779296875,291.6199951171875,291.92999267578125,4615300
2026-06-10 20:30:00+01:00,81.875,82.19000244140625,81.8499984741211,81.94999694824219,3433480,354.4200134277344,354.8699951171875,352.80999755859375,353.32000732421875,2726387,237.60000610351562,238.5800018310547,237.4499969482422,237.94500732421875,4494923,570.8900146484375,573.6799926757812,570.7000122070312,570.7899780273438,1606689,291.9200134277344,292.94000244140625,291.3900146484375,291.5,4931671
2026-06-11 14:30:00+01:00,81.6500015258789,82.0999984741211,80.37999725341797,80.90499877929688,5739149,353.0150146484375,354.5,344.0857849121094,345.5899963378906,5670856,237.92999267578125,238.77999877929688,235.51109313964844,237.27000427246094,8194956,565.5700073242188,567.989990234375,558.1500244140625,560.8800048828125,3896373,293.7200012207031,293.95001220703125,289.75,290.5799865722656,7113950
2026-06-11 15:30:00+01:00,80.91500091552734,81.0250015258789,80.08999633789062,80.54000091552734,4517522,345.57000732421875,346.8900146484375,343.864990234375,344.7950134277344,2497164,237.27000427246094,237.64999389648438,235.17999267578125,236.75,4375967,560.8499755859375,563.9299926757812,557.010009765625,560.6500244140625,1890738,290.6099853515625,291.82000732421875,289.6000061035156,291.19000244140625,4285370
2026-06-11 16:30:00+01:00,80.54000091552734,80.93000030517578,80.36000061035156,80.79000091552734,2453594,344.69000244140625,347.3999938964844,344.0400085449219,345.5299987792969,1888815,236.75,237.9416046142578,236.5399932861328,236.77999877929688,3794552,560.6400146484375,564.9000244140625,559.5999755859375,563.5399780273438,1101707,291.17999267578125,293.94439697265625,291.0614929199219,292.9849853515625,3842780
2026-06-11 17:30:00+01:00,80.77999877929688,81.4000015258789,80.7750015258789,81.38999938964844,2204988,345.5299987792969,348.3500061035156,343.6400146484375,348.260009765625,1967057,236.77000427246094,238.39999389648438,235.6999969482422,238.33999633789062,3763005,563.4600219726562,565.989990234375,557.7999877929688,565.7675170898438,1385891,292.9599914550781,296.0,292.9100036621094,295.9549865722656,3619906
2026-06-11 18:30:00+01:00,81.38999938964844,81.56500244140625,81.04000091552734,81.12999725341797,5201426,348.2650146484375,351.20001220703125,348.2650146484375,350.29998779296875,2481175,238.36000061035156,240.02999877929688,237.94000244140625,238.83999633789062,5164690,565.7999877929688,569.1389770507812,564.6599731445312,567.0999755859375,1801329,295.989990234375,297.0,295.1300048828125,295.5400085449219,4161010
2026-06-11 19:30:00+01:00,81.13500213623047,81.57499694824219,81.06009674072266,81.55000305175781,2813878,350.3500061035156,354.6700134277344,349.9599914550781,354.55499267578125,2139482,238.8300018310547,240.8800048828125,238.8000030517578,240.80999755859375,3931854,567.1900024414062,569.97998046875,566.14501953125,569.7150268554688,1461004,295.54010009765625,296.07000732421875,295.0199890136719,295.3999938964844,3129975
2026-06-11 20:30:00+01:00,81.55999755859375,81.66999816894531,81.16999816894531,81.26000213623047,4854041,354.5799865722656,358.010009765625,353.6000061035156,356.32000732421875,6219664,240.8300018310547,242.13999938964844,240.82000732421875,241.2899932861328,5758310,569.7999877929688,572.1699829101562,567.0,568.3900146484375,2059761,295.4100036621094,296.17999267578125,294.70001220703125,295.3599853515625,5661836
2026-06-12 14:30:00+01:00,81.68000030517578,82.0,79.27999877929688,79.81999969482422,8778650,361.1000061035156,362.6449890136719,353.3399963378906,360.1050109863281,4020001,243.2100067138672,243.3300018310547,233.58999633789062,236.53250122070312,14937313,572.9500122070312,576.0700073242188,560.9000244140625,565.9550170898438,2901666,296.0799865722656,297.1400146484375,290.6099853515625,291.9949951171875,9097938
2026-06-12 15:30:00+01:00,79.81999969482422,80.69499969482422,79.58000183105469,80.5999984741211,4271021,360.05999755859375,364.7724914550781,357.55999755859375,363.6600036621094,2452102,236.52000427246094,238.5,234.92999267578125,237.85000610351562,7565084,565.739990234375,574.6099853515625,563.1199951171875,572.1199951171875,2030421,291.9800109863281,292.989990234375,290.010009765625,292.875,4537684
2026-06-12 16:30:00+01:00,80.60749816894531,80.83000183105469,80.19999694824219,80.70999908447266,3422335,363.6099853515625,363.739990234375,358.3800048828125,359.5950012207031,1652513,237.8000030517578,237.8101043701172,235.5749969482422,236.47999572753906,5470650,572.0,572.39990234375,567.989990234375,571.280029296875,1180981,292.8599853515625,292.8599853515625,290.80999755859375,291.5799865722656,3654099
2026-06-12 17:30:00+01:00,80.72000122070312,81.13999938964844,80.6500015258789,80.8550033569336,2190043,359.6300048828125,362.0,359.1199951171875,360.8599853515625,1051819,236.47000122070312,237.63999938964844,235.89999389648438,237.02000427246094,4730025,571.2949829101562,572.7849731445312,567.3499755859375,567.6799926757812,1501377,291.57000732421875,292.2449951171875,290.75,291.4601135253906,3070602
2026-06-12 18:30:00+01:00,80.86000061035156,80.87000274658203,80.5999984741211,80.66500091552734,1636206,360.9200134277344,360.9717102050781,358.82000732421875,359.239990234375,1127247,237.02200317382812,237.07000732421875,236.02000427246094,236.39999389648438,2416083,567.75,567.780029296875,564.830078125,565.37548828125,1047464,291.4800109863281,291.510009765625,289.6199951171875,290.2250061035156,3083422
2026-06-12 19:30:00+01:00,80.66999816894531,80.87000274658203,80.42500305175781,80.5250015258789,3102066,359.2200012207031,360.0400085449219,357.9100036621094,358.739990234375,1626947,236.39500427246094,238.1699981689453,236.39500427246094,237.8699951171875,3630462,565.39501953125,567.5399780273438,565.39501953125,566.6199951171875,1165996,290.2200012207031,290.9700012207031,290.2200012207031,290.6400146484375,3042374
2026-06-12 20:30:00+01:00,80.52999877929688,80.55509948730469,80.2699966430664,80.33499908447266,4508035,358.739990234375,358.82000732421875,356.8999938964844,358.07000732421875,1389000,237.83999633789062,238.60000610351562,237.30999755859375,238.52999877929688,4027217,566.7050170898438,567.8681030273438,563.0,566.7000122070312,2129531,290.6400146484375,291.6400146484375,290.19000244140625,291.0799865722656,4023717
