Ticker,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-05 14:30:00+00:00,664.5,673.5,662.4149780273438,670.9849853515625,3614338,320.0,323.8299865722656,320.0,322.4649963378906,3363481,98.69000244140625,104.7300033569336,97.73999786376953,104.66500091552734,29574869,230.3800048828125,231.1699981689453,229.80999755859375,230.9384002685547,4965629,280.5400085449219,281.1400146484375,279.2699890136719,280.4551086425781,4393145
2025-12-05 15:30:00+00:00,670.9849853515625,673.0,667.6500244140625,668.6500244140625,1284282,322.489990234375,322.75,319.9849853515625,320.8789978027344,1594421,104.66000366210938,104.79000091552734,100.43000030517578,100.5199966430664,14309801,230.94000244140625,231.24000549316406,229.4499969482422,229.6739959716797,2554794,280.4599914550781,280.9800109863281,279.2900085449219,279.2950134277344,3579247
2025-12-05 16:30:00+00:00,668.6500244140625,674.6799926757812,667.8400268554688,673.6380004882812,2046790,320.8599853515625,322.989990234375,320.2200012207031,321.8500061035156,1103657,100.5,100.72000122070312,99.5,99.94999694824219,11059580,229.64999389648438,229.81500244140625,229.1300048828125,229.38999938964844,1806782,279.29998779296875,279.3299865722656,278.114990234375,278.31500244140625,2319755
2025-12-05 17:30:00+00:00,673.719970703125,674.030029296875,670.6699829101562,672.0,768203,321.80999755859375,321.97198486328125,320.9200134277344,321.6600036621094,866925,99.95500183105469,100.18000030517578,99.3499984741211,99.68499755859375,8049901,229.38999938964844,229.88999938964844,228.72000122070312,229.83999633789062,1791182,278.31500244140625,279.4801025390625,278.04998779296875,279.44000244140625,1693305
2025-12-05 18:30:00+00:00,672.0499877929688,673.4761962890625,670.010009765625,672.5399780273438,812231,321.6499938964844,321.7200012207031,320.80999755859375,321.07501220703125,769594,99.68990325927734,100.63490295410156,99.41999816894531,100.375,8006199,229.8300018310547,229.97000122070312,229.5399932861328,229.6750030517578,1210054,279.4800109863281,279.57000732421875,278.5849914550781,279.2337951660156,1553832
2025-12-05 19:30:00+00:00,672.532470703125,673.8198852539062,670.7999877929688,672.7100219726562,1111957,321.1000061035156,321.4700012207031,320.8500061035156,321.0400085449219,632008,100.37999725341797,100.9800033569336,100.1500015258789,100.61000061035156,8070497,229.6699981689453,229.86000061035156,229.1300048828125,229.25999450683594,1444485,279.2300109863281,279.29998779296875,278.5400085449219,278.8013916015625,1937238
2025-12-05 20:30:00+00:00,672.7000122070312,673.7999877929688,671.719970703125,673.4600219726562,1167517,321.07000732421875,322.30999755859375,320.9800109863281,322.05999755859375,1490325,100.61000061035156,100.66000366210938,99.75,100.2300033569336,7964291,229.25,229.63999938964844,228.5469970703125,229.5500030517578,2699426,278.79998779296875,279.0249938964844,278.19000244140625,278.7900085449219,2719470
2025-12-08 14:30:00+00:00,669.6849975585938,676.7100219726562,665.635009765625,668.7734985351562,2929014,320.8800048828125,321.2300109863281,317.6600036621094,317.95001220703125,3758988,99.79000091552734,99.81999969482422,95.78500366210938,95.82530212402344,18330581,229.52000427246094,230.82400512695312,228.51199340820312,229.0399932861328,5237392,278.1684875488281,279.6693115234375,277.45001220703125,277.55999755859375,6285926
