Ticker,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-06 15:30:00+00:00,658.2000122070312,659.6099853515625,653.77001953125,653.77001953125,704623,90.2249984741211,90.54000091552734,89.84500122070312,89.87300109863281,4358793,237.3000030517578,238.86000061035156,237.10000610351562,238.6699981689453,4928733,264.0299987792969,265.1000061035156,262.29998779296875,262.4198913574219,4820286,314.9100036621094,315.6549987792969,312.3399963378906,312.8984069824219,1934551
2026-01-06 16:30:00+00:00,653.8049926757812,656.1199951171875,652.0,655.489990234375,1010836,89.875,90.08499908447266,89.81009674072266,90.06269836425781,3183378,238.68850708007812,242.65989685058594,237.7100067138672,242.2301025390625,5463728,262.4200134277344,263.0,262.2099914550781,262.8846130371094,3187699,312.8900146484375,314.2200012207031,312.4700012207031,313.5799865722656,1066043
2026-01-06 17:30:00+00:00,655.5350952148438,659.260009765625,655.3099975585938,658.840087890625,740151,90.06500244140625,90.91999816894531,90.05500030517578,90.75499725341797,3117661,242.2550048828125,242.9199981689453,241.47999572753906,241.69000244140625,5270629,262.8900146484375,263.79998779296875,262.4901123046875,262.5400085449219,2583269,313.5899963378906,314.4599914550781,313.4601135253906,313.8999938964844,758212
2026-01-06 18:30:00+00:00,658.7349853515625,664.9299926757812,658.47998046875,660.409423828125,874637,90.57499694824219,90.92990112304688,90.55000305175781,90.7249984741211,2099468,242.1199951171875,242.60000610351562,240.8874969482422,241.1750030517578,3121986,262.92999267578125,263.07000732421875,262.5400085449219,262.87701416015625,2024107,313.8999938964844,315.20001220703125,313.7900085449219,314.45001220703125,888949
2026-01-06 19:30:00+00:00,661.1500244140625,661.3599853515625,659.72998046875,659.7999877929688,570429,90.76499938964844,90.91000366210938,90.6500015258789,90.80999755859375,1917617,240.52999877929688,241.82000732421875,240.5,240.86000061035156,3238245,262.7799987792969,263.0150146484375,262.260009765625,262.82000732421875,3190757,314.14801025390625,314.1697082519531,313.4194030761719,313.6000061035156,859929
2026-01-06 20:30:00+00:00,659.7000122070312,660.7000122070312,659.0050048828125,660.4600219726562,517878,90.80889892578125,90.87999725341797,90.55999755859375,90.5999984741211,1644824,240.85000610351562,241.72999572753906,240.66000366210938,241.05499267578125,2257972,262.8299865722656,262.9601135253906,262.3999938964844,262.42498779296875,2355864,313.610107421875,314.5,313.29998779296875,314.3900146484375,883360
2026-01-07 14:30:00+00:00,655.780029296875,659.1500244140625,644.8099975585938,645.2000122070312,2394929,91.58999633789062,92.41899871826172,90.18000030517578,90.29989624023438,6612614,239.61000061035156,243.9199981689453,239.52000427246094,242.42999267578125,8417436,263.2699890136719,263.67999267578125,261.2099914550781,262.0299987792969,7368698,314.5010070800781,322.54998779296875,314.5,319.7298889160156,4089411
2026-01-07 15:30:00+00:00,645.27001953125,651.2199096679688,644.9199829101562,648.3599853515625,1333472,90.29499816894531,90.4800033569336,90.06009674072266,90.4000015258789,2765881,242.42999267578125,244.7949981689453,242.41000366210938,243.49000549316406,3694392,262.0199890136719,262.2900085449219,260.9100036621094,261.0837097167969,3565599,319.70001220703125,321.1499938964844,318.8299865722656,320.1650085449219,1411534
2026-01-07 16:30:00+00:00,648.4299926757812,654.7000122070312,647.9299926757812,652.5872192382812,957590,90.40499877929688,91.24500274658203,90.34500122070312,90.94860076904297,3007234,243.52000427246094,244.72999572753906,242.97579956054688,244.41799926757812,3020417,261.0849914550781,262.57000732421875,261.07000732421875,262.3599853515625,3336015,320.239990234375,322.3399963378906,319.2200012207031,322.15838623046875,1368789
2026-01-07 17:30:00+00:00,652.6099853515625,653.6500244140625,650.4000244140625,652.1799926757812,804799,90.94499969482422,91.35990142822266,90.9000015258789,90.93499755859375,2016606,244.42999267578125,245.2899932861328,244.0800018310547,244.89999389648438,3171993,262.3699951171875,262.70001220703125,261.0799865722656,261.2200012207031,2890664,322.1199951171875,322.3900146484375,321.0799865722656,322.2099914550781,1025234
2026-01-07 18:30:00+00:00,652.239990234375,654.5449829101562,649.4500122070312,649.989990234375,648784,90.93340301513672,91.05500030517578,90.43000030517578,90.58989715576172,2303535,244.89999389648438,245.25,242.77999877929688,243.25,2751113,261.2449951171875,262.20001220703125,261.1300048828125,261.5899963378906,2574362,322.2077941894531,326.4649963378906,322.07000732421875,322.4800109863281,3175638
2026-01-07 19:30:00+00:00,649.969970703125,651.3900146484375,648.9400024414062,649.2899780273438,629030,90.58499908447266,91.20999908447266,90.55999755859375,90.7750015258789,2043135,243.25999450683594,243.7698974609375,241.9199981689453,242.55999755859375,2725053,261.5899963378906,262.5199890136719,261.260009765625,261.3299865722656,2727906,322.4949951171875,323.5950012207031,321.7200012207031,322.4700012207031,1879090
2026-01-07 20:30:00+00:00,649.3300170898438,649.8200073242188,648.02001953125,648.6599731445312,870870,90.77189636230469,90.87999725341797,90.3499984741211,90.7155990600586,2833651,242.57000732421875,242.66000366210938,241.5207977294922,241.5749969482422,2686538,261.3299865722656,261.3299865722656,259.82000732421875,260.3599853515625,4547776,322.4599914550781,322.5585021972656,321.3500061035156,322.45001220703125,1428773
2026-01-08 14:30:00+00:00,644.25,644.440185546875,635.719970703125,642.010009765625,2458961,90.0,90.9000015258789,89.58000183105469,90.7699966430664,5602348,244.0,245.10000610351562,241.8800048828125,244.84010314941406,6866918,256.375,257.7699890136719,255.6999969482422,256.7449951171875,10183679,328.0,328.2298889160156,321.989990234375,326.45001220703125,5639008
2026-01-08 15:30:00+00:00,641.8499755859375,645.030029296875,640.7999877929688,642.9749755859375,922903,90.7750015258789,90.785400390625,89.58000183105469,89.75499725341797,3815964,244.84710693359375,245.25999450683594,243.74000549316406,244.47999572753906,2588098,256.7200927734375,257.19000244140625,255.9499969482422,256.1099853515625,4167093,326.4200134277344,329.17999267578125,324.510009765625,326.4924011230469,2319669
2026-01-08 16:30:00+00:00,642.7999877929688,644.639892578125,641.0800170898438,643.2700805664062,626875,89.75250244140625,90.0999984741211,89.66000366210938,90.05500030517578,3611752,244.46499633789062,245.639892578125,244.0749969482422,245.3679962158203,3024695,256.1099853515625,258.6000061035156,255.97000122070312,256.7090148925781,3892484,326.3999938964844,328.2099914550781,325.0101013183594,327.3893127441406,1481508
2026-01-08 17:30:00+00:00,643.2999877929688,644.5599975585938,640.7899780273438,641.2050170898438,549446,90.05500030517578,90.29499816894531,89.8239974975586,90.28600311279297,2614232,245.35000610351562,246.3000030517578,245.33099365234375,245.67250061035156,3057590,256.6900939941406,257.6300048828125,256.5979919433594,257.4800109863281,2448318,327.4100036621094,327.8500061035156,326.1099853515625,326.8999938964844,831160
2026-01-08 18:30:00+00:00,641.2150268554688,644.3300170898438,640.7999877929688,643.530029296875,668312,90.28500366210938,91.25,90.28399658203125,90.56500244140625,3826466,245.69000244140625,246.25,245.43919372558594,245.8000030517578,2314322,257.510009765625,257.5199890136719,256.29998779296875,256.6000061035156,2399355,326.8800048828125,326.8999938964844,325.7099914550781,326.2200012207031,943200
2026-01-08 19:30:00+00:00,643.530029296875,645.2000122070312,643.530029296875,644.8400268554688,734556,90.55999755859375,90.68000030517578,90.30999755859375,90.39969635009766,2598929,245.7899932861328,246.10000610351562,245.35989379882812,245.80999755859375,2155654,256.6050109863281,258.3299865722656,256.3800048828125,258.2799987792969,3537960,326.1099853515625,326.1600036621094,324.69000244140625,325.81500244140625,1322194
2026-01-08 20:30:00+00:00,644.8699951171875,647.1019897460938,644.844970703125,645.9099731445312,682161,90.4000015258789,90.62999725341797,90.30000305175781,90.5199966430664,2641154,245.80999755859375,246.41000366210938,245.3699951171875,246.25900268554688,3376554,258.2799987792969,259.2799987792969,257.9601135253906,259.05999755859375,3213685,325.8599853515625,326.29998779296875,325.4800109863281,325.9700012207031,1342144
2026-01-09 14:30:00+00:00,645.5,651.0,642.8875122070312,649.260009765625,1872574,90.02999877929688,90.04000091552734,88.31999969482422,88.94499969482422,10202063,244.5679931640625,245.72999572753906,242.25,245.66000366210938,6359406,259.07501220703125,260.0,256.2200927734375,258.4599914550781,7220053,327.59149169921875,330.8500061035156,326.25,330.32501220703125,4120571
2026-01-09 15:30:00+00:00,649.25,654.9500122070312,648.64501953125,654.5150146484375,1454695,88.94979858398438,89.11000061035156,88.56999969482422,88.74500274658203,5303809,245.67999267578125,246.9199981689453,244.90499877929688,246.33250427246094,2975138,258.4599914550781,258.75,256.8800048828125,256.9599914550781,3212319,330.3599853515625,331.4800109863281,329.07000732421875,330.69500732421875,1569062
2026-01-09 16:30:00+00:00,654.4608764648438,654.5150146484375,650.6099853515625,651.4000244140625,771346,88.74970245361328,89.08999633789062,88.68000030517578,88.8949966430664,3955324,246.32000732421875,246.47999572753906,245.41000366210938,245.9250030517578,1866918,256.9512939453125,259.05499267578125,256.7663879394531,258.92999267578125,3345096,330.69000244140625,331.3599853515625,330.07000732421875,330.510009765625,1058506
2026-01-09 17:30:00+00:00,651.2999877929688,652.7899780273438,650.69873046875,651.2999877929688,505734,88.8949966430664,89.06500244140625,88.69999694824219,88.75499725341797,2968049,245.89999389648438,246.02999877929688,245.41000366210938,245.75,1429269,258.9100036621094,259.1600036621094,258.2401123046875,259.1199951171875,2173770,330.489990234375,330.67999267578125,329.1199951171875,329.92999267578125,1213445
2026-01-09 18:30:00+00:00,651.239990234375,653.5999755859375,650.9400024414062,652.6900024414062,655639,88.75499725341797,89.05000305175781,88.75,88.9198989868164,3444911,245.74000549316406,246.80999755859375,245.74000549316406,246.63009643554688,1538268,259.1300048828125,259.95001220703125,259.010009765625,259.7300109863281,1971968,329.9100036621094,330.93499755859375,329.885009765625,330.4501037597656,742423
2026-01-09 19:30:00+00:00,652.739990234375,653.0900268554688,650.6749877929688,651.8864135742188,718352,88.91310119628906,89.26000213623047,88.8499984741211,88.93499755859375,3575165,246.64999389648438,247.27000427246094,246.64010620117188,247.0,2171384,259.7300109863281,260.2099914550781,259.67999267578125,259.9649963378906,2732054,330.4695129394531,331.19000244140625,329.9949951171875,330.310302734375,989429
2026-01-09 20:30:00+00:00,651.8834838867188,654.2999877929688,651.7100219726562,653.0399780273438,795975,88.93499755859375,89.47000122070312,88.93000030517578,89.43499755859375,3648686,246.99000549316406,247.86000061035156,246.85000610351562,247.35000610351562,2716803,259.95001220703125,260.05499267578125,258.95001220703125,259.3500061035156,2303687,330.2149963378906,330.55999755859375,329.1199951171875,329.1499938964844,1026868
