Ticker,META,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-26 14:30:00+01:00,,,,,,,227.38999938964844,231.27879333496094,226.125,230.67999267578125,15716147,340.3599853515625,340.9100036621094,334.1405029296875,336.614990234375,5230040,71.5999984741211,74.625,71.54000091552734,74.375,12450833,275.0,278.92999267578125,274.2099914550781,278.260009765625,17026804
2026-06-26 15:30:00+01:00,,,,,,,230.68499755859375,232.2899932861328,230.01499938964844,232.21499633789062,8223923,336.6600036621094,341.3399963378906,336.32000732421875,341.260009765625,2081218,74.375,74.83999633789062,73.9800033569336,74.70999908447266,8146207,278.2799987792969,280.4700012207031,278.0799865722656,279.0299987792969,10384490
2026-06-26 16:30:00+01:00,,,,,,,232.22000122070312,232.60499572753906,230.97000122070312,231.49000549316406,8174586,341.2300109863281,344.1199951171875,340.1600036621094,341.17999267578125,2270394,74.69999694824219,75.19999694824219,74.62000274658203,74.63999938964844,5488902,279.0259094238281,279.45001220703125,275.25,275.8999938964844,13230253
2026-06-26 17:30:00+01:00,,,,,,,231.52999877929688,232.02999877929688,230.6199951171875,230.88999938964844,5581872,341.2099914550781,341.81500244140625,339.0299987792969,340.8550109863281,2352461,74.62999725341797,74.75,73.83999633789062,74.05500030517578,6144660,275.8999938964844,279.3699951171875,275.8999938964844,279.19500732421875,7971369
2026-06-26 18:30:00+01:00,,,,,,,230.875,231.14500427246094,230.00840759277344,230.5,7088394,340.8299865722656,341.1300048828125,339.32000732421875,339.94000244140625,2028122,74.06659698486328,74.36000061035156,73.66000366210938,74.01499938964844,7484786,279.17999267578125,281.29998779296875,278.64080810546875,280.19000244140625,8257248
2026-06-26 19:30:00+01:00,,,,,,,230.5,230.75999450683594,227.85000610351562,228.24000549316406,10502499,339.9200134277344,342.1600036621094,339.4599914550781,341.1199951171875,3447044,74.01490020751953,74.08000183105469,73.70999908447266,73.7699966430664,5753066,280.19500732421875,281.8299865722656,279.4100036621094,280.1499938964844,15570070
2026-06-26 20:30:00+01:00,,,,,,,228.19000244140625,232.9499969482422,228.11000061035156,230.5500030517578,18647634,341.2099914550781,342.17999267578125,333.69000244140625,334.9100036621094,10030911,73.7750015258789,74.05999755859375,73.06999969482422,73.62999725341797,9200233,280.1499938964844,285.95001220703125,280.0,281.20001220703125,23523027
2026-06-29 14:30:00+01:00,,,,,,,234.2449951171875,244.89999389648438,233.8000030517578,244.13999938964844,22033437,339.8810119628906,348.0299987792969,338.80999755859375,347.0119934082031,5384447,74.61499786376953,76.06890106201172,74.05000305175781,75.66000366210938,11572893,286.8599853515625,288.36968994140625,280.45001220703125,280.8699951171875,10629459
2026-06-29 15:30:00+01:00,,,,,,,244.10000610351562,246.7550048828125,242.0800018310547,242.94000244140625,11436903,347.0400085449219,349.7799987792969,346.239990234375,349.4516906738281,4098768,75.66999816894531,75.87999725341797,75.2750015258789,75.6364974975586,5530653,280.8800048828125,282.8299865722656,280.3299865722656,282.3301086425781,7865974
2026-06-29 16:30:00+01:00,,,,,,,242.96499633789062,252.52499389648438,240.05169677734375,240.2449951171875,7459563,349.44000244140625,351.04998779296875,348.57000732421875,350.0799865722656,2893286,75.62999725341797,75.66000366210938,74.75,74.8510971069336,4370133,282.3424987792969,283.03448486328125,280.2200012207031,280.55999755859375,7404129
2026-06-29 17:30:00+01:00,,,,,,,240.25,241.59750366210938,239.72000122070312,240.80999755859375,5581265,350.0799865722656,350.95001220703125,348.7308044433594,350.635009765625,2013168,74.8550033569336,74.9386978149414,74.30999755859375,74.6500015258789,3467569,280.55999755859375,281.5400085449219,279.8500061035156,281.4800109863281,5224516
2026-06-29 18:30:00+01:00,,,,,,,240.81500244140625,241.5399932861328,240.1199951171875,240.24000549316406,3842243,350.6300048828125,351.739013671875,350.125,350.8399963378906,1888533,74.6449966430664,74.80999755859375,73.98500061035156,74.18499755859375,3589105,281.4700012207031,282.29998779296875,280.8599853515625,281.54998779296875,4206523
2026-06-29 19:30:00+01:00,,,,,,,240.23500061035156,241.99000549316406,239.94000244140625,240.2449951171875,8545770,350.79998779296875,351.45001220703125,349.6400146484375,349.7699890136719,1894580,74.18990325927734,74.22000122070312,73.88999938964844,74.03700256347656,3783270,281.54998779296875,283.0775146484375,281.4549865722656,282.67999267578125,5654409
2026-06-29 20:30:00+01:00,,,,,,,240.25999450683594,240.55999755859375,239.72500610351562,240.1199951171875,8784580,349.7491149902344,351.9700012207031,349.739990234375,351.0799865722656,2497685,74.02999877929688,74.07990264892578,73.73500061035156,73.75,4744921,282.7099914550781,282.739990234375,281.4700012207031,281.6300048828125,6544751
2026-06-30 14:30:00+01:00,,,,,,,237.42999267578125,240.4600067138672,237.19000244140625,239.55499267578125,12033175,351.3550109863281,352.3500061035156,348.1099853515625,350.864990234375,2814624,73.58999633789062,73.74500274658203,72.54000091552734,72.66000366210938,6567167,281.1700134277344,286.2898864746094,280.69500732421875,286.0249938964844,9106597
