Ticker,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG
2026-09-08 15:30:00+01:00,616.239990234375,618.6199951171875,613.469970703125,617.1199951171875,1524567,315.6700134277344,316.7799987792969,315.2699890136719,316.2491149902344,3628788,255.19000244140625,257.4599914550781,254.75,257.3163146972656,3429833,76.40499877929688,76.80999755859375,76.36000061035156,76.5999984741211,3487951,331.8699951171875,335.44000244140625,331.6000061035156,335.1300048828125,1891569
2026-09-08 16:30:00+01:00,617.1599731445312,617.9000244140625,615.1701049804688,616.4099731445312,904118,316.2449951171875,316.80999755859375,315.4599914550781,316.0849914550781,2793598,257.3599853515625,257.6177062988281,256.2300109863281,256.9049987792969,2403840,76.59500122070312,76.76000213623047,76.33000183105469,76.48500061035156,2874032,335.1300048828125,335.7900085449219,334.8301086425781,335.32501220703125,920139
2026-09-08 17:30:00+01:00,616.4099731445312,620.030029296875,616.3099975585938,617.8939819335938,1120516,316.1000061035156,316.55999755859375,315.75,316.2699890136719,2043779,256.8800048828125,257.989990234375,256.8702087402344,256.91009521484375,1706774,76.48200225830078,76.93000030517578,76.41500091552734,76.71499633789062,2598350,335.30999755859375,336.4200134277344,334.95001220703125,336.1499938964844,873475
2026-09-08 18:30:00+01:00,617.8900146484375,618.6298828125,616.0,616.5599975585938,931584,316.2720031738281,316.739990234375,315.9410095214844,316.3900146484375,2237699,256.92498779296875,257.2900085449219,256.6700134277344,257.06500244140625,1500540,76.71499633789062,76.88999938964844,76.63500213623047,76.74500274658203,2055705,336.1300048828125,336.4700012207031,334.5799865722656,334.8204040527344,876154
2026-09-08 19:30:00+01:00,616.5700073242188,624.7999877929688,609.739990234375,613.364990234375,4021065,316.3949890136719,316.5299987792969,314.9200134277344,315.79998779296875,3695049,257.1099853515625,257.5,256.07000732421875,257.1200866699219,2219035,76.75,76.83989715576172,76.58000183105469,76.6449966430664,3389571,334.82000732421875,335.29998779296875,333.7799987792969,334.3999938964844,1403099
2026-09-08 20:30:00+01:00,613.3599853515625,617.47998046875,612.7100219726562,613.3099975585938,1840718,315.80010986328125,316.69000244140625,315.5249938964844,316.3500061035156,3631577,257.1600036621094,257.2701110839844,256.44000244140625,256.9599914550781,3295667,76.6449966430664,76.83999633789062,76.47000122070312,76.77999877929688,4313529,334.3999938964844,335.4700012207031,334.0299987792969,335.4100036621094,1481873
2026-09-09 14:30:00+01:00,648.6400146484375,651.6909790039062,638.5601196289062,643.780029296875,11961727,315.93011474609375,318.1300048828125,314.3299865722656,314.75,7809919,253.1199951171875,254.6199951171875,250.88999938964844,252.4499969482422,8969325,76.33999633789062,76.72000122070312,76.2300033569336,76.54499816894531,4251913,328.8868103027344,328.989990234375,325.6300048828125,328.2449951171875,6239678
2026-09-09 15:30:00+01:00,643.7449951171875,657.8599853515625,640.6900024414062,652.409912109375,6420278,314.7099914550781,314.7101135253906,312.1099853515625,312.5025939941406,5239070,252.4499969482422,252.69000244140625,250.64999389648438,250.77999877929688,4012394,76.54000091552734,76.70500183105469,76.4000015258789,76.53500366210938,2847829,328.2200012207031,328.260009765625,325.75,326.55999755859375,2085461
2026-09-09 16:30:00+01:00,652.2899780273438,654.919921875,649.52001953125,651.0700073242188,2686560,312.510009765625,313.7099914550781,312.2200012207031,313.6650085449219,4691671,250.77499389648438,251.97999572753906,250.75,251.38499450683594,2846111,76.53500366210938,76.5999984741211,76.0999984741211,76.27999877929688,2043556,326.55999755859375,327.8500061035156,326.5299987792969,327.2699890136719,1196821
2026-09-09 17:30:00+01:00,651.0900268554688,654.7698974609375,649.27001953125,653.5850219726562,2380627,313.67999267578125,315.0,310.9700012207031,311.7049865722656,7975919,251.36819458007812,252.5800018310547,251.0800018310547,252.25,2189973,76.28500366210938,76.41999816894531,76.1500015258789,76.40010070800781,1948149,327.30999755859375,329.3399963378906,327.2099914550781,328.82000732421875,1222876
2026-09-09 18:30:00+01:00,653.530029296875,655.5,649.8400268554688,653.489990234375,2310285,311.7200012207031,314.3599853515625,309.8999938964844,312.1300048828125,14171586,252.25,252.5,251.9113006591797,252.41000366210938,2482165,76.40499877929688,76.42500305175781,76.16000366210938,76.30000305175781,1427919,328.80999755859375,329.25,327.94000244140625,328.239990234375,943159
2026-09-09 19:30:00+01:00,653.4600219726562,656.02001953125,652.2999877929688,655.6854248046875,2723670,312.135009765625,319.1499938964844,311.95001220703125,315.57000732421875,12887925,252.41000366210938,252.75999450683594,251.42999267578125,252.2200927734375,2303326,76.30000305175781,76.30989837646484,75.87000274658203,76.125,2661723,328.2300109863281,329.0799865722656,327.6700134277344,328.760009765625,1361282
2026-09-09 20:30:00+01:00,655.7100219726562,656.97998046875,652.0499877929688,653.4149780273438,3253166,315.55999755859375,315.94390869140625,314.8800048828125,315.4100036621094,4968709,252.22999572753906,252.61000061035156,252.0500030517578,252.47999572753906,3558648,76.12999725341797,76.27999877929688,75.93000030517578,76.05000305175781,4247978,328.7699890136719,328.7799987792969,327.8900146484375,328.3800048828125,1846437
2026-09-10 14:30:00+01:00,653.5999755859375,663.5,643.0900268554688,653.4500122070312,6946904,316.7900085449219,323.1289978027344,316.57000732421875,318.9549865722656,15813095,250.19000244140625,252.66000366210938,249.5800018310547,252.07000732421875,6102310,75.28199768066406,76.29000091552734,75.02999877929688,76.06999969482422,5412030,326.0299987792969,328.94000244140625,325.6510009765625,328.4849853515625,3766832
2026-09-10 15:30:00+01:00,653.4450073242188,658.8800048828125,651.5499877929688,651.9500122070312,2607221,319.010009765625,323.82000732421875,318.8800048828125,323.7099914550781,8713414,252.07000732421875,252.99000549316406,251.8800048828125,252.36500549316406,2948225,76.05999755859375,76.2291030883789,75.65499877929688,76.05999755859375,2004770,328.5098876953125,329.3197021484375,327.5,327.54998779296875,1354418
2026-09-10 16:30:00+01:00,651.9749755859375,656.780029296875,650.25,650.6500244140625,1533027,323.6700134277344,324.3500061035156,319.2099914550781,321.9049987792969,9627576,252.37989807128906,253.05999755859375,252.11000061035156,252.49000549316406,2038999,76.05999755859375,76.22989654541016,75.87999725341797,76.19999694824219,1668136,327.57000732421875,328.70001220703125,326.9100036621094,328.29998779296875,964267
2026-09-10 17:30:00+01:00,650.6500244140625,653.1699829101562,648.5,648.9400024414062,1203279,321.8550109863281,324.864990234375,321.260009765625,324.8219909667969,8380897,252.5,253.14999389648438,252.18600463867188,252.41000366210938,1580670,76.19499969482422,76.30000305175781,75.87000274658203,75.9000015258789,1761765,328.2900085449219,329.9800109863281,328.1000061035156,329.42999267578125,1079636
2026-09-10 18:30:00+01:00,648.9000244140625,650.4937133789062,646.625,647.22998046875,989832,324.8399963378906,325.67999267578125,323.3800048828125,324.1199951171875,6845299,252.41000366210938,252.42999267578125,251.84500122070312,252.0500030517578,1369300,75.89640045166016,76.08999633789062,75.87000274658203,75.93000030517578,1246431,329.3599853515625,330.1099853515625,329.0,329.6300048828125,929642
2026-09-10 19:30:00+01:00,647.25,647.5198974609375,643.1900024414062,643.7299194335938,1508211,324.110107421875,326.1199951171875,323.6300048828125,325.2850036621094,5455483,252.05250549316406,252.29989624023438,251.44000244140625,251.5399932861328,1920164,75.93000030517578,76.01000213623047,75.76000213623047,75.78500366210938,1591927,329.5899963378906,330.53900146484375,329.4150085449219,330.0899963378906,775893
2026-09-10 20:30:00+01:00,643.6099853515625,645.1099853515625,642.1400146484375,644.3699951171875,1568766,325.2699890136719,326.67999267578125,325.1700134277344,326.5950012207031,5580662,251.5399932861328,251.9600067138672,250.88999938964844,251.88999938964844,2382778,75.78500366210938,76.04149627685547,75.77999877929688,76.0199966430664,2414138,330.07000732421875,330.8900146484375,329.8800048828125,330.5199890136719,2224157
2026-09-11 14:30:00+01:00,653.02001953125,664.239990234375,648.510009765625,651.9000244140625,4637935,327.6300048828125,334.5899963378906,326.29998779296875,334.0851135253906,14521482,254.0449981689453,256.91180419921875,253.13999938964844,255.72000122070312,6150532,76.6050033569336,76.97000122070312,76.1500015258789,76.44000244140625,3528096,332.8590087890625,338.3262023925781,332.739990234375,337.32000732421875,3313801
2026-09-11 15:30:00+01:00,651.97998046875,654.3795166015625,648.9099731445312,652.27001953125,1520918,334.0882873535156,336.2200012207031,332.4200134277344,335.57000732421875,9018937,255.72000122070312,256.5498962402344,254.6999969482422,256.32000732421875,2597374,76.41999816894531,76.79000091552734,76.37000274658203,76.75499725341797,2066796,337.3699951171875,339.95001220703125,336.5199890136719,338.989990234375,2009006
2026-09-11 16:30:00+01:00,652.2899780273438,654.6699829101562,648.8809814453125,648.9299926757812,1042811,335.5400085449219,335.5400085449219,333.6300048828125,334.1700134277344,4739878,256.31500244140625,256.385009765625,255.48500061035156,255.55999755859375,2213363,76.75499725341797,76.88999938964844,76.61180114746094,76.7593002319336,1973381,339.0350036621094,339.1199951171875,337.260009765625,337.30999755859375,1018550
2026-09-11 17:30:00+01:00,648.9849853515625,650.6900024414062,647.4000244140625,650.2440185546875,1222347,334.19000244140625,334.8500061035156,333.8299865722656,333.95001220703125,2580323,255.57000732421875,256.8800048828125,255.41000366210938,256.70001220703125,1610493,76.75499725341797,77.14969635009766,76.68499755859375,77.05000305175781,1739014,337.3299865722656,338.3500061035156,337.0899963378906,337.67999267578125,1243793
2026-09-11 18:30:00+01:00,650.3150024414062,651.1900024414062,648.2000122070312,649.3400268554688,869120,333.9599914550781,334.29998779296875,332.54998779296875,332.8550109863281,3573189,256.69000244140625,257.25,256.19000244140625,256.6300048828125,2214489,77.04010009765625,77.28500366210938,77.01000213623047,77.2698974609375,1855174,337.6600036621094,338.0,336.0199890136719,336.4700927734375,1548485
2026-09-11 19:30:00+01:00,649.4099731445312,651.27001953125,648.674072265625,651.0750122070312,1097219,332.8599853515625,333.1789855957031,332.3900146484375,332.6401062011719,4162608,256.6600036621094,257.44000244140625,256.57000732421875,257.2900085449219,2040659,77.26499938964844,77.48529815673828,77.17040252685547,77.43000030517578,2347697,336.5199890136719,336.5249938964844,335.67999267578125,336.07000732421875,624151
2026-09-11 20:30:00+01:00,651.0750122070312,651.1400146484375,646.2000122070312,648.22998046875,1646766,332.67999267578125,333.07000732421875,332.07000732421875,332.2300109863281,3626964,257.2774963378906,257.5899963378906,256.6600036621094,256.7900085449219,3600039,77.44000244140625,77.56610107421875,77.36000061035156,77.4000015258789,3101093,336.0899963378906,336.1499938964844,335.2200012207031,335.42999267578125,1536479
