Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-20 15:30:00+00:00,234.75999450683594,235.08999633789062,233.6300048828125,234.2899932861328,2923442,88.68000030517578,88.69999694824219,88.31999969482422,88.59600067138672,6409196,324.80999755859375,327.8299865722656,324.45001220703125,327.80999755859375,1711391,251.63999938964844,252.1300048828125,250.69000244140625,251.30499267578125,3367134,611.3099975585938,611.3099975585938,608.1699829101562,610.3200073242188,966997
2026-01-20 16:30:00+00:00,234.2899932861328,234.61810302734375,233.3000030517578,233.4600067138672,2117288,88.58999633789062,88.94999694824219,88.38999938964844,88.52449798583984,4558958,327.7900085449219,328.0899963378906,326.17999267578125,326.42999267578125,1116805,251.3000030517578,251.58999633789062,250.35000610351562,250.55999755859375,2677257,610.219970703125,610.6799926757812,606.6699829101562,607.5,888888
2026-01-20 17:30:00+00:00,233.4199981689453,233.5800018310547,231.5500030517578,231.77499389648438,2236044,88.5250015258789,88.52999877929688,88.04000091552734,88.45899963378906,8039956,326.3699951171875,326.8399963378906,324.79998779296875,324.875,1915614,250.52000427246094,250.6999969482422,249.0800018310547,249.19500732421875,2979236,607.52001953125,607.5499877929688,605.5599975585938,606.6649780273438,737890
2026-01-20 18:30:00+00:00,231.75999450683594,231.91000366210938,229.7899932861328,229.97999572753906,2962770,88.45500183105469,88.58999633789062,87.9800033569336,88.04499816894531,3731915,324.8500061035156,325.0400085449219,323.3500061035156,323.4075012207031,1492940,249.17999267578125,249.22999572753906,247.4199981689453,247.45249938964844,3351984,606.739990234375,606.8900146484375,603.9099731445312,604.510009765625,874394
2026-01-20 19:30:00+00:00,229.97000122070312,230.93499755859375,229.33999633789062,230.6197052001953,3624253,88.04499816894531,88.19000244140625,87.72000122070312,88.04180145263672,6142777,323.42999267578125,323.8399963378906,322.1499938964844,322.2099914550781,2006029,247.4499969482422,248.17999267578125,245.0800018310547,245.4600067138672,5956327,604.5,605.9000244140625,602.8400268554688,604.22998046875,912659
2026-01-20 20:30:00+00:00,230.63999938964844,231.1199951171875,230.2100067138672,231.11000061035156,3184001,88.0416030883789,88.13999938964844,87.0199966430664,87.18000030517578,8990929,322.2449951171875,322.5199890136719,321.2200012207031,322.17999267578125,3310305,245.4600067138672,246.92999267578125,243.4199981689453,246.67999267578125,10058590,604.239990234375,604.8400268554688,602.4600219726562,604.6699829101562,1282166
2026-01-21 14:30:00+00:00,231.0850067138672,231.9799041748047,228.67999267578125,231.25999450683594,6386021,82.51499938964844,85.2249984741211,81.94999694824219,84.33999633789062,40315026,321.0950012207031,327.510009765625,319.54010009765625,326.9100036621094,3574002,248.7100067138672,248.75,246.02999877929688,247.57000732421875,7234453,606.4149780273438,608.5,600.0900268554688,608.121826171875,2528831
2026-01-21 15:30:00+00:00,231.27000427246094,232.08999633789062,230.9600067138672,231.30499267578125,3190506,84.34500122070312,84.73500061035156,82.9800033569336,83.44499969482422,10111217,326.8599853515625,332.7250061035156,326.6700134277344,331.42999267578125,2581506,247.57000732421875,248.72000122070312,246.8300018310547,247.3000030517578,3802836,608.114990234375,615.6500244140625,607.5399780273438,613.6649780273438,1242267
2026-01-21 16:30:00+00:00,231.2899932861328,231.3000030517578,227.30999755859375,228.44000244140625,3759624,83.44499969482422,83.5999984741211,82.9000015258789,83.41000366210938,7041600,331.4700012207031,331.5198974609375,326.32000732421875,327.4049987792969,1463206,247.30999755859375,247.36000061035156,245.19000244140625,245.8300018310547,3521906,613.75,613.780029296875,607.8499755859375,610.4151000976562,807607
2026-01-21 17:30:00+00:00,228.44000244140625,228.4499969482422,226.8800048828125,227.57000732421875,2436982,83.41500091552734,83.55999755859375,82.98999786376953,83.5199966430664,6113114,327.364990234375,328.5799865722656,326.4200134277344,327.25,898139,245.82009887695312,246.47000122070312,245.5800018310547,245.8800048828125,2014674,610.4199829101562,611.3699951171875,606.4099731445312,607.635009765625,996918
2026-01-21 18:30:00+00:00,227.5399932861328,229.75999450683594,227.27000427246094,229.42999267578125,2482096,83.52249908447266,84.66999816894531,83.4749984741211,84.52999877929688,6606238,327.32000732421875,329.239990234375,326.2099914550781,328.8399963378906,918417,245.8800048828125,247.33999633789062,245.5,247.1103057861328,2357430,607.9099731445312,613.9249877929688,607.52001953125,613.9249877929688,693615
2026-01-21 19:30:00+00:00,229.47999572753906,232.3000030517578,229.39999389648438,230.5399932861328,4620057,84.52999877929688,85.08000183105469,84.36000061035156,84.74549865722656,7602656,328.95001220703125,332.04998779296875,328.44000244140625,329.05999755859375,2683756,247.1300048828125,251.55999755859375,247.10000610351562,248.38279724121094,7875948,614.0399780273438,618.27001953125,613.1950073242188,613.4600219726562,1108224
2026-01-21 20:30:00+00:00,230.55999755859375,231.75,230.1999969482422,231.35000610351562,2916202,84.74500274658203,85.5,84.5614013671875,85.37999725341797,7357572,328.9200134277344,329.19000244140625,327.8500061035156,328.4700012207031,1904450,248.38999938964844,248.5800018310547,246.83999633789062,247.6300048828125,4345116,613.439697265625,616.0,611.7000122070312,613.0499877929688,931691
2026-01-22 14:30:00+00:00,234.05999755859375,234.39999389648438,230.89999389648438,232.75,6635413,83.99500274658203,84.88999938964844,83.7300033569336,84.48999786376953,14005509,332.1300048828125,335.2099914550781,329.7699890136719,331.3800048828125,4046203,249.36000061035156,250.7799072265625,248.38499450683594,250.1300048828125,7300630,629.3499755859375,637.47998046875,626.5499877929688,635.89990234375,4158127
2026-01-22 15:30:00+00:00,232.75999450683594,235.2216033935547,232.5850067138672,234.77999877929688,3510187,84.48999786376953,84.80000305175781,83.87000274658203,83.88500213623047,5692588,331.489990234375,332.4299011230469,330.45001220703125,332.1650085449219,1151483,250.14999389648438,250.16000366210938,249.0,249.6999053955078,3165743,635.8699951171875,639.5599975585938,635.2000122070312,638.2180786132812,1625556
2026-01-22 16:30:00+00:00,234.8000030517578,235.3800048828125,234.38999938964844,235.02740478515625,1786751,83.8833999633789,84.18000030517578,83.69999694824219,83.74500274658203,5384031,332.1700134277344,332.489990234375,331.19000244140625,331.8299865722656,911340,249.69500732421875,249.89999389648438,249.25999450683594,249.74000549316406,1884417,638.3300170898438,644.1300048828125,637.6500244140625,643.9500732421875,1441002
2026-01-22 17:30:00+00:00,235.0399932861328,235.72000122070312,234.94000244140625,235.22000122070312,1494364,83.74500274658203,83.76000213623047,82.9800033569336,83.33989715576172,5130151,331.8800048828125,332.25,331.0,331.4599914550781,652643,249.75,250.82000732421875,249.72999572753906,250.67999267578125,1833609,644.0399780273438,647.344970703125,643.8699951171875,646.8499755859375,1599098
2026-01-22 18:30:00+00:00,235.22000122070312,235.25,234.77000427246094,235.02000427246094,1272026,83.33499908447266,83.43000030517578,83.05999755859375,83.4000015258789,4198058,331.44000244140625,332.260009765625,331.1499938964844,332.17999267578125,1279079,250.6699981689453,251.0,249.75010681152344,250.52000427246094,2047891,646.7999877929688,647.4400024414062,643.8200073242188,646.8150024414062,1177085
2026-01-22 19:30:00+00:00,235.00999450683594,235.0399932861328,233.97000122070312,233.97000122070312,1849426,83.40499877929688,83.5999984741211,83.13999938964844,83.31449890136719,4094582,332.19000244140625,332.25,329.7152099609375,329.7300109863281,1553469,250.50999450683594,250.625,248.26510620117188,248.3699951171875,3355209,646.8200073242188,647.25,645.1099853515625,646.1099853515625,1283665
2026-01-22 20:30:00+00:00,233.9600067138672,234.36990356445312,233.63999938964844,234.2899932861328,1729380,83.31009674072266,83.55000305175781,83.02999877929688,83.52999877929688,5063767,329.7200012207031,332.13250732421875,328.885009765625,330.79998779296875,8169616,248.33999633789062,248.9199981689453,248.17999267578125,248.33999633789062,2783413,646.0750122070312,648.22998046875,644.47998046875,647.8099975585938,1474270
2026-01-23 14:30:00+00:00,234.72000122070312,238.17999267578125,234.57000732421875,238.0,5933996,83.41500091552734,85.45999908447266,83.29000091552734,85.30999755859375,12667730,332.7250061035156,333.54998779296875,330.1700134277344,332.4100036621094,3300800,247.24000549316406,247.24000549316406,244.67999267578125,247.01010131835938,7601136,644.8350219726562,661.0,644.4450073242188,658.3007202148438,4199149
2026-01-23 15:30:00+00:00,237.97999572753906,240.4499969482422,237.39010620117188,239.15499877929688,3985536,85.31500244140625,85.7300033569336,85.0199966430664,85.65599822998047,5908429,332.4849853515625,332.7900085449219,330.4700012207031,330.6400146484375,1827144,247.02000427246094,249.41000366210938,246.97000122070312,248.35000610351562,3278816,658.0900268554688,663.2000122070312,656.4199829101562,661.7999877929688,1842058
2026-01-23 16:30:00+00:00,239.10499572753906,240.3300018310547,238.88999938964844,239.86500549316406,2359271,85.6500015258789,86.27999877929688,85.6404037475586,85.8385009765625,5188972,330.6199951171875,330.94000244140625,327.9700012207031,329.1000061035156,2396915,248.3699951171875,248.8000030517578,247.8800048828125,248.73989868164062,2265060,661.719970703125,663.6500244140625,660.3599853515625,662.364990234375,1091215
2026-01-23 17:30:00+00:00,239.87989807128906,239.99000549316406,238.82249450683594,239.40609741210938,1892962,85.83499908447266,86.30000305175781,85.77999877929688,86.0,4183978,329.1000061035156,329.25,328.010009765625,329.1400146484375,1437505,248.72000122070312,248.80990600585938,247.61000061035156,247.92999267578125,1917334,662.280029296875,665.6500244140625,659.9099731445312,665.510009765625,1773603
2026-01-23 18:30:00+00:00,239.42999267578125,239.9149932861328,238.91000366210938,239.4499969482422,1431257,86.01000213623047,86.02999877929688,85.41500091552734,85.59500122070312,2987708,329.1300048828125,330.17999267578125,328.8999938964844,329.8699951171875,1448079,247.9600067138672,248.0299072265625,246.97000122070312,247.47500610351562,2288849,665.5900268554688,666.4899291992188,663.4299926757812,664.280029296875,1043056
2026-01-23 19:30:00+00:00,239.4499969482422,239.99000549316406,239.00999450683594,239.27000427246094,1759010,85.59700012207031,85.81999969482422,85.43000030517578,85.66919708251953,3122622,329.8399963378906,330.010009765625,328.54998779296875,328.6400146484375,1136854,247.47000122070312,248.47000122070312,247.40499877929688,248.19000244140625,1941323,664.280029296875,664.75,661.4400024414062,662.0999755859375,902106
2026-01-23 20:30:00+00:00,239.27999877929688,239.44500732421875,238.57000732421875,239.19000244140625,2372509,85.66500091552734,86.19000244140625,85.54000091552734,86.08000183105469,4664319,328.6400146484375,328.9100036621094,328.0,328.42999267578125,1309851,248.19000244140625,248.85000610351562,247.7449951171875,247.97000122070312,2635711,662.0469970703125,662.1799926757812,657.5,658.75,1478185
