Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-21 14:30:00+01:00,346.1000061035156,353.2900085449219,344.79998779296875,351.95001220703125,4640366,256.5199890136719,257.1199951171875,253.60000610351562,255.82000732421875,9032052,335.20001220703125,337.79998779296875,333.04998779296875,337.29998779296875,7995425,71.94000244140625,73.12000274658203,71.79000091552734,73.05000305175781,8559742,680.3800048828125,716.2899780273438,679.5999755859375,712.35498046875,12617758
2026-09-21 15:30:00+01:00,351.8500061035156,353.29998779296875,349.93798828125,352.1600036621094,1536649,255.83999633789062,256.7099914550781,254.47999572753906,255.4199981689453,3843650,337.2900085449219,338.2149963378906,336.30999755859375,337.0400085449219,3529230,73.05500030517578,73.57499694824219,72.73999786376953,73.33000183105469,4183459,712.35498046875,713.6895751953125,706.0999755859375,712.5349731445312,3687001
2026-09-21 16:30:00+01:00,352.1600036621094,353.0299987792969,351.6199951171875,352.5299072265625,1508527,255.4149932861328,257.8999938964844,255.1300048828125,257.864990234375,4067639,337.0299987792969,339.0,336.9049987792969,338.5299987792969,3353338,73.33499908447266,73.73999786376953,73.27999877929688,73.63500213623047,3033096,712.405029296875,728.4000244140625,712.3699951171875,726.530029296875,5651487
2026-09-21 17:30:00+01:00,352.55499267578125,352.7200012207031,351.0960998535156,352.0474853515625,965624,257.864990234375,258.69000244140625,257.2699890136719,257.6625061035156,4255484,338.5398864746094,339.260009765625,338.4100036621094,338.760009765625,1905170,73.62999725341797,73.81500244140625,73.58000183105469,73.65499877929688,2154252,726.4949951171875,738.3099975585938,726.469970703125,737.6489868164062,5155601
2026-09-21 18:30:00+01:00,352.0920104980469,352.6199951171875,351.0899963378906,351.4549865722656,1324439,257.673095703125,259.05999755859375,257.5,258.29998779296875,2839940,338.760009765625,339.1199951171875,337.75,338.9200134277344,2223067,73.65499877929688,73.65499877929688,73.19000244140625,73.29499816894531,3280985,737.6397094726562,749.489990234375,736.3400268554688,747.3400268554688,6894905
2026-09-21 19:30:00+01:00,351.4800109863281,352.1600036621094,350.2950134277344,352.1000061035156,1451492,258.28009033203125,259.489990234375,258.1199951171875,258.9700012207031,3551198,338.9150085449219,339.55999755859375,338.19000244140625,339.4383850097656,2820146,73.29499816894531,73.87000274658203,73.2300033569336,73.81500244140625,5041910,747.3400268554688,748.760009765625,742.8699951171875,746.25,4744226
2026-09-21 20:30:00+01:00,352.1099853515625,352.54998779296875,350.6199951171875,351.07501220703125,2019726,258.9750061035156,259.489990234375,258.0409851074219,258.42999267578125,4250538,339.45001220703125,339.6400146484375,338.80999755859375,338.8900146484375,3068501,73.80999755859375,73.86000061035156,73.30999755859375,73.36000061035156,3981145,746.1599731445312,753.0,740.8300170898438,741.1300048828125,5723995
2026-09-22 14:30:00+01:00,353.5,359.9800109863281,352.95001220703125,357.20001220703125,5970057,255.3800048828125,259.0,253.7899932861328,256.739990234375,9708498,340.3299865722656,345.3399963378906,338.75,340.43499755859375,9894702,73.75299835205078,73.76000213623047,71.93000030517578,72.0199966430664,8111566,731.4749755859375,757.27001953125,730.0,751.0650024414062,11148096
