Ticker,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-14 15:30:00+01:00,245.82000732421875,247.75999450683594,245.75,247.35000610351562,7434543,104.875,105.43000030517578,104.5999984741211,105.40370178222656,5346227,653.8220825195312,661.5,653.0,660.2650146484375,2874407,325.739990234375,328.7749938964844,325.2799987792969,328.3901062011719,2111160,259.3299865722656,259.42999267578125,257.6099853515625,258.0553894042969,4964907
2026-04-14 16:30:00+01:00,247.33999633789062,249.75999450683594,247.27999877929688,249.6721954345703,8240274,105.40499877929688,106.18499755859375,105.3949966430664,106.15499877929688,4563471,660.239990234375,665.59912109375,660.0499877929688,664.9299926757812,2291188,328.3699951171875,330.3399963378906,328.32330322265625,330.1400146484375,2294219,258.04998779296875,258.3900146484375,257.1900939941406,257.70001220703125,4016733
2026-04-14 17:30:00+01:00,249.6699981689453,250.44000244140625,249.39999389648438,250.04849243164062,8563396,106.15499877929688,106.55000305175781,105.98999786376953,106.41500091552734,3566318,664.9000244140625,665.2899780273438,661.363525390625,661.85498046875,1153274,330.1400146484375,330.5350036621094,329.4200134277344,330.1600036621094,1420369,257.69000244140625,259.7651062011719,257.6199951171875,258.6600036621094,4098111
2026-04-14 18:30:00+01:00,250.05999755859375,252.17999267578125,249.47000122070312,249.55499267578125,8519532,106.41500091552734,106.56999969482422,105.66999816894531,105.94000244140625,3723657,661.9000244140625,666.260009765625,659.9099731445312,660.0549926757812,1525257,330.1700134277344,330.4100036621094,329.04998779296875,329.07000732421875,1262560,258.6600036621094,258.9700012207031,257.75,258.7799987792969,2712760
2026-04-14 19:30:00+01:00,249.5500030517578,249.6300048828125,248.1999969482422,249.48500061035156,9698791,105.93000030517578,106.29000091552734,105.70500183105469,106.20500183105469,4692008,660.1199951171875,662.5599975585938,660.010009765625,661.4349975585938,1158510,329.0799865722656,329.69500732421875,328.94000244140625,329.614990234375,949167,258.7799987792969,258.80999755859375,257.75,258.32501220703125,3074143
2026-04-14 20:30:00+01:00,249.5,249.73500061035156,248.47999572753906,249.02999877929688,5878959,106.20500183105469,106.41500091552734,106.05010223388672,106.22000122070312,5509264,661.4000244140625,662.780029296875,659.6900024414062,662.5499877929688,1670204,329.614990234375,330.6300048828125,329.2200012207031,330.5799865722656,1895858,258.32501220703125,258.8599853515625,258.1499938964844,258.8550109863281,5322365
2026-04-15 14:30:00+01:00,249.1999969482422,250.44000244140625,247.25999450683594,247.92999267578125,10022945,106.00499725341797,106.64990234375,105.04000091552734,105.99230194091797,6913991,667.0,675.3800048828125,664.219970703125,674.7550048828125,3979740,330.55999755859375,332.1400146484375,328.6700134277344,331.92498779296875,3079284,258.0950012207031,261.0400085449219,257.82000732421875,260.67999267578125,8314756
2026-04-15 15:30:00+01:00,247.9199981689453,248.4149932861328,247.1999969482422,247.77000427246094,5856837,105.99500274658203,106.06500244140625,105.61499786376953,105.81500244140625,4013640,674.7550048828125,676.155029296875,672.1442260742188,673.719970703125,1730608,331.92999267578125,331.9750061035156,330.1000061035156,330.29998779296875,1443219,260.70001220703125,264.1099853515625,260.4200134277344,263.17999267578125,7448665
2026-04-15 16:30:00+01:00,247.74000549316406,249.11000061035156,247.3300018310547,248.9550018310547,4065948,105.80999755859375,106.30000305175781,105.67500305175781,106.28500366210938,3255162,673.5150146484375,678.5,672.6699829101562,676.7100830078125,1603590,330.29998779296875,332.4599914550781,330.1000061035156,332.29998779296875,1122969,263.18499755859375,265.5,262.9849853515625,264.5790100097656,5556537
2026-04-15 17:30:00+01:00,248.97000122070312,248.97999572753906,247.72999572753906,248.44500732421875,3330132,106.28500366210938,106.7699966430664,106.20500183105469,106.76580047607422,4207850,676.77001953125,676.8699951171875,672.4199829101562,674.2899780273438,1183956,332.2799987792969,332.67999267578125,331.3999938964844,332.5350036621094,1027370,264.57000732421875,265.7900085449219,264.239990234375,264.94500732421875,4374751
2026-04-15 18:30:00+01:00,248.43499755859375,249.08999633789062,248.1501007080078,248.51060485839844,2988185,106.76499938964844,106.95999908447266,106.55999755859375,106.73500061035156,2493664,674.1649780273438,674.969970703125,670.9000244140625,672.5999755859375,874785,332.54998779296875,333.20001220703125,332.4515075683594,332.5350036621094,987676,264.9100036621094,265.29998779296875,264.29998779296875,265.17999267578125,2750108
2026-04-15 19:30:00+01:00,248.52000427246094,248.97999572753906,248.35000610351562,248.72999572753906,3223572,106.7300033569336,107.40499877929688,106.7300033569336,107.36499786376953,3448896,672.6699829101562,675.1500244140625,672.0601196289062,672.5900268554688,943764,332.54998779296875,334.6400146484375,332.54998779296875,333.1300048828125,1526693,265.19000244140625,265.864990234375,265.19000244140625,265.3399963378906,2971178
2026-04-15 20:30:00+01:00,248.72999572753906,249.4600067138672,248.39999389648438,248.41000366210938,5067961,107.36499786376953,107.8499984741211,107.16500091552734,107.66000366210938,7201959,672.5900268554688,674.6099853515625,670.0599975585938,671.5599975585938,1596144,333.07000732421875,334.8999938964844,332.989990234375,334.45001220703125,1969142,265.30999755859375,266.55999755859375,265.25,266.3699951171875,6497059
2026-04-16 14:30:00+01:00,248.97999572753906,250.0,244.1999969482422,245.55499267578125,11721800,107.41000366210938,108.45999908447266,106.62010192871094,107.58000183105469,10215190,675.989990234375,676.6799926757812,667.75,670.02001953125,2256685,335.8500061035156,337.05999755859375,333.0,334.06500244140625,2837868,266.79998779296875,267.1600036621094,261.30999755859375,262.05999755859375,11554343
2026-04-16 15:30:00+01:00,245.53199768066406,248.2198944091797,245.1999969482422,247.6300048828125,5664985,107.58499908447266,108.52729797363281,107.57499694824219,108.13680267333984,4671468,670.0999755859375,675.2899780273438,670.0,673.25,1150304,334.0799865722656,335.4100036621094,333.8599853515625,333.9599914550781,1385886,262.0899963378906,262.7300109863281,261.2699890136719,262.25,4797954
2026-04-16 16:30:00+01:00,247.6199951171875,249.0399932861328,247.51499938964844,248.44500732421875,3599206,108.12999725341797,108.94000244140625,108.08999633789062,108.30000305175781,4305824,673.239990234375,677.4099731445312,672.8800048828125,675.9400024414062,855944,333.8699951171875,335.80999755859375,333.8699951171875,335.239990234375,1614040,262.25,264.3898010253906,262.19000244140625,264.0801086425781,4125437
2026-04-16 17:30:00+01:00,248.4600067138672,249.25990295410156,247.72000122070312,249.1300048828125,2924221,108.30500030517578,108.36000061035156,107.9000015258789,108.04499816894531,3191455,675.9299926757812,676.030029296875,673.010009765625,674.489990234375,609217,335.239990234375,335.364990234375,333.1099853515625,333.3599853515625,994147,264.0899963378906,264.1686096191406,263.0899963378906,263.5199890136719,2692302
2026-04-16 18:30:00+01:00,249.1300048828125,249.6199951171875,248.32000732421875,248.57000732421875,3201739,108.04499816894531,108.35990142822266,107.80999755859375,107.97969818115234,3666409,674.489990234375,677.0549926757812,671.8701171875,672.6199951171875,731392,333.3550109863281,333.8599853515625,331.65008544921875,332.1531982421875,1235295,263.5299987792969,264.1700134277344,263.2900085449219,263.5799865722656,2435729
2026-04-16 19:30:00+01:00,248.58999633789062,249.44000244140625,248.23609924316406,248.66000366210938,3513350,107.9749984741211,108.37000274658203,107.92500305175781,108.05249786376953,5209167,672.6599731445312,674.9398803710938,672.5800170898438,673.5,702808,332.2001037597656,332.7699890136719,331.8800048828125,332.20001220703125,1409520,263.5899963378906,264.54998779296875,263.4800109863281,263.63409423828125,3260194
2026-04-16 20:30:00+01:00,248.6750030517578,249.72000122070312,248.64500427246094,249.7100067138672,4341811,108.05500030517578,108.23999786376953,107.11000061035156,107.6500015258789,9885516,673.4650268554688,677.5050048828125,673.25,676.8099975585938,1330256,332.2699890136719,333.3399963378906,332.239990234375,332.67999267578125,1816937,263.6300048828125,264.25,263.260009765625,263.3599853515625,3667931
2026-04-17 14:30:00+01:00,254.9499969482422,255.7725067138672,252.1999969482422,254.42999267578125,13625830,96.37000274658203,98.37999725341797,95.0999984741211,96.91670227050781,52227189,678.5999755859375,687.7899780273438,675.1300048828125,682.405029296875,3907234,334.7449951171875,335.4849853515625,333.2900085449219,334.4200134277344,4770321,267.0979919433594,269.7900085449219,266.7200012207031,268.5849914550781,16349267
2026-04-17 15:30:00+01:00,254.41000366210938,256.17999267578125,253.64999389648438,254.0800018310547,7162406,96.91500091552734,98.73999786376953,96.91000366210938,97.40499877929688,17051405,682.489990234375,687.77001953125,681.9000244140625,683.7000122070312,1995541,334.510009765625,335.5350036621094,333.8891906738281,335.5299987792969,1681859,268.635009765625,272.1000061035156,268.44000244140625,271.94000244140625,7480237
2026-04-17 16:30:00+01:00,254.0749969482422,254.4499969482422,253.1750030517578,253.2100067138672,3310173,97.4000015258789,98.42500305175781,97.11000061035156,98.13999938964844,9488737,683.6749877929688,685.5900268554688,682.7800903320312,684.4498901367188,1490292,335.54998779296875,336.57501220703125,335.1700134277344,336.3399963378906,1457837,271.95001220703125,272.29998779296875,270.7699890136719,271.54998779296875,4036285
2026-04-17 17:30:00+01:00,253.22999572753906,254.10000610351562,253.14999389648438,253.68710327148438,5527998,98.13999938964844,98.16000366210938,96.7300033569336,96.82499694824219,10252126,684.4400024414062,686.5499877929688,682.2100219726562,683.27001953125,918424,336.3699951171875,337.7300109863281,336.3699951171875,337.260009765625,1690841,271.55999755859375,271.7398986816406,270.17999267578125,270.5799865722656,6141486
2026-04-17 18:30:00+01:00,253.6699981689453,254.2899932861328,251.66009521484375,251.99949645996094,3821066,96.82499694824219,97.12999725341797,96.52999877929688,97.08499908447266,7534293,683.1500244140625,686.0800170898438,682.0388793945312,683.3900146484375,976984,337.260009765625,339.5199890136719,336.75,339.2099914550781,1975388,270.5799865722656,270.7300109863281,269.9200134277344,270.19000244140625,2909144
2026-04-17 19:30:00+01:00,252.0,252.0850067138672,250.4199981689453,250.6300048828125,4509245,97.08499908447266,97.38999938964844,96.5,97.26010131835938,9556126,683.5,684.989990234375,683.3900146484375,684.3709716796875,904248,339.2200012207031,339.9700012207031,338.7149963378906,338.92999267578125,1522550,270.19000244140625,270.79998779296875,269.5299987792969,269.69500732421875,4089699
2026-04-17 20:30:00+01:00,250.63999938964844,251.25,250.11000061035156,250.47000122070312,4782660,97.2699966430664,97.6500015258789,97.05999755859375,97.27999877929688,11315807,684.4099731445312,691.5,684.4099731445312,688.72998046875,2473917,338.94000244140625,339.9849853515625,338.739990234375,339.2799987792969,2161527,269.7099914550781,270.5299987792969,269.66009521484375,270.18499755859375,4777998
