Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-20 13:30:00+00:00,255.16000366210938,256.8699951171875,254.60000610351562,256.5950012207031,3376052,213.8000030517578,215.3699951171875,213.58999633789062,215.3300018310547,8658353,255.88499450683594,259.8699951171875,255.6300048828125,259.5050048828125,19526731,1207.875,1226.239990234375,1206.9000244140625,1224.75,1115449,721.25,732.27001953125,720.1799926757812,731.72998046875,2719056
2025-10-20 14:30:00+00:00,256.5950012207031,257.04998779296875,255.97999572753906,256.8699951171875,1417687,215.33999633789062,215.66000366210938,214.55999755859375,214.64999389648438,4483248,259.489990234375,263.54998779296875,259.07000732421875,262.57000732421875,20690049,1225.3399658203125,1234.300048828125,1223.530029296875,1233.93701171875,452425,731.6900024414062,732.3699951171875,728.8099975585938,729.9299926757812,1093441
2025-10-20 15:30:00+00:00,256.8900146484375,257.8699951171875,256.6400146484375,256.8599853515625,1229691,214.65499877929688,215.1909942626953,214.49000549316406,214.8800048828125,2935631,262.54998779296875,264.375,262.4175109863281,263.489990234375,13764809,1234.2327880859375,1236.5,1231.449951171875,1235.52001953125,353208,730.0999755859375,731.7088012695312,728.5,731.1300048828125,864571
2025-10-20 16:30:00+00:00,256.8500061035156,257.5199890136719,256.6476135253906,256.75,936526,214.8699951171875,216.0500030517578,214.67999267578125,215.7100067138672,2596339,263.4800109863281,264.2099914550781,262.6499938964844,263.1650085449219,8089517,1235.75,1241.449951171875,1234.820068359375,1240.9957275390625,301028,731.1099853515625,732.5499877929688,729.8300170898438,732.0,627716
2025-10-20 17:30:00+00:00,256.760009765625,257.0899963378906,256.3800048828125,256.7300109863281,611303,215.6811065673828,216.14999389648438,215.52999877929688,215.72000122070312,2303812,263.17999267578125,263.8299865722656,262.7900085449219,263.7300109863281,4756799,1241.364013671875,1247.760009765625,1240.47998046875,1245.1710205078125,389727,732.125,733.5598754882812,731.9000244140625,733.1500244140625,742534
2025-10-20 18:30:00+00:00,256.760009765625,257.5199890136719,256.4949951171875,256.9700012207031,1119155,215.72000122070312,216.60800170898438,215.66000366210938,216.35499572753906,3054110,263.739990234375,263.80999755859375,263.0400085449219,263.4200134277344,5423277,1245.2379150390625,1245.25,1237.0400390625,1239.93603515625,383346,733.1400146484375,733.77001953125,731.3300170898438,733.02001953125,738067
2025-10-20 19:30:00+00:00,256.95001220703125,257.56170654296875,256.8389892578125,257.0799865722656,1356575,216.36000061035156,216.64999389648438,216.22999572753906,216.47000122070312,3035312,263.44000244140625,263.8500061035156,261.92999267578125,262.2300109863281,8021467,1239.9849853515625,1241.68505859375,1237.0,1238.97998046875,383592,733.0750122070312,733.0750122070312,731.52001953125,732.3900146484375,949556
2025-10-21 13:30:00+00:00,255.3300018310547,255.3300018310547,252.0,252.4781951904297,3890195,218.40499877929688,222.23989868164062,218.0,221.72000122070312,14973073,261.8800048828125,265.2900085449219,261.8800048828125,263.4999084472656,17003580,1242.0,1248.599853515625,1231.7750244140625,1238.1800537109375,1122008,736.260009765625,738.5,731.280029296875,732.7949829101562,2027490
