Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-16 13:30:00+00:00,252.47000122070312,257.5799865722656,252.38999938964844,255.42999267578125,5904503,248.27000427246094,248.3800048828125,246.17999267578125,247.50999450683594,9564057,1212.1500244140625,1216.7099609375,1198.2166748046875,1200.3199462890625,600363,215.6699981689453,218.58999633789062,215.2899932861328,217.5749969482422,9257748,717.5599975585938,725.489990234375,717.489990234375,719.9301147460938,2035894
2025-10-16 14:30:00+00:00,255.5413055419922,256.9100036621094,254.72999572753906,254.85000610351562,1906922,247.49000549316406,249.0399932861328,247.48170471191406,248.23500061035156,4826932,1199.8199462890625,1208.6600341796875,1195.27001953125,1195.280029296875,338437,217.5970001220703,218.53500366210938,216.5153045654297,216.75999450683594,3851239,719.8350219726562,722.114990234375,718.6099853515625,719.125,786962
2025-10-16 15:30:00+00:00,254.80999755859375,255.42999267578125,252.8336944580078,252.9149932861328,1403542,248.1699981689453,248.66310119628906,247.03500366210938,247.72000122070312,3305994,1195.0,1196.3499755859375,1188.263671875,1189.06005859375,347924,216.75,217.0399932861328,215.4300994873047,215.5,3656254,719.0700073242188,720.3989868164062,712.8001098632812,713.1500244140625,868860
2025-10-16 16:30:00+00:00,252.88999938964844,253.75,251.50999450683594,253.5,1467532,247.70010375976562,247.7720947265625,246.0399932861328,247.22000122070312,4045208,1188.510009765625,1189.969970703125,1181.1258544921875,1188.77001953125,336606,215.5,215.86000061035156,213.8800048828125,215.52999877929688,5533686,712.5,713.780029296875,709.5401000976562,711.9500122070312,979445
2025-10-16 17:30:00+00:00,253.4600067138672,253.72999572753906,250.6699981689453,251.64100646972656,1237440,247.22000122070312,247.4199981689453,245.25999450683594,245.66000366210938,3995746,1188.77001953125,1189.58984375,1177.9100341796875,1180.1573486328125,239168,215.50999450683594,215.75999450683594,213.13999938964844,213.17999267578125,4659136,711.8200073242188,712.72998046875,703.8800048828125,705.4365234375,1075991
2025-10-16 18:30:00+00:00,251.64439392089844,252.86000061035156,250.91000366210938,252.11000061035156,1346462,245.63999938964844,247.02000427246094,245.1300048828125,246.5500030517578,3603265,1179.4100341796875,1182.5,1176.155029296875,1179.4000244140625,239063,213.1999969482422,214.8699951171875,212.8101043701172,214.07000732421875,5234988,705.4349975585938,710.5,704.3599853515625,708.5599975585938,888484
2025-10-16 19:30:00+00:00,252.15049743652344,252.74000549316406,251.61000061035156,251.8800048828125,2758143,246.55999755859375,247.91000366210938,246.35000610351562,247.42999267578125,3734949,1179.6300048828125,1185.125,1177.8499755859375,1183.2249755859375,406051,214.10000610351562,215.0,213.63999938964844,214.47000122070312,4346792,708.5599975585938,713.0,707.7239990234375,712.0599975585938,963254
2025-10-17 13:30:00+00:00,251.34500122070312,252.88999938964844,248.58999633789062,252.1300048828125,4548744,248.02000427246094,250.32000732421875,247.27000427246094,249.5601043701172,11142993,1183.5999755859375,1196.0,1178.9599609375,1194.6199951171875,659310,214.55999755859375,214.8000030517578,212.6199951171875,213.9600067138672,10392685,707.0750122070312,715.739990234375,706.1199951171875,713.8200073242188,2995068
