Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-03 15:30:00+00:00,344.510009765625,346.6499938964844,342.7200012207031,344.239990234375,1914710.0,269.8500061035156,271.2850036621094,267.6099853515625,268.8949890136719,5335029.0,695.864990234375,701.4000244140625,694.1500244140625,696.9949951171875,1070148.0,81.57050323486328,81.62999725341797,81.06500244140625,81.07499694824219,3359996,239.19000244140625,239.64999389648438,236.97999572753906,237.5800018310547,4987668
2026-02-03 16:30:00+00:00,344.2300109863281,345.010009765625,342.3299865722656,342.3450012207031,1282207.0,268.8999938964844,270.5,268.2900085449219,268.8999938964844,3977028.0,697.0700073242188,699.9299926757812,696.3699951171875,697.1500244140625,628665.0,81.07499694824219,81.0999984741211,80.30000305175781,80.30549621582031,4194189,237.58999633789062,237.89999389648438,236.36000061035156,237.3000030517578,3048779
2026-02-03 17:30:00+00:00,342.2900085449219,342.6400146484375,340.32000732421875,341.1400146484375,1572732.0,268.8900146484375,270.3699951171875,268.7550048828125,269.3399963378906,3592052.0,696.760009765625,698.47998046875,689.97998046875,691.77001953125,990971.0,80.3009033203125,80.9000015258789,80.19999694824219,80.33599853515625,3059643,237.27999877929688,238.23989868164062,236.3000030517578,236.92990112304688,3112998
2026-02-03 18:30:00+00:00,341.1700134277344,341.1700134277344,338.5899963378906,339.7200012207031,1549687.0,269.3349914550781,271.875,268.8500061035156,271.4800109863281,4426151.0,691.760009765625,691.760009765625,686.4099731445312,688.0,948319.0,80.33499908447266,80.55000305175781,79.86000061035156,79.91500091552734,4234994,236.89280700683594,237.11000061035156,235.4499969482422,236.1699981689453,2830358
2026-02-03 19:30:00+00:00,339.739990234375,340.489990234375,339.0299987792969,340.3999938964844,1522989.0,271.4700012207031,271.70001220703125,268.6700134277344,269.2099914550781,3448770.0,688.344970703125,689.7930297851562,686.4099731445312,687.4299926757812,777467.0,79.91349792480469,80.16000366210938,79.62999725341797,79.7249984741211,3755552,236.1699981689453,237.74000549316406,235.89999389648438,237.3800048828125,2799861
2026-02-03 20:30:00+00:00,340.4100036621094,341.489990234375,340.1400146484375,340.70001220703125,1461117.0,269.2149963378906,270.04998779296875,268.8399963378906,269.4599914550781,3048085.0,687.47998046875,692.1599731445312,687.3800048828125,691.6300048828125,959931.0,79.7249984741211,80.05000305175781,79.62000274658203,79.95989990234375,3967101,237.3800048828125,238.8300018310547,237.3800048828125,238.63299560546875,3009409
2026-02-04 14:30:00+00:00,343.9200134277344,344.25,335.95001220703125,336.9100036621094,5076576.0,272.30999755859375,278.80999755859375,272.2850036621094,276.1000061035156,14363169.0,687.72998046875,688.6900024414062,668.5700073242188,678.905029296875,3556456.0,79.9749984741211,81.38999938964844,79.2249984741211,81.36499786376953,7408217,238.6999969482422,238.77000427246094,234.3699951171875,237.4949951171875,7605192
2026-02-04 15:30:00+00:00,336.9599914550781,336.9599914550781,333.3999938964844,334.70001220703125,2659617.0,276.125,277.3900146484375,275.29998779296875,277.21380615234375,5901048.0,678.72998046875,680.0800170898438,672.4299926757812,676.3455810546875,1184496.0,81.36499786376953,81.43499755859375,80.62000274658203,80.93000030517578,3914817,237.4600067138672,238.27000427246094,236.05999755859375,236.9499969482422,3556822
2026-02-04 16:30:00+00:00,334.6600036621094,334.7514953613281,331.1000061035156,332.0249938964844,2234867.0,277.1935119628906,277.260009765625,273.8999938964844,275.25,5657904.0,676.4199829101562,676.739990234375,669.5399780273438,669.9199829101562,924622.0,80.93499755859375,81.18000030517578,80.33000183105469,80.62999725341797,3581727,236.9499969482422,237.08999633789062,233.3000946044922,233.42019653320312,3698706
2026-02-04 17:30:00+00:00,332.0350036621094,334.0350036621094,329.3800048828125,334.0249938964844,2441923.0,275.2699890136719,276.114990234375,273.1400146484375,275.6000061035156,5072262.0,669.8099975585938,671.85302734375,667.4600219726562,671.3350219726562,1046016.0,80.63999938964844,81.07499694824219,80.38999938964844,81.0,3129784,233.39999389648438,233.82000732421875,231.97000122070312,233.7449951171875,4215645
2026-02-04 18:30:00+00:00,334.0199890136719,334.19000244140625,330.489990234375,332.44000244140625,1785941.0,275.6199951171875,275.760009765625,274.3500061035156,274.9100036621094,3128540.0,671.2869873046875,673.4298706054688,668.6799926757812,671.8099975585938,802114.0,81.0,81.30000305175781,80.71440124511719,80.98500061035156,2471949,233.72950744628906,233.74000549316406,231.8300018310547,232.60000610351562,3549659
2026-02-04 19:30:00+00:00,332.3999938964844,335.1499938964844,332.3299865722656,334.375,2374487.0,274.90020751953125,278.0799865722656,274.8299865722656,277.6099853515625,5267006.0,671.969970703125,674.9299926757812,670.7532958984375,673.52001953125,967539.0,80.98500061035156,81.20999908447266,80.23999786376953,80.32499694824219,3261265,232.60000610351562,234.89999389648438,232.57000732421875,233.8000030517578,3399915
2026-02-04 20:30:00+00:00,334.375,334.8299865722656,333.0,333.30999755859375,2367636.0,277.6099853515625,278.95001220703125,276.3599853515625,276.4599914550781,7312922.0,673.530029296875,674.4199829101562,667.989990234375,668.989990234375,1078946.0,80.32499694824219,80.54499816894531,80.05999755859375,80.18499755859375,3626398,233.80999755859375,234.74000549316406,232.41000366210938,232.92999267578125,3434833
2026-02-05 14:30:00+00:00,313.20001220703125,326.5498962402344,306.9200134277344,317.36090087890625,14436463.0,278.0199890136719,279.44000244140625,273.2300109863281,276.7850036621094,9310150.0,663.030029296875,672.2999877929688,653.52001953125,657.97998046875,3157657.0,81.45500183105469,83.29499816894531,81.31999969482422,81.51499938964844,12713781,224.99000549316406,226.3000030517578,220.38999938964844,222.27000427246094,16748667
2026-02-05 15:30:00+00:00,317.3800048828125,324.04998779296875,317.1000061035156,324.0492858886719,4658891.0,276.7900085449219,277.3999938964844,273.2900085449219,275.2200012207031,4526349.0,658.0700073242188,676.219970703125,658.0700073242188,675.0900268554688,1675757.0,81.51200103759766,81.74600219726562,80.78500366210938,81.21499633789062,4707547,222.27000427246094,223.97000122070312,221.6699981689453,223.69000244140625,5578359
2026-02-05 16:30:00+00:00,324.05999755859375,325.04998779296875,321.8900146484375,323.6451110839844,2869644.0,275.2900085449219,275.5,273.5249938964844,274.739990234375,2531820.0,675.0900268554688,680.280029296875,674.1199951171875,678.3499755859375,1289523.0,81.23999786376953,81.9000015258789,80.63999938964844,81.85980224609375,3015453,223.72999572753906,225.11000061035156,223.39999389648438,224.7050018310547,4798546
2026-02-05 17:30:00+00:00,323.6098937988281,326.3450012207031,322.3623962402344,325.79998779296875,2242924.0,274.7200012207031,274.9800109863281,273.9100036621094,274.32000732421875,1764770.0,678.1099853515625,681.5,676.5,677.2550048828125,907829.0,81.85350036621094,81.93000030517578,81.03019714355469,81.1792984008789,15780419,224.74000549316406,225.5500030517578,223.0,223.3905029296875,4587284
2026-02-05 18:30:00+00:00,325.75,331.45001220703125,325.0899963378906,330.2200012207031,2569120.0,274.260009765625,277.57000732421875,274.114990234375,277.0450134277344,2995492.0,677.2800903320312,680.9000244140625,674.1842041015625,677.35498046875,827997.0,81.18000030517578,81.53980255126953,80.96499633789062,80.98500061035156,0,223.39999389648438,224.50999450683594,222.77999877929688,223.1699981689453,3955104
2026-02-05 19:30:00+00:00,330.25,332.56500244140625,328.1300048828125,330.4150085449219,3078127.0,277.06500244140625,277.7200012207031,276.085693359375,276.6300048828125,3087121.0,677.22900390625,679.5599975585938,671.4400024414062,671.5399780273438,870552.0,80.98999786376953,81.33999633789062,80.53500366210938,80.88410186767578,2990796,223.16000366210938,223.5800018310547,221.99000549316406,223.1699981689453,5658832
2026-02-05 20:30:00+00:00,330.3900146484375,332.6440124511719,329.8500061035156,331.6400146484375,3064356.0,276.6300048828125,276.9100036621094,275.3500061035156,275.9200134277344,3990713.0,671.5999755859375,674.5399780273438,668.3900146484375,670.0900268554688,1139208.0,80.88500213623047,81.08999633789062,80.58000183105469,80.81999969482422,3131932,223.0399932861328,223.38099670410156,221.50999450683594,222.5,6219749
2026-02-06 14:30:00+00:00,327.3800048828125,330.44000244140625,320.1499938964844,323.25,7080370.0,277.1600036621094,280.9049987792969,277.0,279.2900085449219,10301776.0,665.489990234375,671.9899291992188,646.5001220703125,655.75,3587691.0,81.05000305175781,82.48500061035156,80.6500015258789,81.57499694824219,6666604,202.6300048828125,205.38999938964844,200.30999755859375,204.8699951171875,42085668
2026-02-06 15:30:00+00:00,323.2300109863281,324.54998779296875,321.0400085449219,321.9100036621094,3043250.0,279.29998779296875,279.95001220703125,278.53021240234375,279.114990234375,3913103.0,655.77001953125,659.530029296875,653.6124877929688,657.53369140625,1461872.0,81.56999969482422,81.58999633789062,81.0,81.2300033569336,2861682,204.85499572753906,206.5800018310547,203.74200439453125,204.89999389648438,14744218
2026-02-06 16:30:00+00:00,321.9100036621094,323.3900146484375,321.5299987792969,322.739990234375,2461948.0,279.1000061035156,279.7749938964844,278.239990234375,278.67999267578125,3039580.0,657.60498046875,663.780029296875,654.489990234375,662.0850219726562,1274641.0,81.2300033569336,81.56999969482422,81.1500015258789,81.3550033569336,2719356,204.85000610351562,208.10000610351562,204.5200958251953,208.05999755859375,12762492
2026-02-06 17:30:00+00:00,322.7200012207031,325.95001220703125,322.5,325.2300109863281,2175511.0,278.7099914550781,278.79998779296875,277.4901123046875,277.7749938964844,2618460.0,661.95947265625,664.2100219726562,659.8900146484375,660.4398803710938,1127459.0,81.3550033569336,81.5,81.05500030517578,81.29000091552734,2481121,208.05999755859375,211.25999450683594,207.0,207.25999450683594,14473150
2026-02-06 18:30:00+00:00,325.25,325.9100036621094,324.0799865722656,324.6600036621094,1658327.0,277.79998779296875,277.9599914550781,276.92498779296875,277.1300048828125,2548586.0,660.4500122070312,661.8300170898438,657.8200073242188,661.760009765625,661539.0,81.29499816894531,81.71990203857422,81.15499877929688,81.67500305175781,2043367,207.24000549316406,207.8699951171875,205.75999450683594,207.39999389648438,8127785
2026-02-06 19:30:00+00:00,324.6700134277344,324.8299865722656,321.7699890136719,322.9150085449219,2281316.0,277.1300048828125,278.75,276.9949951171875,277.6600036621094,3186499.0,661.7000122070312,662.0,654.72998046875,660.54248046875,1073566.0,81.67500305175781,81.98999786376953,80.86000061035156,81.44999694824219,4246665,207.39999389648438,208.36500549316406,205.31500244140625,207.7899932861328,8930164
2026-02-06 20:30:00+00:00,322.9024963378906,324.989990234375,322.30010986328125,323.0899963378906,2454836.0,277.6549987792969,279.010009765625,277.57000732421875,278.0799865722656,3255323.0,660.594970703125,663.64990234375,659.1599731445312,661.2750244140625,1102522.0,81.44999694824219,82.38999938964844,81.32469940185547,82.18000030517578,4392946,207.7899932861328,211.43170166015625,207.61000061035156,210.31500244140625,9300250
