Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-04 15:30:00+01:00,73.55999755859375,73.74500274658203,72.88500213623047,73.07499694824219,4553368,277.5899963378906,279.1499938964844,276.6199951171875,278.1400146484375,9234195,306.8599853515625,306.89990234375,305.2250061035156,305.67388916015625,5755639,583.6199951171875,584.6900024414062,581.0499877929688,583.2249755859375,2024173,374.8100891113281,375.17999267578125,372.44000244140625,373.8500061035156,1960796
2026-08-04 16:30:00+01:00,73.07499694824219,73.12000274658203,72.56009674072266,72.69000244140625,3747802,278.1400146484375,278.5799865722656,277.0539855957031,278.5,5502066,305.6700134277344,306.7300109863281,305.489990234375,306.5050048828125,4275297,583.3099975585938,584.3499755859375,581.3800048828125,581.5250244140625,1434915,373.8399963378906,373.8999938964844,372.75,373.57000732421875,1451734
2026-08-04 17:30:00+01:00,72.68499755859375,72.87000274658203,72.44020080566406,72.87000274658203,4161303,278.4700927734375,279.239990234375,278.010009765625,278.75,5155514,306.5050048828125,310.4200134277344,306.3399963378906,308.8999938964844,5070397,581.6099853515625,588.7753295898438,578.25,588.3300170898438,2430581,373.55999755859375,375.6000061035156,373.4200134277344,374.9100036621094,1487337
2026-08-04 18:30:00+01:00,72.875,73.32499694824219,72.81999969482422,73.08999633789062,4043811,278.760009765625,279.0400085449219,277.7099914550781,277.989990234375,5894715,308.8999938964844,310.1300048828125,308.6600036621094,309.32000732421875,5054926,588.3674926757812,589.6699829101562,587.0800170898438,589.2050170898438,1167419,374.9100036621094,377.45001220703125,374.7799987792969,377.318603515625,1437355
2026-08-04 19:30:00+01:00,73.0999984741211,73.48999786376953,72.9800033569336,73.26000213623047,3534584,278.0,278.2842102050781,276.8999938964844,277.1099853515625,5513183,309.30999755859375,309.79998779296875,308.25,309.5799865722656,4685626,589.2050170898438,591.0,588.0,590.5449829101562,1358335,377.32000732421875,377.66900634765625,375.92999267578125,376.17999267578125,1580726
2026-08-04 20:30:00+01:00,73.2699966430664,73.5999984741211,73.19000244140625,73.55999755859375,4738920,277.1050109863281,278.739990234375,277.0050048828125,277.42999267578125,6338524,309.5799865722656,310.4200134277344,308.8800048828125,309.3900146484375,5711308,590.510009765625,592.7869873046875,587.6599731445312,587.7100219726562,2047700,376.19000244140625,377.6400146484375,375.07000732421875,375.42999267578125,1782225
2026-08-05 14:30:00+01:00,75.11000061035156,75.30000305175781,73.73999786376953,74.09970092773438,7175990,281.5899963378906,282.7900085449219,275.30999755859375,276.760009765625,10292578,309.3599853515625,309.3800048828125,305.6700134277344,306.7275085449219,10544948,600.5250244140625,601.0,591.1801147460938,591.8099975585938,3222962,380.0849914550781,381.2099914550781,375.614990234375,378.54998779296875,3386496
2026-08-05 15:30:00+01:00,74.08499908447266,74.44000244140625,73.91999816894531,74.06999969482422,3426995,276.7300109863281,278.1400146484375,275.25,275.25,4452268,306.70001220703125,311.70819091796875,306.2699890136719,308.5950012207031,7426689,591.8200073242188,593.0599975585938,585.96240234375,585.96240234375,1351682,378.4700012207031,379.95989990234375,376.239990234375,376.2850036621094,1536345
2026-08-05 16:30:00+01:00,74.07499694824219,74.08000183105469,73.37999725341797,73.43000030517578,2710055,275.2650146484375,275.5350036621094,272.010009765625,273.0899963378906,5640632,308.5950012207031,309.44000244140625,307.8299865722656,308.639892578125,3930602,585.9000244140625,587.4697875976562,580.1199951171875,583.0399780273438,1775071,376.2850036621094,376.6499938964844,355.1600036621094,362.80499267578125,9194650
2026-08-05 17:30:00+01:00,73.43000030517578,73.51499938964844,73.15499877929688,73.48500061035156,2058553,273.0799865722656,273.1300048828125,271.17999267578125,271.9200134277344,4159247,308.6300048828125,309.9800109863281,308.45001220703125,309.739990234375,2598651,582.97998046875,585.5,581.0,583.7000122070312,1275101,362.8900146484375,363.1000061035156,359.4800109863281,360.010009765625,3830226
2026-08-05 18:30:00+01:00,73.48999786376953,73.63990020751953,73.38500213623047,73.46209716796875,1686844,271.92999267578125,272.0400085449219,271.2300109863281,271.31500244140625,3357261,309.75,310.2200012207031,308.0799865722656,308.1900939941406,2656326,583.8900146484375,584.2191772460938,582.530029296875,582.8900146484375,891022,360.0400085449219,362.7250061035156,358.30999755859375,360.6199951171875,2773678
2026-08-05 19:30:00+01:00,73.46499633789062,73.80999755859375,73.21499633789062,73.71499633789062,3101918,271.3299865722656,271.739990234375,270.739990234375,271.239990234375,3723038,308.2091979980469,309.8789978027344,308.0849914550781,309.6200866699219,4050737,582.8800048828125,588.8648071289062,580.280029296875,588.4199829101562,2288739,360.6099853515625,361.0450134277344,358.6300964355469,359.6600036621094,2719375
2026-08-05 20:30:00+01:00,73.70999908447266,74.31500244140625,73.66000366210938,74.19499969482422,4624283,271.25,273.1700134277344,271.1000061035156,272.6000061035156,4863190,309.6099853515625,311.55499267578125,309.3900146484375,310.9200134277344,6126779,588.47998046875,590.1799926757812,586.3800048828125,588.9099731445312,1592572,359.6600036621094,360.9399108886719,358.8399963378906,360.1099853515625,2671505
2026-08-06 14:30:00+01:00,75.02999877929688,75.19999694824219,73.1001968383789,73.36000061035156,8301006,272.7650146484375,275.4800109863281,272.260009765625,272.6099853515625,7032266,314.3399963378906,316.2893981933594,312.1199951171875,312.8399963378906,10486977,586.3350219726562,595.3099975585938,585.9949951171875,589.97998046875,3251402,358.7919921875,361.9599914550781,358.25,358.6000061035156,3964924
2026-08-06 15:30:00+01:00,73.36000061035156,74.05500030517578,73.28009796142578,73.61389923095703,3600731,272.59039306640625,274.42999267578125,272.5,274.2099914550781,3349187,312.79998779296875,313.6400146484375,309.6600036621094,310.1000061035156,5738168,589.97998046875,594.0,588.6749877929688,589.9000244140625,1625485,358.57000732421875,360.3900146484375,357.0899963378906,358.67498779296875,1939355
2026-08-06 16:30:00+01:00,73.61499786376953,73.81999969482422,73.43499755859375,73.76000213623047,2925208,274.25,274.4700012207031,272.8999938964844,273.260009765625,1959913,310.1050109863281,311.260009765625,309.2300109863281,311.1570129394531,3774543,589.8300170898438,589.9257202148438,587.3499755859375,589.3098754882812,1114782,358.7200012207031,358.9999084472656,357.3999938964844,358.4200134277344,1264687
2026-08-06 17:30:00+01:00,73.76000213623047,73.81999969482422,73.29499816894531,73.4800033569336,1960438,273.2699890136719,273.3399963378906,271.7099914550781,271.94000244140625,2987681,311.1600036621094,311.760009765625,310.7099914550781,311.2005920410156,3748424,589.375,591.27001953125,587.830078125,587.9099731445312,1482516,358.45001220703125,358.489990234375,356.6000061035156,356.8450012207031,1395496
2026-08-06 18:30:00+01:00,73.4800033569336,73.83000183105469,73.45349884033203,73.77459716796875,2413931,271.94989013671875,272.2900085449219,271.5299987792969,271.6499938964844,1858844,311.2099914550781,312.4200134277344,311.18011474609375,312.239990234375,2450423,587.9600219726562,590.3699951171875,587.1400146484375,590.2100219726562,799281,356.8699951171875,357.489990234375,355.989990234375,356.5801086425781,1287818
2026-08-06 19:30:00+01:00,73.77999877929688,73.87000274658203,73.56999969482422,73.59120178222656,2028471,271.6575012207031,272.0299987792969,271.1000061035156,271.17999267578125,2480488,312.2477111816406,312.82000732421875,311.8800048828125,312.5799865722656,3027688,590.25,591.5,589.0900268554688,589.2449951171875,904327,356.6025085449219,357.1700134277344,356.0,356.07000732421875,1654972
2026-08-06 20:30:00+01:00,73.58999633789062,73.70999908447266,73.2927017211914,73.68000030517578,3506491,271.1600036621094,272.45001220703125,271.0845031738281,272.20001220703125,3040548,312.5899963378906,312.94000244140625,311.7799987792969,312.45001220703125,3796760,589.0800170898438,590.1099853515625,587.2999877929688,589.8400268554688,1156482,356.0450134277344,357.010009765625,355.8299865722656,356.760009765625,1572592
2026-08-07 14:30:00+01:00,73.16999816894531,74.31500244140625,73.1500015258789,74.09750366210938,7163293,274.0,277.8500061035156,273.54998779296875,276.1499938964844,8739038,312.0,314.135009765625,310.739990234375,314.0799865722656,7215243,589.0,597.0,587.530029296875,592.8099975585938,2562157,356.0,357.54998779296875,353.5,354.7698974609375,3701392
2026-08-07 15:30:00+01:00,74.08999633789062,74.27999877929688,73.98999786376953,74.05999755859375,2427219,276.125,278.30999755859375,275.9100036621094,278.19000244140625,3295121,314.0899963378906,314.80999755859375,313.0,313.3599853515625,4161883,592.8099975585938,598.7399291992188,592.4099731445312,596.280029296875,1972981,354.7699890136719,356.5299987792969,353.1000061035156,356.0050048828125,1681292
2026-08-07 16:30:00+01:00,74.05180358886719,74.41349792480469,73.91999816894531,74.03980255126953,2006299,278.20001220703125,278.29998779296875,275.8399963378906,276.1700134277344,2088311,313.3599853515625,313.4200134277344,311.5400085449219,311.69000244140625,3258407,596.4849853515625,596.8300170898438,592.6199951171875,593.3699951171875,1380035,356.0199890136719,356.20001220703125,353.2699890136719,353.6099853515625,942668
2026-08-07 17:30:00+01:00,74.04000091552734,74.2750015258789,73.93000030517578,74.13410186767578,1919834,276.19000244140625,276.2099914550781,274.0299987792969,274.3450012207031,3330560,311.69500732421875,312.9032897949219,311.610107421875,312.739990234375,2173574,593.3629760742188,594.5899047851562,590.8099975585938,591.8200073242188,583399,353.639892578125,354.5899963378906,353.30999755859375,353.8999938964844,827925
2026-08-07 18:30:00+01:00,74.12999725341797,74.44499969482422,74.125,74.3499984741211,2532589,274.3450012207031,275.2300109863281,273.94500732421875,275.1679992675781,2720799,312.739990234375,313.25,311.82000732421875,311.91900634765625,2366404,591.8200073242188,592.6799926757812,591.4000244140625,592.2899780273438,639051,353.8949890136719,354.4200134277344,353.29998779296875,353.3399963378906,900868
2026-08-07 19:30:00+01:00,74.33999633789062,74.375,74.19999694824219,74.28500366210938,1951361,275.1549987792969,275.2049865722656,274.0400085449219,274.8299865722656,2371962,311.91009521484375,313.3900146484375,311.67999267578125,313.2774963378906,2613734,592.280029296875,593.594970703125,590.1799926757812,592.489990234375,691572,353.29998779296875,354.2200012207031,352.82000732421875,354.2200012207031,1309749
2026-08-07 20:30:00+01:00,74.28500366210938,74.5,74.11000061035156,74.12000274658203,3056080,274.8800048828125,275.57501220703125,273.9200134277344,274.44000244140625,4231590,313.2799987792969,314.17999267578125,312.92498779296875,313.29998779296875,4253428,592.5499877929688,595.5900268554688,591.6500244140625,591.8150024414062,1152376,354.19000244140625,354.75,353.3900146484375,353.3900146484375,1163674
