Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-02 15:30:00+01:00,84.05000305175781,84.2699966430664,83.66999816894531,83.67500305175781,4934621,257.8099060058594,261.2025146484375,257.760009765625,260.67999267578125,5378234,603.1900024414062,608.8800048828125,602.8049926757812,607.3699951171875,2132122,310.375,312.92999267578125,309.260009765625,312.7099914550781,4895435,366.9700012207031,369.7898864746094,365.8800048828125,366.2449951171875,3200556
2026-06-02 16:30:00+01:00,83.67500305175781,84.2300033569336,83.58999633789062,84.1449966430664,4590795,260.70001220703125,260.7699890136719,258.4200134277344,259.2200012207031,3317773,607.3051147460938,608.3699951171875,605.4000244140625,607.4099731445312,1709185,312.70001220703125,313.1499938964844,312.0400085449219,312.489990234375,3617660,366.2149963378906,366.2300109863281,362.67010498046875,363.8399963378906,2414535
2026-06-02 17:30:00+01:00,84.1449966430664,84.39749908447266,84.04499816894531,84.38500213623047,3107703,259.2298889160156,259.25,257.5899963378906,257.625,2380703,607.4400024414062,608.2999877929688,605.4299926757812,606.22998046875,815786,312.4800109863281,315.1000061035156,311.8999938964844,314.67999267578125,5289704,363.82550048828125,365.4049987792969,363.2799987792969,363.9800109863281,1549838
2026-06-02 18:30:00+01:00,84.38500213623047,84.41000366210938,83.6500015258789,83.68499755859375,2944575,257.6199951171875,258.5799865722656,257.3310852050781,258.1499938964844,3407560,606.155029296875,606.3900146484375,604.5,604.7000122070312,838253,314.67999267578125,315.45001220703125,313.7550048828125,314.239990234375,3783245,364.010009765625,364.8800048828125,361.0849914550781,361.2149963378906,1785136
2026-06-02 19:30:00+01:00,83.68000030517578,83.80999755859375,83.39009857177734,83.41999816894531,5334753,258.1300048828125,258.5799865722656,257.75,257.92498779296875,2547452,604.6849975585938,604.97998046875,600.2100219726562,600.64501953125,1475884,314.2598876953125,315.2200012207031,314.19000244140625,314.7650146484375,3482397,361.2300109863281,362.1700134277344,360.4100036621094,360.5199890136719,2020291
2026-06-02 20:30:00+01:00,83.41500091552734,83.61499786376953,83.29000091552734,83.31999969482422,6102161,257.9200134277344,258.17999267578125,256.3500061035156,256.5,4726240,600.6699829101562,600.8599853515625,597.260009765625,597.6599731445312,2314799,314.760009765625,315.44000244140625,314.0299987792969,315.19000244140625,4596467,360.5299987792969,360.7900085449219,357.8500061035156,358.5,4366142
2026-06-03 14:30:00+01:00,82.88999938964844,83.30000305175781,81.80000305175781,81.80999755859375,8714236,254.6999969482422,257.0899963378906,252.58999633789062,252.72500610351562,10255887,602.989990234375,619.3800048828125,600.27001953125,616.2550048828125,6557720,314.17498779296875,316.94000244140625,314.0,314.3500061035156,9396189,358.3349914550781,362.5,357.19000244140625,357.6600036621094,13132128
2026-06-03 15:30:00+01:00,81.81069946289062,81.97000122070312,81.53500366210938,81.55999755859375,4119683,252.72500610351562,253.27000427246094,250.00999450683594,250.2949981689453,7425937,616.4600219726562,619.7999877929688,613.9550170898438,616.2501220703125,2425569,314.3699951171875,314.6499938964844,310.30999755859375,311.6600036621094,6549146,357.6000061035156,360.17999267578125,354.7200012207031,355.864990234375,4917843
2026-06-03 16:30:00+01:00,81.56500244140625,81.625,81.10009765625,81.20500183105469,4181999,250.2899932861328,250.5749969482422,249.02000427246094,249.06500244140625,5452595,616.3800048828125,616.52001953125,611.6099853515625,613.2050170898438,1381663,311.6400146484375,312.19000244140625,309.510009765625,309.7601013183594,6552624,355.9100036621094,357.3500061035156,354.79998779296875,355.44000244140625,3115432
2026-06-03 17:30:00+01:00,81.19000244140625,81.54499816894531,81.1720962524414,81.50509643554688,2440469,249.0500030517578,249.28700256347656,247.7100067138672,248.0800018310547,5618582,613.27001953125,620.280029296875,612.6300048828125,617.8599853515625,1653923,309.760009765625,310.4649963378906,308.8500061035156,309.2099914550781,3649007,355.4700012207031,358.659912109375,355.3450012207031,357.8999938964844,2302537
2026-06-03 18:30:00+01:00,81.50509643554688,81.7300033569336,81.36499786376953,81.37999725341797,2311279,248.0399932861328,249.39999389648438,247.80999755859375,248.94000244140625,4549897,617.8200073242188,624.0,617.1599731445312,621.8699951171875,2104054,309.19500732421875,309.9800109863281,308.9800109863281,309.8399963378906,2467933,357.8999938964844,358.30999755859375,355.510009765625,356.0,2703850
2026-06-03 19:30:00+01:00,81.38500213623047,81.6500015258789,81.30000305175781,81.56500244140625,3144126,248.94000244140625,249.2100067138672,248.08839416503906,248.5399932861328,3882341,621.905029296875,623.780029296875,620.3900756835938,621.030029296875,1570786,309.8399963378906,310.5400085449219,309.2699890136719,310.4150085449219,3123761,356.010009765625,357.8299865722656,355.75,356.54998779296875,3021090
2026-06-03 20:30:00+01:00,81.56500244140625,81.69499969482422,81.5,81.52999877929688,4959049,248.5500030517578,250.27000427246094,248.27999877929688,249.97000122070312,6332659,621.030029296875,624.0999755859375,620.2847900390625,623.1099853515625,2784132,310.4150085449219,311.1000061035156,309.20001220703125,310.3800048828125,6562646,356.5299987792969,356.5450134277344,354.3999938964844,355.82000732421875,4714652
2026-06-04 14:30:00+01:00,83.23500061035156,83.69999694824219,82.79000091552734,82.79000091552734,11624036,253.32000732421875,255.13999938964844,251.77999877929688,253.8249969482422,9557771,623.6699829101562,640.4000244140625,622.5999755859375,638.0050048828125,5930256,313.30499267578125,313.5400085449219,309.90008544921875,310.25,9640009,355.4800109863281,365.5,354.8500061035156,365.0299987792969,7530068
2026-06-04 15:30:00+01:00,82.79000091552734,82.88500213623047,82.12000274658203,82.38330078125,4167825,253.85000610351562,255.82989501953125,253.52000427246094,255.57000732421875,4407861,638.1799926757812,640.5,634.60009765625,638.4949951171875,2175355,310.260009765625,311.3500061035156,309.79998779296875,310.3999938964844,3601740,365.010009765625,367.8599853515625,364.0400085449219,367.80499267578125,3548853
2026-06-04 16:30:00+01:00,82.38999938964844,82.48999786376953,81.80000305175781,81.82499694824219,2859661,255.55999755859375,255.66439819335938,253.60000610351562,253.7899932861328,3308145,638.4949951171875,642.3300170898438,632.9801025390625,633.5999755859375,2355304,310.4100036621094,311.1099853515625,309.6499938964844,310.6300048828125,3102831,367.79998779296875,369.3699951171875,365.1199951171875,368.2749938964844,3130528
2026-06-04 17:30:00+01:00,81.82499694824219,81.98999786376953,81.5,81.75499725341797,3203060,253.7949981689453,254.6699981689453,253.55999755859375,254.39500427246094,3177271,633.3201904296875,633.760009765625,627.6099853515625,630.02001953125,1627692,310.6300048828125,311.7900085449219,310.4800109863281,311.6650085449219,3514607,368.30499267578125,369.7090148925781,367.1600036621094,369.6700134277344,2250789
2026-06-04 18:30:00+01:00,81.75,81.83999633789062,81.51000213623047,81.66790008544922,2808398,254.3699951171875,254.83999633789062,253.625,254.6999969482422,2543038,630.0599975585938,630.2999267578125,625.9199829101562,626.280029296875,1014115,311.6700134277344,311.9750061035156,310.989990234375,311.4200134277344,2206917,369.63751220703125,369.8450012207031,367.75,369.40008544921875,2026805
2026-06-04 19:30:00+01:00,81.66500091552734,81.83499908447266,81.58000183105469,81.58000183105469,3475096,254.7050018310547,254.89999389648438,253.38499450683594,253.7899932861328,3018818,626.239990234375,627.0999755859375,624.3300170898438,624.4650268554688,980323,311.4100036621094,312.07000732421875,311.35919189453125,311.94000244140625,2612939,369.4049987792969,369.625,367.1199951171875,367.7699890136719,2564972
2026-06-04 20:30:00+01:00,81.58000183105469,81.62000274658203,81.37000274658203,81.56999969482422,5146211,253.77000427246094,254.10000610351562,250.02000427246094,253.91000366210938,3737964,624.510009765625,627.7150268554688,622.7999877929688,627.5399780273438,1490687,311.94000244140625,311.9599914550781,310.260009765625,311.1600036621094,4150477,367.7900085449219,369.82000732421875,355.67999267578125,369.3699951171875,3137712
2026-06-05 14:30:00+01:00,82.38400268554688,82.75,81.54010009765625,81.87999725341797,8574611,254.0,256.3800048828125,252.01010131835938,253.83999633789062,10002710,623.4600219726562,629.0399780273438,614.6900024414062,618.5650024414062,3486132,312.989990234375,315.1700134277344,312.3999938964844,313.42498779296875,10660699,363.55999755859375,369.20001220703125,361.8299865722656,367.6499938964844,5378451
2026-06-05 15:30:00+01:00,81.88999938964844,81.91000366210938,81.35009765625,81.66500091552734,3831974,253.8300018310547,254.08999633789062,252.42999267578125,253.61500549316406,3642042,618.5742797851562,618.9000244140625,612.72998046875,613.4650268554688,1458232,313.4200134277344,314.75,312.239990234375,313.42999267578125,4746478,367.6400146484375,367.9200134277344,365.3399963378906,367.42999267578125,2128789
2026-06-05 16:30:00+01:00,81.66000366210938,81.69000244140625,81.13999938964844,81.41000366210938,3293861,253.60000610351562,253.6999969482422,252.360107421875,253.03500366210938,3030300,613.4749755859375,614.1300048828125,609.7899780273438,609.7999877929688,1992499,313.4200134277344,314.14990234375,311.8500061035156,312.0,4534835,367.2799987792969,368.4599914550781,366.1700134277344,367.32000732421875,1887485
2026-06-05 17:30:00+01:00,81.40499877929688,81.69000244140625,81.30000305175781,81.33000183105469,3668821,253.02000427246094,253.77000427246094,252.5,253.41000366210938,4079049,609.8099975585938,610.469970703125,607.3300170898438,608.72998046875,1772051,312.0050048828125,312.1499938964844,309.5799865722656,311.510009765625,7722107,367.32000732421875,367.96990966796875,365.42999267578125,367.1499938964844,1788379
2026-06-05 18:30:00+01:00,81.30069732666016,81.67500305175781,81.0,81.57499694824219,4760335,253.3699951171875,253.83999633789062,247.80999755859375,248.8300018310547,9011662,608.7000122070312,611.5999755859375,582.9099731445312,586.6099853515625,6135213,311.4949951171875,312.79998779296875,311.3800048828125,311.5260009765625,4435527,367.1499938964844,367.20001220703125,363.7300109863281,364.8399963378906,1953426
2026-06-05 19:30:00+01:00,81.56999969482422,82.0510025024414,81.52999877929688,81.97989654541016,5446455,248.80499267578125,249.0500030517578,246.6300048828125,247.22000122070312,7060546,586.8400268554688,596.7000122070312,584.2000122070312,592.3150024414062,6343862,311.5400085449219,312.0199890136719,307.1499938964844,308.9100036621094,11256615,364.79998779296875,365.9800109863281,361.66009521484375,362.7799987792969,2555037
2026-06-05 20:30:00+01:00,81.9800033569336,82.31500244140625,81.83000183105469,82.20500183105469,5585144,247.2100067138672,248.1300048828125,245.77999877929688,245.97000122070312,7179505,592.3150024414062,595.0,589.2000122070312,592.6400146484375,3132770,308.8800048828125,308.9800109863281,307.3599853515625,307.3900146484375,7276594,362.82000732421875,366.3999938964844,361.6300048828125,366.0,2773830
