Ticker,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-05-18 14:30:00+01:00,605.0,612.219970703125,605.0,611.469970703125,3987429,263.864990234375,268.8500061035156,262.5299987792969,267.9649963378906,9779665,86.5999984741211,89.56999969482422,86.54000091552734,89.48799896240234,9552550,300.239990234375,300.6300048828125,296.70001220703125,298.1650085449219,7655183,392.125,404.44000244140625,390.9100036621094,402.04998779296875,6267338
2026-05-18 15:30:00+01:00,611.6599731445312,611.97998046875,605.7100219726562,607.7100219726562,1676162,268.0,268.6300048828125,265.7699890136719,265.8999938964844,6357710,89.48999786376953,89.81500244140625,88.81999969482422,89.48500061035156,5733149,298.1400146484375,298.5799865722656,295.4800109863281,295.4800109863281,3859797,402.04998779296875,402.54998779296875,397.92999267578125,398.3299865722656,2275879
2026-05-18 16:30:00+01:00,607.5900268554688,610.5050048828125,606.6849975585938,608.0599975585938,1212108,265.8699951171875,266.4798889160156,264.1499938964844,264.4750061035156,2973462,89.48500061035156,89.5,88.81009674072266,89.19499969482422,3121696,295.5199890136719,296.80999755859375,295.0199890136719,295.25,2469524,398.3550109863281,400.09991455078125,396.5,396.7799987792969,1438331
2026-05-18 17:30:00+01:00,608.0599975585938,613.618896484375,607.469970703125,613.0499877929688,1151598,264.5199890136719,265.32501220703125,264.17999267578125,265.159912109375,2286466,89.12770080566406,89.7699966430664,88.93000030517578,89.55999755859375,2940761,295.2699890136719,296.67999267578125,294.9100036621094,296.1702880859375,3252874,396.80999755859375,399.3399963378906,396.19000244140625,398.37640380859375,1070816
2026-05-18 18:30:00+01:00,613.0499877929688,615.5900268554688,609.752685546875,610.4000244140625,1237533,265.1499938964844,265.2900085449219,263.09368896484375,263.6499938964844,2169370,89.56500244140625,89.62999725341797,89.25,89.32499694824219,2255210,296.010009765625,296.68499755859375,295.5199890136719,296.0799865722656,3619911,398.3900146484375,398.4599914550781,394.6700134277344,395.0199890136719,1201129
2026-05-18 19:30:00+01:00,610.47998046875,612.739990234375,607.388671875,611.7449951171875,1185656,263.69000244140625,265.0450134277344,262.70001220703125,264.07000732421875,2981552,89.33000183105469,89.81500244140625,89.13200378417969,89.4800033569336,2957663,296.14990234375,297.7300109863281,295.45001220703125,297.0773010253906,3607433,395.05999755859375,395.9399108886719,393.0,393.5199890136719,1512096
2026-05-18 20:30:00+01:00,611.7650146484375,612.4600219726562,610.0599975585938,611.3300170898438,993430,264.05999755859375,264.95001220703125,263.9100036621094,264.9200134277344,2635088,89.4800033569336,89.7300033569336,89.30000305175781,89.68000030517578,3706663,297.0899963378906,297.9200134277344,296.9049987792969,297.8999938964844,2992205,393.54998779296875,394.4599914550781,392.19000244140625,393.1499938964844,1652037
2026-05-19 14:30:00+01:00,608.0,613.9299926757812,605.1099853515625,608.8151245117188,3045439,262.0199890136719,262.2149963378906,256.5,257.0950927734375,9965524,90.08000183105469,91.45999908447266,89.77999877929688,90.81999969482422,10250738,298.0,300.510009765625,296.8399963378906,296.9100036621094,9798484,391.010009765625,393.3627014160156,384.04998779296875,386.5849914550781,4876967
