Ticker,META,META,META,META,META,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX,AMZN,AMZN,AMZN,AMZN,AMZN,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-02 14:30:00+00:00,637.1599731445312,654.3200073242188,634.5,651.8300170898438,1598024,262.44000244140625,264.5398864746094,260.20001220703125,263.80999755859375,9648357,95.33000183105469,98.06999969482422,95.25,96.80500030517578,17106552,204.5500030517578,208.54550170898438,203.5,207.8800048828125,7753828,302.92999267578125,306.1415100097656,301.05999755859375,304.4800109863281,4790967
2026-03-02 15:30:00+00:00,651.89501953125,655.9000244140625,649.219970703125,650.4500122070312,646349,263.82000732421875,265.0299987792969,262.0,264.3599853515625,439306,96.80000305175781,97.30999755859375,95.95999908447266,96.0199966430664,6210301,207.89999389648438,208.82000732421875,206.25,206.44000244140625,4099604,304.4750061035156,305.7300109863281,303.8500061035156,304.45001220703125,77857
2026-03-02 16:30:00+00:00,650.4420776367188,659.9400024414062,650.4099731445312,656.1199951171875,665774,264.3599853515625,266.20001220703125,264.0,266.0,2203439,96.01499938964844,97.375,95.9000015258789,97.34300231933594,4644782,206.44000244140625,209.42999267578125,206.4199981689453,208.39999389648438,3284637,304.4700012207031,307.7200012207031,304.44000244140625,307.55010986328125,1052911
2026-03-02 17:30:00+00:00,656.1199951171875,657.3499755859375,654.4099731445312,655.719970703125,388897,265.9949951171875,266.2900085449219,265.25,265.5,1644931,97.3550033569336,97.61000061035156,96.95210266113281,97.04000091552734,3508882,208.3800048828125,208.91000366210938,208.05999755859375,208.63119506835938,2067516,307.5201110839844,308.1400146484375,306.1300048828125,306.614990234375,808737
2026-03-02 18:30:00+00:00,655.7000122070312,657.3800048828125,654.0001220703125,655.3150024414062,457709,265.52801513671875,266.1499938964844,264.3599853515625,266.05999755859375,6993135,97.04000091552734,97.38999938964844,96.7300033569336,97.36499786376953,2991798,208.63999938964844,209.72000122070312,208.13009643554688,208.6649932861328,2184712,306.6300048828125,307.2900085449219,305.57000732421875,307.2300109863281,912882
2026-03-02 19:30:00+00:00,655.3151245117188,656.260009765625,650.6599731445312,651.1950073242188,2557739,266.0450134277344,266.5299987792969,264.1400146484375,264.30999755859375,3422545,97.36129760742188,97.87000274658203,97.21499633789062,97.33000183105469,26375585,208.6649932861328,208.80999755859375,207.3000030517578,207.64999389648438,13276529,307.25,307.760009765625,305.2099914550781,305.31988525390625,4669019
2026-03-02 20:30:00+00:00,651.1500244140625,655.1199951171875,650.6300048828125,653.5599975585938,1176731,264.31500244140625,265.54998779296875,263.6099853515625,264.6000061035156,5738581,97.33999633789062,97.75,97.04499816894531,97.05999755859375,8101113,207.6300048828125,208.6999053955078,207.52999877929688,208.1999969482422,4872596,305.2699890136719,306.8900146484375,304.9100036621094,306.1499938964844,2272533
2026-03-03 14:30:00+00:00,648.2899780273438,655.9000244140625,638.8400268554688,639.5599975585938,3207824,263.4800109863281,265.55999755859375,261.2200012207031,262.260009765625,8047558,95.93000030517578,97.7699966430664,95.33000183105469,95.48999786376953,16274057,203.22999572753906,205.28500366210938,202.47999572753906,202.6999969482422,11361773,298.1919860839844,301.6300048828125,296.69940185546875,297.3500061035156,6059628
