Ticker,GOOG,GOOG,GOOG,GOOG,GOOG,META,META,META,META,META,NFLX,NFLX,NFLX,NFLX,NFLX,AAPL,AAPL,AAPL,AAPL,AAPL,AMZN,AMZN,AMZN,AMZN,AMZN
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-07 15:30:00+01:00,368.3999938964844,368.5,364.4200134277344,366.42999267578125,2158778,610.969970703125,611.7100219726562,604.010009765625,606.7885131835938,1810258,77.18000030517578,77.86990356445312,76.87999725341797,77.0,4396240,311.45001220703125,314.1300048828125,310.989990234375,314.0799865722656,5204771,245.10000610351562,245.6699981689453,243.05999755859375,243.10000610351562,5131799
2026-07-07 16:30:00+01:00,366.4100036621094,366.760009765625,365.0299987792969,365.3399963378906,1286290,606.6300048828125,606.9450073242188,603.6599731445312,606.0900268554688,888929,77.0,77.26000213623047,76.41999816894531,76.63999938964844,3261535,314.1025085449219,314.7300109863281,312.67999267578125,313.1700134277344,5936440,243.10499572753906,244.76849365234375,242.6999969482422,244.52000427246094,4769313
2026-07-07 17:30:00+01:00,365.3500061035156,367.1199951171875,365.3399963378906,366.69000244140625,1249965,606.25,609.3900146484375,604.6900024414062,607.5650024414062,1022631,76.6500015258789,77.05999755859375,76.62999725341797,76.75499725341797,2762755,313.1400146484375,314.010009765625,312.2701110839844,312.8399963378906,2794519,244.52999877929688,246.28990173339844,244.5050048828125,245.42999267578125,3388676
2026-07-07 18:30:00+01:00,366.6424865722656,367.2799987792969,365.8399963378906,366.1099853515625,1102421,607.469970703125,625.3699951171875,607.2700805664062,622.4149780273438,3256836,76.75499725341797,76.76499938964844,76.47000122070312,76.5,2092643,312.82000732421875,313.0,311.8500061035156,312.61920166015625,2641358,245.44500732421875,246.75,245.25999450683594,246.07000732421875,2720562
2026-07-07 19:30:00+01:00,366.125,366.4800109863281,364.8299865722656,364.95001220703125,2272603,622.4149780273438,623.5,615.8099975585938,616.2999877929688,3303333,76.5,76.52999877929688,76.2699966430664,76.33000183105469,2941082,312.6199951171875,313.17999267578125,311.55999755859375,311.8949890136719,4260675,246.0800018310547,246.22999572753906,245.25,245.58999633789062,2982674
2026-07-07 20:30:00+01:00,364.95001220703125,365.05999755859375,362.42999267578125,363.6499938964844,1783013,616.4299926757812,618.4749755859375,614.1500244140625,615.5700073242188,1602070,76.32499694824219,76.44000244140625,76.0999984741211,76.16999816894531,5501891,311.8999938964844,312.32000732421875,310.3299865722656,310.6600036621094,11962573,245.64999389648438,246.27000427246094,245.2949981689453,245.9499969482422,3372248
2026-07-08 14:30:00+01:00,362.2099914550781,364.8399963378906,358.8999938964844,359.07000732421875,2596530,614.385009765625,615.8800048828125,600.6400146484375,604.3350219726562,2967132,76.2699966430664,76.62000274658203,74.88999938964844,75.37999725341797,6411967,311.6600036621094,312.0,307.051513671875,308.8500061035156,7602776,244.13999938964844,244.77000427246094,240.8800048828125,243.11000061035156,6592227
2026-07-08 15:30:00+01:00,359.010009765625,359.57501220703125,357.7200012207031,358.2200012207031,1337816,604.3200073242188,604.9998779296875,600.25,602.030029296875,1177300,75.38009643554688,75.81999969482422,75.08000183105469,75.7300033569336,3407668,308.82000732421875,310.8500061035156,308.70001220703125,310.06500244140625,4149375,243.0800018310547,243.0850067138672,240.91000366210938,241.2801055908203,3353231
2026-07-08 16:30:00+01:00,358.2300109863281,358.5899963378906,356.94000244140625,358.1099853515625,977857,602.1749877929688,605.4299926757812,601.0800170898438,604.27001953125,750758,75.73999786376953,76.04499816894531,75.54000091552734,75.97000122070312,3922754,310.0799865722656,311.7900085449219,309.31500244140625,311.6000061035156,3488474,241.30499267578125,241.8000030517578,240.52000427246094,241.61000061035156,2106650
2026-07-08 17:30:00+01:00,358.07000732421875,358.67999267578125,357.5,358.05999755859375,1070985,604.280029296875,605.5,602.510986328125,605.375,656046,75.97000122070312,76.26000213623047,75.95500183105469,76.0250015258789,2819609,311.6000061035156,314.19000244140625,311.3399963378906,314.1199035644531,4629049,241.60000610351562,242.5800018310547,241.08999633789062,242.57000732421875,1996611
2026-07-08 18:30:00+01:00,358.05999755859375,358.1099853515625,355.114990234375,355.25,1304540,605.489990234375,606.6599731445312,604.5,605.0650024414062,893529,76.0199966430664,76.37000274658203,76.0199966430664,76.17500305175781,2344241,314.1300048828125,314.80999755859375,311.150390625,314.125,4294797,242.5800018310547,242.7386016845703,241.39999389648438,241.85499572753906,1924918
2026-07-08 19:30:00+01:00,355.239990234375,356.0799865722656,354.70001220703125,355.69500732421875,1202100,605.0399780273438,607.75,598.010498046875,599.768798828125,1773483,76.17500305175781,76.32499694824219,75.70500183105469,75.8550033569336,3415960,314.125,314.3999938964844,313.6499938964844,313.81500244140625,3477947,241.8699951171875,242.77999877929688,241.85000610351562,242.36000061035156,2175622
2026-07-08 20:30:00+01:00,355.69500732421875,359.7699890136719,355.6499938964844,358.6000061035156,1939257,599.6400146484375,604.7144775390625,598.5599975585938,603.0700073242188,2027085,75.86000061035156,76.05000305175781,75.58499908447266,75.58999633789062,4892172,313.81500244140625,314.20001220703125,312.75,313.260009765625,4786508,242.3800048828125,244.24000549316406,242.36500549316406,243.55999755859375,4368824
2026-07-09 14:30:00+01:00,351.0849914550781,356.3500061035156,348.6600036621094,351.0,4120764,583.9199829101562,600.9000244140625,577.0700073242188,594.0750122070312,6746310,74.26000213623047,75.4800033569336,74.0199966430664,74.91500091552734,6064072,310.44500732421875,312.29998779296875,308.1600036621094,312.0899963378906,7601316,239.7449951171875,243.2198944091797,238.25,240.5850067138672,7812852
2026-07-09 15:30:00+01:00,350.92999267578125,352.1780090332031,349.7799987792969,351.1499938964844,1933323,594.1500244140625,604.4500122070312,591.510009765625,604.3200073242188,2146855,74.91000366210938,74.93990325927734,74.30000305175781,74.79000091552734,3923554,312.07000732421875,314.8500061035156,310.7012023925781,314.4599914550781,4078964,240.57000732421875,241.92999267578125,240.3249969482422,241.82000732421875,3404005
2026-07-09 16:30:00+01:00,351.1476135253906,352.0799865722656,349.760009765625,351.82000732421875,1467767,604.327392578125,616.3099975585938,603.8001098632812,614.2999877929688,2712780,74.79000091552734,74.8301010131836,74.30000305175781,74.40499877929688,3487033,314.46990966796875,315.2200012207031,314.1000061035156,314.8999938964844,8485039,241.8300018310547,242.8300018310547,240.89999389648438,242.33999633789062,2695101
2026-07-09 17:30:00+01:00,351.80999755859375,352.75,351.5201110839844,352.5400085449219,859265,614.2100219726562,615.8400268554688,611.3300170898438,612.5999755859375,1457360,74.40499877929688,74.6500015258789,74.3302993774414,74.62000274658203,3220045,314.90008544921875,315.5,314.30999755859375,314.7214050292969,4552794,242.27499389648438,244.10000610351562,241.83999633789062,244.01499938964844,2698498
2026-07-09 18:30:00+01:00,352.5799865722656,354.2558898925781,352.2799987792969,353.80999755859375,1033584,612.6099853515625,616.9000244140625,610.2100219726562,615.97998046875,1942164,74.62000274658203,74.9000015258789,74.56999969482422,74.80999755859375,2917608,314.7235107421875,315.31988525390625,314.2349853515625,314.55999755859375,4088119,244.00999450683594,245.1199951171875,243.41000366210938,245.0500030517578,4081956
2026-07-09 19:30:00+01:00,353.8599853515625,355.2449951171875,353.2799987792969,354.9949951171875,1102999,615.9199829101562,624.6799926757812,614.3201293945312,624.2150268554688,2307207,74.80010223388672,74.94000244140625,74.61499786376953,74.8949966430664,2869223,314.55999755859375,315.69000244140625,314.25,315.4100036621094,3058281,245.10000610351562,245.52999877929688,244.2200927734375,245.48500061035156,2631578
2026-07-09 20:30:00+01:00,355.0199890136719,356.67999267578125,355.0199890136719,356.2300109863281,1638839,624.2150268554688,633.27001953125,624.1400146484375,631.47998046875,4972262,74.9000015258789,75.55000305175781,74.83499908447266,75.45999908447266,4807323,315.4200134277344,316.5299987792969,315.3900146484375,316.17999267578125,4155824,245.5,247.45989990234375,245.5,247.02000427246094,5409248
2026-07-10 14:30:00+01:00,354.9540100097656,355.2796936035156,352.0,353.4049987792969,2778819,660.3350219726562,677.8499755859375,658.010009765625,667.1500244140625,16463712,75.44999694824219,75.69860076904297,72.7750015258789,73.12229919433594,13100550,314.7200012207031,316.3900146484375,312.93011474609375,313.1300048828125,6346453,249.63999938964844,251.02999877929688,244.88499450683594,246.17999267578125,7070052
2026-07-10 15:30:00+01:00,353.4049987792969,353.5400085449219,350.70001220703125,352.2300109863281,1317885,667.2120971679688,675.2000122070312,662.47998046875,674.7150268554688,5541256,73.12000274658203,73.38500213623047,72.87999725341797,73.11499786376953,5796206,313.1199951171875,314.1099853515625,312.1700134277344,313.3399963378906,4170673,246.10000610351562,246.36000061035156,244.41000366210938,245.9600067138672,3684833
2026-07-10 16:30:00+01:00,352.260009765625,353.20001220703125,351.54998779296875,352.9150085449219,960055,674.8049926757812,675.469482421875,666.25,668.5499877929688,3226942,73.11990356445312,73.23500061035156,72.91999816894531,72.92500305175781,4145988,313.3500061035156,314.5140075683594,312.32000732421875,314.3550109863281,2588249,245.97000122070312,246.6999053955078,245.6699981689453,245.677001953125,3252178
2026-07-10 17:30:00+01:00,352.9700012207031,353.889892578125,352.19000244140625,352.20001220703125,938067,668.6199951171875,669.8800048828125,662.6199951171875,662.969970703125,2248713,72.92990112304688,73.0999984741211,72.6050033569336,72.62000274658203,4438832,314.3699951171875,314.7799987792969,313.94000244140625,314.4599914550781,1701568,245.67999267578125,246.44000244140625,244.80999755859375,244.85000610351562,2303533
2026-07-10 18:30:00+01:00,352.2099914550781,353.54998779296875,351.57000732421875,353.5249938964844,715317,663.0399780273438,670.719970703125,662.0,668.7750244140625,2655833,72.61499786376953,73.41999816894531,72.51000213623047,73.375,4616439,314.4700012207031,314.8900146484375,313.8902893066406,314.840087890625,1530749,244.84500122070312,245.7100067138672,244.4199981689453,245.6300048828125,3179187
2026-07-10 19:30:00+01:00,353.5249938964844,354.3999938964844,353.1000061035156,354.25,1094675,668.844970703125,670.6699829101562,665.9334106445312,666.0599975585938,2299358,73.375,73.75,73.37460327148438,73.54499816894531,3804134,314.8599853515625,316.4798889160156,314.739990234375,316.1600036621094,3576384,245.66000366210938,245.88999938964844,245.2115020751953,245.46499633789062,2370221
2026-07-10 20:30:00+01:00,354.2799987792969,355.6499938964844,354.04998779296875,355.0400085449219,1440332,665.97998046875,671.2000122070312,663.8900146484375,669.3099975585938,3765321,73.54000091552734,73.67500305175781,73.25,73.375,4749739,316.1499938964844,316.9100036621094,314.7799987792969,315.32989501953125,3989622,245.47999572753906,246.0800018310547,245.11000061035156,245.30999755859375,3511956
