Ticker,META,META,META,META,META,GOOG,GOOG,GOOG,GOOG,GOOG,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-15 14:30:00+00:00,645.4249877929688,649.6500244140625,638.7000732421875,641.0549926757812,2264723,312.625,312.70001220703125,307.2349853515625,307.7300109863281,3980818,226.7949981689453,227.10000610351562,222.88999938964844,223.02999877929688,6475168,279.75,279.79168701171875,273.6199951171875,274.1449890136719,8113962,96.01499938964844,96.37000274658203,93.86000061035156,94.00499725341797,5610795
2025-12-15 15:30:00+00:00,640.9299926757812,650.760009765625,640.7999877929688,650.5451049804688,1317447,307.7300109863281,309.3900146484375,307.3500061035156,308.8299865722656,1244270,223.0399932861328,224.38999938964844,222.98890686035156,224.38999938964844,2713407,274.1700134277344,275.6404113769531,273.7200012207031,275.510009765625,3495538,94.00499725341797,94.55999755859375,93.83499908447266,94.43000030517578,2675928
2025-12-15 16:30:00+00:00,650.6199951171875,651.3900146484375,648.6699829101562,650.3099975585938,846923,308.8399963378906,308.8800048828125,305.739990234375,306.1426086425781,1951626,224.44000244140625,224.5,222.52000427246094,222.5449981689453,2914110,275.5400085449219,275.69500732421875,274.1499938964844,274.9200134277344,2136284,94.43000030517578,94.44100189208984,93.7300033569336,94.0,2181275
2025-12-15 17:30:00+00:00,650.3699951171875,652.3200073242188,649.239990234375,650.219970703125,647454,306.239990234375,307.8999938964844,306.1000061035156,307.45001220703125,1006522,222.5449981689453,223.0800018310547,222.10000610351562,222.375,2010556,274.92498779296875,275.1000061035156,273.7300109863281,274.0400085449219,1992688,94.00499725341797,94.2300033569336,93.56999969482422,93.6449966430664,2296090
2025-12-15 18:30:00+00:00,650.0999755859375,652.1599731445312,649.25,651.219970703125,545846,307.4447937011719,309.3699951171875,307.43499755859375,308.5400085449219,1034648,222.3800048828125,223.43499755859375,222.17999267578125,223.22259521484375,2315546,274.0199890136719,274.25,273.0799865722656,273.3699951171875,2430153,93.6449966430664,94.16500091552734,93.52999877929688,93.95989990234375,1941943
2025-12-15 19:30:00+00:00,651.2750244140625,651.6199951171875,649.9099731445312,650.9949951171875,713982,308.57000732421875,309.4410095214844,308.150390625,309.364990234375,1052803,223.22999572753906,223.41000366210938,222.5200958251953,222.6649932861328,2085163,273.3800048828125,273.8424987792969,272.8399963378906,273.80499267578125,2804616,93.95500183105469,94.01000213623047,93.5999984741211,93.69499969482422,2256363
2025-12-15 20:30:00+00:00,651.0499877929688,653.0,647.125,647.5,1323739,309.3599853515625,309.54998779296875,308.4700012207031,309.3389892578125,1135451,222.69000244140625,222.7465057373047,221.8800048828125,222.5500030517578,4197984,273.80999755859375,274.7200012207031,273.5199890136719,274.114990234375,4104430,93.69499969482422,93.86499786376953,93.55000305175781,93.76000213623047,3484602
2025-12-16 14:30:00+00:00,643.239990234375,654.5999755859375,643.2000122070312,649.3099975585938,1535518,305.8599853515625,311.8450012207031,304.1000061035156,308.92999267578125,3280629,223.13999938964844,223.66000366210938,221.9008026123047,222.36500549316406,5748837,272.82000732421875,274.0299987792969,271.7900085449219,273.1700134277344,4976091,93.87999725341797,94.29499816894531,93.31999969482422,93.94950103759766,4476355
