Ticker,NFLX,NFLX,NFLX,NFLX,NFLX,META,META,META,META,META,AMZN,AMZN,AMZN,AMZN,AMZN,AAPL,AAPL,AAPL,AAPL,AAPL,GOOG,GOOG,GOOG,GOOG,GOOG
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,
2026-02-24 15:30:00+00:00,76.90499877929688,77.18499755859375,76.3499984741211,76.81500244140625,2132749,635.5650024414062,638.7000122070312,635.0,638.030029296875,714507,207.75,209.17999267578125,207.3000030517578,209.10000610351562,3631315,273.67999267578125,274.82000732421875,272.3599853515625,273.2200012207031,10039980,309.489990234375,311.3500061035156,308.8900146484375,310.8800048828125,3041444
2026-02-24 16:30:00+00:00,76.81500244140625,77.32990264892578,76.6500015258789,77.24500274658203,2237837,637.9600219726562,640.4099731445312,636.3599853515625,639.9400024414062,474366,209.11000061035156,209.9600067138672,208.44000244140625,209.60000610351562,2915360,273.2250061035156,273.239990234375,271.989990234375,272.510009765625,0,310.8999938964844,312.010009765625,310.3500061035156,311.9700012207031,0
2026-02-24 17:30:00+00:00,77.24829864501953,77.67500305175781,77.16000366210938,77.33999633789062,1863905,639.8900146484375,641.1099853515625,638.6599731445312,638.9500122070312,398501,209.61000061035156,209.8000030517578,208.97999572753906,209.44000244140625,2139822,272.489990234375,272.7900085449219,271.5950012207031,271.5950012207031,1641925,311.94500732421875,312.3699951171875,310.7799987792969,310.875,2995293
2026-02-24 18:30:00+00:00,77.33999633789062,77.80000305175781,77.23999786376953,77.28990173339844,1860217,638.9849853515625,641.0900268554688,637.8800048828125,638.125,468183,209.4499969482422,210.36000061035156,208.6999969482422,209.02000427246094,2749739,271.6000061035156,272.54998779296875,271.3699951171875,272.2900085449219,1871775,310.8599853515625,311.2200012207031,309.6199951171875,310.239990234375,0
2026-02-24 19:30:00+00:00,77.27999877929688,77.40499877929688,77.12000274658203,77.20649719238281,2139292,638.1799926757812,639.6699829101562,637.8800048828125,638.0449829101562,517823,209.00999450683594,209.52999877929688,208.2100067138672,208.22000122070312,2718724,272.2799987792969,272.7200012207031,271.3800048828125,271.909912109375,2122079,310.2099914550781,311.69000244140625,310.2099914550781,311.139892578125,3810232
2026-02-24 20:30:00+00:00,77.20970153808594,78.12000274658203,77.20500183105469,78.04000091552734,3455655,638.030029296875,640.6300048828125,637.5700073242188,639.0499877929688,641649,208.24000549316406,208.7100067138672,208.16000366210938,208.55499267578125,2449305,271.9100036621094,272.4299011230469,271.4800109863281,272.1700134277344,13328406,311.1700134277344,311.5799865722656,310.6700134277344,310.9200134277344,0
2026-02-25 14:30:00+00:00,79.4000015258789,81.98999786376953,79.36000061035156,81.8563003540039,13231435,642.5050048828125,651.6099853515625,642.1500244140625,649.6900024414062,1375377,210.4600067138672,211.58999633789062,209.58949279785156,210.4499969482422,5503153,271.67999267578125,274.0799865722656,271.04998779296875,273.6300048828125,5230897,312.1199951171875,313.6499938964844,309.6300048828125,312.1499938964844,2596197
2026-02-25 15:30:00+00:00,81.86000061035156,82.30000305175781,81.66999816894531,82.00499725341797,5663109,649.6900024414062,650.25,646.5050048828125,649.7750244140625,1674897,210.4600067138672,211.00999450683594,209.71499633789062,209.94000244140625,3013359,273.6300048828125,274.58990478515625,272.9200134277344,273.9649963378906,2463949,312.1050109863281,312.1700134277344,309.3599853515625,310.6300048828125,1756906
2026-02-25 16:30:00+00:00,82.00499725341797,82.4000015258789,81.79499816894531,81.79499816894531,3542520,649.8350219726562,652.6500244140625,649.330078125,651.2550048828125,0,209.94500732421875,210.14999389648438,209.0399932861328,209.2100067138672,2300099,273.9150085449219,274.06988525390625,272.9599914550781,273.6099853515625,1694059,310.6300048828125,311.6650085449219,310.44000244140625,310.69000244140625,1421063
2026-02-25 17:30:00+00:00,81.79000091552734,82.54000091552734,81.7249984741211,82.3550033569336,2922652,651.1699829101562,651.3400268554688,648.594970703125,649.469970703125,501941,209.2100067138672,209.5500030517578,209.05999755859375,209.16000366210938,1851630,273.6099853515625,274.6300048828125,273.4200134277344,274.3500061035156,1522519,310.7300109863281,310.9700012207031,310.0400085449219,310.385009765625,1003350
2026-02-25 18:30:00+00:00,82.3550033569336,83.11699676513672,82.0199966430664,82.93499755859375,5582444,649.469970703125,651.4299926757812,649.0900268554688,651.4299926757812,463458,209.14999389648438,210.1300048828125,208.92999267578125,209.93499755859375,2103994,274.3299865722656,274.94000244140625,274.17999267578125,274.4100036621094,1635951,310.4100036621094,311.44500732421875,310.239990234375,311.0718078613281,910578
2026-02-25 19:30:00+00:00,82.93499755859375,82.97000122070312,82.26000213623047,82.55500030517578,21764724,651.4439697265625,653.0800170898438,651.038818359375,651.213623046875,684879,209.9300994873047,210.61000061035156,209.92999267578125,210.22999572753906,2786760,274.4100036621094,274.5400085449219,273.2099914550781,273.75,1879899,311.07000732421875,312.4599914550781,310.6499938964844,312.3599853515625,1283019
2026-02-25 20:30:00+00:00,82.55500030517578,83.06999969482422,82.30000305175781,82.70999908447266,0,651.2899780273438,653.8699951171875,649.9600830078125,653.780029296875,810365,210.22999572753906,210.8000030517578,210.02499389648438,210.66000366210938,2879337,273.7200012207031,274.7200012207031,273.625,274.17999267578125,2422723,312.3399963378906,313.2300109863281,311.7099914550781,313.0400085449219,1285483
2026-02-26 14:30:00+00:00,83.16500091552734,84.55999755859375,82.81999969482422,83.44999694824219,15016358,650.5499877929688,660.9000244140625,647.6649780273438,650.969970703125,2242234,210.72999572753906,211.0500030517578,207.05029296875,207.50999450683594,7140858,274.9549865722656,276.1099853515625,270.8399963378906,272.0,5054219,312.9200134277344,313.0,302.4100036621094,303.3399963378906,3957374
2026-02-26 15:30:00+00:00,83.45500183105469,87.62000274658203,83.17320251464844,84.0250015258789,0,650.7999877929688,657.1566772460938,647.5,655.3800048828125,1972649,207.50999450683594,209.14990234375,206.9499969482422,208.18760681152344,4421092,271.9200134277344,272.78509521484375,270.7950134277344,272.5400085449219,2579542,303.2591857910156,307.2301025390625,302.57000732421875,307.1000061035156,6227050
2026-02-26 16:30:00+00:00,84.0250015258789,84.87999725341797,83.44000244140625,84.79499816894531,4721949,655.3400268554688,655.8099975585938,652.9099731445312,653.969970703125,0,208.1699981689453,208.2899932861328,206.4600067138672,206.970703125,3152860,272.5299987792969,272.7300109863281,271.5126953125,271.760009765625,1300410,307.0899963378906,307.70001220703125,305.0,305.3500061035156,0
2026-02-26 17:30:00+00:00,84.79499816894531,85.16999816894531,84.30000305175781,84.73500061035156,4430894,653.9000244140625,655.4249877929688,652.780029296875,653.6599731445312,472173,206.97000122070312,207.33999633789062,205.3498992919922,205.5399932861328,3216873,271.7550048828125,272.0249938964844,270.9100036621094,271.3900146484375,1189482,305.32000732421875,305.70001220703125,304.5799865722656,304.7300109863281,963909
2026-02-26 18:30:00+00:00,84.73999786376953,85.5,84.69999694824219,85.375,3734796,653.7249755859375,658.5499877929688,653.5900268554688,657.344970703125,529417,205.5500030517578,207.99000549316406,205.52000427246094,207.53720092773438,3084324,271.4100036621094,272.94000244140625,270.8529968261719,272.79998779296875,1838921,304.739990234375,308.19000244140625,304.69000244140625,307.6499938964844,6555836
2026-02-26 19:30:00+00:00,85.37850189208984,85.48999786376953,84.91999816894531,85.16000366210938,4232847,657.4099731445312,659.2000122070312,655.8900146484375,656.8499755859375,520068,207.52000427246094,208.38499450683594,207.4199981689453,207.75010681152344,2263662,272.80499267578125,273.5,272.5799865722656,272.6300048828125,1756013,307.6600036621094,308.1199951171875,306.8999938964844,307.010009765625,0
2026-02-26 20:30:00+00:00,85.16500091552734,85.37000274658203,84.38999938964844,84.62000274658203,5198758,656.8499755859375,658.0999755859375,655.719970703125,657.010009765625,604366,207.74000549316406,208.10000610351562,207.5399932861328,207.91000366210938,2399989,272.6449890136719,273.07000732421875,272.20001220703125,272.989990234375,1906660,307.0199890136719,307.8900146484375,306.510009765625,307.15899658203125,1228449
2026-02-27 14:30:00+00:00,94.40499877929688,94.43000030517578,90.5999984741211,91.93000030517578,41199316,643.4500122070312,649.4400024414062,639.610107421875,646.6400146484375,1439474,206.7899932861328,208.77000427246094,205.1999969482422,208.18499755859375,7814815,272.80999755859375,272.80999755859375,268.29998779296875,268.5050048828125,8446879,303.94000244140625,309.5,303.59051513671875,307.95001220703125,2770322
2026-02-27 15:30:00+00:00,91.93499755859375,93.5,91.51499938964844,93.15070343017578,15237872,646.6799926757812,648.1199951171875,643.6799926757812,644.1649780273438,560839,208.19000244140625,209.2198944091797,207.65499877929688,208.14010620117188,3668438,268.4700927734375,269.6400146484375,268.1919860839844,269.05499267578125,0,307.9599914550781,309.1199951171875,307.3700866699219,307.9049987792969,1183109
2026-02-27 16:30:00+00:00,93.1500015258789,93.80000305175781,92.5199966430664,93.41500091552734,9931917,644.219970703125,646.0999755859375,642.3101196289062,643.22998046875,1884745,208.19000244140625,209.6300048828125,207.62010192871094,208.17999267578125,2696807,269.07000732421875,269.5199890136719,267.2699890136719,267.8841857910156,1958841,307.94000244140625,308.9110107421875,306.7799987792969,307.5150146484375,949779
2026-02-27 17:30:00+00:00,93.41999816894531,95.31999969482422,93.40499877929688,95.0,15587915,643.3099975585938,644.2999877929688,638.3699951171875,639.8900146484375,0,208.19000244140625,208.4600067138672,207.3800048828125,208.1999969482422,2157826,267.8699951171875,268.260009765625,265.8800048828125,265.9508056640625,8433506,307.6099853515625,308.03009033203125,305.1300048828125,305.5799865722656,878346
2026-02-27 18:30:00+00:00,94.9800033569336,95.80000305175781,94.94000244140625,95.76499938964844,10751424,639.8699951171875,642.1500244140625,639.3300170898438,640.2150268554688,539099,208.2100067138672,209.36000061035156,208.1199951171875,208.83999633789062,2219168,265.95001220703125,266.4800109863281,265.4801025390625,265.7300109863281,0,305.54998779296875,308.260009765625,305.29998779296875,306.8900146484375,1028657
2026-02-27 19:30:00+00:00,95.76499938964844,96.68000030517578,95.05999755859375,96.59500122070312,12076434,640.2150268554688,642.0,638.1199951171875,641.0900268554688,679889,208.85000610351562,209.88499450683594,208.44000244140625,209.25999450683594,2512127,265.7300109863281,266.8999938964844,265.260009765625,266.6400146484375,2562786,306.8599853515625,307.8550109863281,306.1600036621094,307.6099853515625,964732
2026-02-27 20:30:00+00:00,96.59290313720703,96.75,95.37999725341797,96.26000213623047,13870905,641.2100219726562,649.10498046875,639.6500244140625,648.010009765625,1644828,209.25999450683594,210.3300018310547,208.25,210.00999450683594,4741651,266.6300048828125,266.6300048828125,262.8900146484375,264.1700134277344,9125681,307.5899963378906,312.0,306.6300048828125,311.30999755859375,3071226
